Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
GNA Axles Ltd.,Auto ancillaries,4.59,9.5,1.28%,0.03%,1.28% (Apr 2019),1.28% (Apr 2019),31.38 k,0.00,Small Cap,94.54
Mahindra Holidays & Resorts India Ltd.,Hotels/resorts,1.25,9.3,1.25%,0.30%,0.85% (Nov 2018),0.85% (Nov 2018),39.54 k,8.39 k,Small Cap,94.54
L G Balakrishnan & Bros Ltd.,Auto ancillaries,4.59,8.8,1.18%,0.01%,1.17% (Mar 2019),1.17% (Mar 2019),23.97 k,0.00,Small Cap,94.54
Brigade Enterprises Ltd.,Residential/commercial/sez project,1.98,8.5,1.14%,0.08%,0.84% (Oct 2018),0.84% (Oct 2018),38.34 k,0.00,Small Cap,94.54
#Arvind Fashions Ltd.,Industrial equipment,3.32,8.2,1.10%,1.10%,1.1% (Apr 2019),0% (May 2018),8.19 k,8.19 k,Other,3.32
Astra Microwave Products Ltd.,Telecom   equipment,1.08,8.1,1.08%,0.08%,0.95% (Dec 2018),0.95% (Dec 2018),92.00 k,0.00,Small Cap,94.54
Century Plyboards India Ltd.,Plywood boards,1.07,8,1.07%,0.15%,0.9% (Jul 2018),0.9% (Jul 2018),45.97 k,0.00,Small Cap,94.54
Ingersoll Rand (india) Ltd.,Compressors / pumps,1.02,7.6,1.02%,0.03%,0.75% (May 2018),0.75% (May 2018),12.50 k,0.00,Small Cap,94.54
Ultramarine & Pigments Ltd.,Dyes and pigments,0.98,7.3,0.98%,0.03%,0.9% (Aug 2018),0.9% (Aug 2018),30.30 k,0.00,Small Cap,94.54
Accelya Kale Solutions Limited,Computers  software,2.72,7.3,0.98%,0.04%,0.94% (Mar 2019),0% (May 2018),8.00 k,0.00,Small Cap,94.54
Indian Terrain Fashions Ltd.,Fabrics and garments,3.59,7.2,0.96%,0.04%,0.84% (Aug 2018),0.84% (Aug 2018),53.93 k,0.00,Small Cap,94.54
VA Tech Wabag Ltd.,"Engineering, designing, construction",10.6,7.2,0.96%,0.09%,0.86% (Dec 2018),0.86% (Dec 2018),25.00 k,0.00,Small Cap,94.54
Timken India Ltd.,Bearings,3.15,7,0.94%,0.01%,0.82% (Oct 2018),0% (May 2018),12.72 k,0.00,Small Cap,94.54
Prabhat Dairy Ltd.,Consumer food,3.36,6.8,0.91%,0.04%,0.73% (Feb 2019),0.73% (Feb 2019),97.00 k,0.00,Small Cap,94.54
PTC India Ltd.,Power trading,0.87,6.5,0.87%,0.00%,0.87% (Apr 2019),0% (May 2018),93.18 k,0.00,Small Cap,94.54
Rallis India Ltd.,Pesticides and agrochemicals,0.86,6.4,0.86%,0.05%,0.86% (Apr 2019),0% (May 2018),43.41 k,0.00,Small Cap,94.54
Capacite Infraprojects Ltd.,Residential/commercial/sez project,1.98,6.3,0.84%,0.04%,0.77% (Oct 2018),0.77% (Oct 2018),27.64 k,0.00,Small Cap,94.54
West Coast Paper Mills Ltd.,Paper and paper products,0.83,6.2,0.83%,0.92%,0.83% (Apr 2019),0.83% (Apr 2019),25.30 k,0.26 L,Small Cap,94.54
HSIL Ltd.,Glass – consumer,0.81,6,0.81%,0.10%,0.62% (Nov 2018),0.62% (Nov 2018),22.34 k,0.00,Small Cap,94.54
Mcleod Russel (India) Ltd.,Tea &  coffee,0.81,6,0.81%,0.27%,0.81% (Apr 2019),0.81% (Apr 2019),98.64 k,0.00,Small Cap,94.54
INEOS Styrolution India Ltd.,Plastic products,0.77,5.8,0.77%,0.07%,0.71% (Mar 2019),0.71% (Mar 2019),10.58 k,0.00,Small Cap,94.54
Premier Explosives Ltd.,Explosives,0.76,5.7,0.76%,0.03%,0.56% (Sep 2018),0.56% (Sep 2018),25.14 k,0.00,Small Cap,94.54
Force Motors Ltd.,Commercial vehicles,0.74,5.5,0.74%,0.03%,0.65% (Feb 2019),0.65% (Feb 2019),3.30 k,0.00,Small Cap,94.54
Dollar Industries Ltd.,Fabrics and garments,3.59,5.2,0.70%,0.01%,0.7% (Apr 2019),0.7% (Apr 2019),19.31 k,0.00,Small Cap,94.54
S Chand And Company Ltd.,Printing and publishing,2.19,3.2,0.43%,0.07%,0.43% (Apr 2019),0.43% (Apr 2019),21.43 k,0.00,Small Cap,94.54
Arrow Greentech Ltd.,Packaging,0.13,1,0.13%,0.07%,0.13% (Apr 2019),0.13% (Apr 2019),13.55 k,6.16 k,Small Cap,94.54
