Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
City Union Bank Ltd.,Banks,7.75,247.1,0.56%,0.00%,0.23% (Jun 2018),0.23% (Jun 2018),12.19 L,0.00,Mid Cap,10.58
Symphony Ltd.,Consumer elctronics,1.26,241.6,0.54%,0.00%,0.38% (Oct 2018),0.38% (Oct 2018),1.77 L,0.00,Mid Cap,10.58
Cadila Healthcare Ltd.,Pharmaceuticals,4.45,232.3,0.52%,0.03%,0.52% (Apr 2019),0.52% (Apr 2019),7.14 L,0.00,Large Cap,26.68
Eicher Motors Ltd.,Commercial vehicles,0.52,232.2,0.52%,0.00%,0.5% (Jan 2019),0.5% (Jan 2019),11.40 k,0.00,Large Cap,26.68
Amara Raja Batteries Limited,Batteries – automobile,0.51,226.5,0.51%,0.04%,0.49% (Jun 2018),0.49% (Jun 2018),3.42 L,0.00,Mid Cap,10.58
Hindustan Zinc Ltd.,Zinc,0.5,221.4,0.50%,0.01%,0.48% (Jan 2019),0.48% (Jan 2019),8.00 L,0.00,Large Cap,26.68
Schaeffler India Ltd.,Bearings,0.5,221,0.50%,0.00%,0.45% (Jul 2018),0.45% (Jul 2018),40.99 k,0.00,Mid Cap,10.58
Pidilite Industries Ltd.,Chemicals  speciality,0.49,216,0.49%,0.00%,0.38% (Oct 2018),0.38% (Oct 2018),1.75 L,0.00,Large Cap,26.68
Berger Paints India Ltd.,Paints,0.47,210.5,0.47%,0.01%,0.31% (Jun 2018),0.31% (Jun 2018),6.60 L,0.00,Large Cap,26.68
Sheela Foam Ltd.,Houseware,0.45,199.2,0.45%,0.04%,0.41% (Mar 2019),0.41% (Mar 2019),1.48 L,0.00,Small Cap,2.6
Nestle India Ltd.,Consumer food,1.13,193.8,0.44%,0.01%,0.36% (May 2018),0.36% (May 2018),17.77 k,0.00,Large Cap,26.68
Marico Ltd.,Personal care,0.82,176.1,0.40%,0.02%,0.37% (May 2018),0.37% (May 2018),4.90 L,0.00,Large Cap,26.68
Dabur India Ltd.,Personal care,0.82,159.2,0.36%,0.00%,0.34% (Oct 2018),0.34% (May 2018),4.00 L,0.00,Large Cap,26.68
Cera Sanitaryware Ltd.,Sanitary ware,0.31,135.6,0.31%,0.02%,0.27% (Jul 2018),0.27% (Aug 2018),48.42 k,0.00,Small Cap,2.6
Crompton Greaves Consumer Electricals Ltd.,Home appliances,0.3,131.9,0.30%,0.02%,0.27% (Oct 2018),0% (May 2018),5.55 L,0.00,Mid Cap,10.58
Lupin Ltd.,Pharmaceuticals,4.45,121.2,0.27%,0.04%,0.23% (Mar 2019),0.23% (Mar 2019),1.39 L,0.00,Large Cap,26.68
Ajanta Pharma Limited,Pharmaceuticals,4.45,119.8,0.27%,0.01%,0.27% (Apr 2019),0.27% (Apr 2019),1.21 L,0.00,Small Cap,2.6
Eris Lifesciences Ltd.,Pharmaceuticals,4.45,120.3,0.27%,0.00%,0.2% (Aug 2018),0.2% (Aug 2018),1.90 L,0.00,Mid Cap,10.58
Syngene International Ltd.,Pharmaceuticals,4.45,114.8,0.26%,0.01%,0.19% (Aug 2018),0.19% (Aug 2018),1.87 L,0.00,Mid Cap,10.58
LaOpala RG Ltd.,Glass – consumer,0.17,74,0.17%,0.00%,0.15% (Oct 2018),0% (May 2018),3.59 L,0.00,Small Cap,2.6
Gruh Finance Ltd.,Housing finance,1.46,56.1,0.13%,0.12%,0.13% (Apr 2019),0.13% (Apr 2019),1.77 L,2.25 L,Mid Cap,10.58
Igarashi Motors India Ltd.,Auto ancillaries,1.44,53.2,0.12%,0.01%,0.12% (Apr 2019),0.12% (Apr 2019),1.72 L,0.00,Small Cap,2.6
#Metropolis Healthcare Ltd.,Healthcare service providers,0.9,45.5,0.10%,0.10%,0.1% (Apr 2019),0% (May 2018),48.00 k,48.00 k,Other,0.1
Emami Ltd.,Personal care,0.82,28,0.06%,0.09%,0.06% (Apr 2019),0.06% (Apr 2019),72.40 k,1.00 L,Mid Cap,10.58
Shukra Jewellery Ltd.,"Gems, jewellery and watches",0.74,2.2,0.00%,0.00%,0% (Mar 2019),0% (Jun 2018),1.80 L,0.00,Small Cap,2.6
Bond  Jana Small Finance Bank Ltd.,Banks,7.75,349.2,0.00%,0.78%,,,,,Other,0.1
