Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Heritage Foods (india) Ltd.,Consumer food,1.65,15.8,1.65%,0.01%,1.55% (Feb 2019),1.55% (Feb 2019),30.46 k,0.00,Small Cap,94.16
Tata Elxsi Ltd.,Computers  software,2.61,15.8,1.64%,0.02%,1.62% (Mar 2019),1.62% (Mar 2019),16.96 k,0.00,Small Cap,94.16
ISGEC Heavy Engineering Ltd.,Industrial equipment,2.7,15.5,1.61%,0.05%,1.02% (May 2018),1.02% (May 2018),27.59 k,0.00,Other,2.7
DCB Bank Ltd.,Banks,3.85,15.3,1.59%,0.13%,1.1% (Jul 2018),1.1% (Jul 2018),72.07 k,0.00,Small Cap,94.16
PTC India Ltd.,Power trading,1.57,15.1,1.57%,0.01%,1.54% (Sep 2018),1.54% (Sep 2018),2.17 L,0.00,Small Cap,94.16
Star Cement Ltd.,Cement products,1.57,15.1,1.57%,0.16%,1.41% (Mar 2019),1.41% (Mar 2019),1.44 L,0.00,Small Cap,94.16
Rane Holdings Ltd.,Investment companies,1.56,15,1.56%,0.10%,1.39% (Jan 2019),1.39% (Jan 2019),12.39 k,0.00,Small Cap,94.16
Brigade Enterprises Ltd.,Residential/commercial/sez project,2.39,14.5,1.52%,0.12%,1.14% (Oct 2018),1.14% (Oct 2018),65.52 k,0.00,Small Cap,94.16
INOX Leisure Ltd.,"Flim production, distribution & exhibition",1.51,14.5,1.51%,0.00%,0.83% (Jul 2018),0.83% (Jul 2018),46.28 k,0.00,Small Cap,94.16
Asian Granito India Ltd.,Sanitary ware,1.35,13,1.35%,0.31%,1.18% (Jan 2019),1.18% (Jan 2019),68.00 k,0.00,Small Cap,94.16
Rallis India Ltd.,Pesticides and agrochemicals,1.35,12.9,1.35%,0.08%,1.35% (Apr 2019),1.35% (Apr 2019),87.51 k,0.00,Small Cap,94.16
Timken India Ltd.,Bearings,3.3,12.2,1.27%,0.02%,1.17% (Nov 2018),1.17% (Nov 2018),22.08 k,0.00,Small Cap,94.16
GNA Axles Ltd.,Auto ancillaries,5.27,11.9,1.24%,0.04%,1.24% (Apr 2019),1.24% (Apr 2019),39.32 k,0.00,Small Cap,94.16
Premier Explosives Ltd.,Explosives,1.2,11.5,1.20%,0.06%,0.77% (Jun 2018),0.77% (Jun 2018),51.14 k,0.00,Small Cap,94.16
Taj GVK Hotels & Resorts Ltd.,Hotels/resorts,2.95,11.5,1.20%,0.02%,0.94% (Oct 2018),0.94% (Oct 2018),51.49 k,0.00,Small Cap,94.16
Cyient Ltd.,It enabled services – software,1.16,11.1,1.16%,0.14%,1.16% (Apr 2019),1.16% (Apr 2019),18.89 k,1.31 k,Small Cap,94.16
#Arvind Fashions Ltd.,Industrial equipment,2.7,10.5,1.09%,1.09%,1.09% (Apr 2019),0% (May 2018),10.50 k,10.50 k,Other,2.7
Indostar Capital Finance Private Ltd.,Nbfc,2.03,10.2,1.06%,0.01%,0.84% (Oct 2018),0.84% (Oct 2018),25.58 k,0.00,Small Cap,94.16
Century Plyboards India Ltd.,Plywood boards,1.04,10,1.04%,0.15%,0.9% (Jul 2018),0.9% (Jul 2018),57.50 k,0.00,Small Cap,94.16
J.b. Chemicals & Pharmaceuticals Ltd.,Pharmaceuticals,1.01,9.7,1.01%,0.00%,0.68% (May 2018),0.68% (May 2018),28.22 k,0.00,Small Cap,94.16
#Muthoot Capital Services Ltd.,Nbfc,2.03,9.3,0.97%,0.97%,0.97% (Apr 2019),0% (May 2018),12.36 k,12.36 k,Small Cap,94.16
Accelya Kale Solutions Limited,Computers  software,2.61,9.3,0.97%,0.04%,0.93% (Mar 2019),0% (May 2018),10.20 k,0.00,Small Cap,94.16
Khadim India Ltd.,Leather and leather products,0.96,9.3,0.96%,0.13%,0.94% (Feb 2019),0.94% (Feb 2019),23.17 k,0.00,Small Cap,94.16
Indian Terrain Fashions Ltd.,Fabrics and garments,3.5,9.2,0.96%,0.03%,0.86% (Aug 2018),0.86% (Aug 2018),69.17 k,0.00,Small Cap,94.16
Triveni Turbine Ltd.,Power equipment,1.48,8.5,0.89%,0.02%,0.77% (May 2018),0.77% (May 2018),80.99 k,0.00,Small Cap,94.16
Capacite Infraprojects Ltd.,Residential/commercial/sez project,2.39,8.4,0.87%,0.04%,0.77% (Oct 2018),0.77% (Oct 2018),36.79 k,0.00,Small Cap,94.16
HSIL Ltd.,Glass – consumer,0.87,8.3,0.87%,0.10%,0.68% (Nov 2018),0.68% (Nov 2018),30.75 k,0.00,Small Cap,94.16
West Coast Paper Mills Ltd.,Paper and paper products,0.82,7.9,0.82%,0.92%,0.82% (Apr 2019),0.82% (Apr 2019),32.25 k,0.33 L,Small Cap,94.16
Dollar Industries Ltd.,Fabrics and garments,3.5,7,0.72%,0.01%,0.72% (Apr 2019),0.72% (Apr 2019),25.93 k,0.00,Small Cap,94.16
Force Motors Ltd.,Commercial vehicles,0.72,6.9,0.72%,0.03%,0.09% (May 2018),0.09% (May 2018),4.10 k,0.00,Small Cap,94.16
CL Educate Ltd.,Education,0.61,5.9,0.61%,0.02%,0.53% (Nov 2018),0.53% (Nov 2018),49.10 k,0.00,Small Cap,94.16
TD Power Systems Ltd.,Power equipment,1.48,5.7,0.59%,0.05%,0.53% (Aug 2018),0.53% (Aug 2018),45.52 k,0.00,Small Cap,94.16
Mcleod Russel (India) Ltd.,Tea &  coffee,0.59,5.6,0.59%,0.20%,0.59% (Apr 2019),0.59% (Apr 2019),92.48 k,0.00,Small Cap,94.16
R.P.P. Infra Projects Ltd.,Construction civil,0.45,4.3,0.45%,0.11%,0.34% (Feb 2019),0.34% (Feb 2019),30.59 k,0.00,Small Cap,94.16
S Chand And Company Ltd.,Printing and publishing,2.11,4,0.41%,0.07%,0.41% (Apr 2019),0.41% (Apr 2019),26.62 k,0.00,Small Cap,94.16
Arrow Greentech Ltd.,Packaging,0.13,1.3,0.13%,0.06%,0.13% (Apr 2019),0.13% (Apr 2019),17.52 k,6.69 k,Small Cap,94.16
Gujarat Mineral Development Corporation Ltd.,Industrial minerals,,7.3,0.00%,0.73%,,,,,Small Cap,94.16
