Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Jubilant Foodworks Ltd.,Consumer food,6.47,116.9,1.88%,0.20%,1.57% (Jan 2019),1.57% (Jan 2019),88.00 k,0.00,Mid Cap,19.55
Nestle India Ltd.,Consumer food,6.47,116.7,1.88%,0.05%,1.88% (Apr 2019),1.88% (Apr 2019),10.70 k,0.00,Large Cap,70.41
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,6.47,110.6,1.78%,0.03%,1.78% (Apr 2019),0% (May 2018),15.20 k,0.00,Large Cap,70.41
Max Financial Services Ltd.,Nbfc,7.91,105.5,1.70%,0.11%,1.7% (Apr 2019),1.7% (Apr 2019),2.53 L,0.00,Mid Cap,19.55
Bandhan Bank Ltd.,Banks,23.58,104.8,1.68%,0.18%,1.51% (Mar 2019),0% (May 2018),1.75 L,0.00,Large Cap,70.41
Muthoot Finance Pvt. Ltd.,Nbfc,7.91,103.9,1.67%,0.09%,1.04% (Aug 2018),1.04% (Aug 2018),1.74 L,0.00,Mid Cap,19.55
Future Consumer Ltd.,Retailing,3.05,101.5,1.63%,0.11%,1.42% (Sep 2018),1.42% (Sep 2018),23.75 L,0.00,Mid Cap,19.55
Havells India Ltd.,Consumer elctronics,1.58,98.2,1.58%,0.03%,1.45% (Jun 2018),1.45% (Jun 2018),1.27 L,0.00,Large Cap,70.41
Voltas Limited,"Engineering, designing, construction",5.35,93.4,1.50%,0.10%,1.29% (Jan 2019),1.29% (Jan 2019),1.55 L,0.00,Mid Cap,19.55
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,1.49,92.8,1.49%,0.09%,0.93% (Jul 2018),0.93% (Jul 2018),3.85 L,0.00,Large Cap,70.41
ICICI Prudential Life Insurance Co Ltd.,Insurance,2.43,90.3,1.45%,0.05%,1.28% (Jan 2019),1.28% (Jan 2019),2.45 L,0.00,Large Cap,70.41
Future Retail Ltd.,Retailing,3.05,88.2,1.42%,0.14%,1.42% (Apr 2019),1.42% (Apr 2019),2.10 L,0.00,Mid Cap,19.55
Radico Khaitan Ltd.,Brew/distilleries,1.32,82.3,1.32%,0.18%,1.32% (Apr 2019),1.32% (Apr 2019),2.33 L,0.00,Small Cap,5.9
Greenply Industries Ltd.,Plywood boards,1.3,81,1.30%,0.07%,1.05% (Jul 2018),0% (May 2018),4.83 L,0.00,Small Cap,5.9
#Divis Laboratories Ltd.,Pharmaceuticals,3.02,62.9,1.01%,1.01%,1.01% (Apr 2019),0% (May 2018),36.00 k,36.00 k,Large Cap,70.41
ICICI Lombard General Insurance Co Ltd.,Insurance,2.43,61.2,0.98%,0.62%,0.98% (Apr 2019),0% (May 2018),56.00 k,0.39 L,Large Cap,70.41
Ceat Ltd.,Tyres & allied,1.47,58.2,0.94%,0.13%,0.53% (Apr 2019),0.53% (Apr 2019),55.20 k,0.32 L,Small Cap,5.9
Heritage Foods (india) Ltd.,Consumer food,6.47,58.1,0.93%,0.06%,0.86% (Sep 2018),0.86% (Sep 2018),1.12 L,0.00,Small Cap,5.9
#Mahindra & Mahindra Ltd.,Passenger/utility vehicles,0.93,58.1,0.93%,0.93%,0.93% (Apr 2019),0% (May 2018),90.00 k,90.00 k,Large Cap,70.41
Finolex Cables Ltd.,Cables  electricals,0.88,55,0.88%,0.09%,0.88% (Apr 2019),0.88% (Apr 2019),1.25 L,0.00,Small Cap,5.9
Ceat Ltd.,Tyres & allied,1.47,33,0.53%,0.13%,0.53% (Apr 2019),0.53% (Apr 2019),31.60 k,0.55 L,Small Cap,5.9
Nilkamal Ltd.,Plastic products,,40.6,0.00%,0.66%,,,,,Small Cap,5.9
Engineers India Ltd.,"Engineering, designing, construction",5.35,43.4,0.00%,0.71%,,,,,Small Cap,5.9
