Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Bajaj Finance Ltd.,Nbfc,5.84,356,2.29%,0.03%,0.5% (Sep 2018),0% (May 2018),1.15 L,0.00,Large Cap,74.24
#Lupin Ltd.,Pharmaceuticals,5.86,348.8,2.24%,2.24%,2.24% (Apr 2019),0% (May 2018),4.00 L,4.00 L,Large Cap,74.24
ICICI Prudential Life Insurance Co Ltd.,Insurance,2.13,331.3,2.13%,0.09%,0.95% (Oct 2018),0% (May 2018),8.97 L,0.00,Large Cap,74.24
Bajaj Auto Ltd.,Motor cycles/scooters,2.05,319.3,2.05%,0.03%,1.03% (Sep 2018),0% (May 2018),1.07 L,0.00,Large Cap,74.24
Havells India Ltd.,Consumer elctronics,2.04,317.6,2.04%,1.01%,1.03% (Feb 2019),0% (May 2018),4.10 L,2.05 L,Large Cap,74.24
Voltas Limited,"Engineering, designing, construction",5.91,316.4,2.04%,0.11%,2.04% (Apr 2019),0% (May 2018),5.25 L,0.00,Mid Cap,19.02
Maruti Suzuki India Ltd.,Passenger/utility vehicles,3.9,310,1.99%,0.02%,1.47% (Sep 2018),0% (May 2018),46.50 k,0.00,Large Cap,74.24
Housing Development Finance Corporation Ltd.,Housing finance,1.99,309.2,1.99%,0.00%,1.98% (Mar 2019),0% (May 2018),1.55 L,0.00,Large Cap,74.24
Alkem Laboratories Ltd.,Hospital,1.93,300.7,1.93%,0.06%,1.93% (Apr 2019),0% (May 2018),1.75 L,0.00,Mid Cap,19.02
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,3.9,297.5,1.91%,0.02%,0.93% (Sep 2018),0% (May 2018),4.61 L,20.00 k,Large Cap,74.24
MRF Ltd.,Tyres & allied,1.87,291,1.87%,0.20%,0.98% (Sep 2018),0% (May 2018),5.50 k,0.00,Mid Cap,19.02
Power Grid Corporation of India Ltd.,Power transmission,1.86,288.9,1.86%,0.14%,1.15% (Nov 2018),0% (May 2018),15.50 L,0.00,Large Cap,74.24
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,4.75,284.4,1.83%,0.01%,1.83% (Apr 2019),0% (May 2018),39.07 k,0.00,Large Cap,74.24
Future Retail Ltd.,Retailing,2.73,231.1,1.49%,0.14%,1.49% (Apr 2019),0% (May 2018),5.50 L,0.00,Mid Cap,19.02
Grindwell Norton Ltd.,Abrasives,1.42,221.3,1.42%,0.01%,1.16% (Dec 2018),0% (May 2018),3.65 L,0.00,Small Cap,4.11
#Abbott India Ltd.,Pharmaceuticals,5.86,200.4,1.29%,1.29%,1.29% (Apr 2019),0% (May 2018),27.00 k,27.00 k,Mid Cap,19.02
Future Consumer Ltd.,Retailing,2.73,192.4,1.24%,0.08%,1.24% (Apr 2019),0% (May 2018),45.00 L,0.00,Mid Cap,19.02
Max Financial Services Ltd.,Nbfc,5.84,183.8,1.18%,0.06%,1.18% (Apr 2019),0% (May 2018),4.40 L,0.00,Mid Cap,19.02
#NCC Ltd.,"Engineering, designing, construction",5.91,148.8,0.96%,0.96%,0.96% (Apr 2019),0% (May 2018),15.00 L,15.00 L,Small Cap,4.11
Century Plyboards India Ltd.,Plywood boards,0.95,147.4,0.95%,0.20%,0.95% (Apr 2019),0% (May 2018),8.50 L,0.00,Small Cap,4.11
ICICI Securities Ltd.,Stockbroking and allied,0.78,121.9,0.78%,0.08%,0.78% (Feb 2019),0% (May 2018),5.50 L,0.00,Small Cap,4.11
MF Units,Other,,800.6,0.00%,5.21%,,,,,Other,0
Colgate  Palmolive (India) Limited,Personal care,,289.4,0.00%,1.88%,,,,,Large Cap,74.24
ICICI Lombard General Insurance Co Ltd.,Insurance,2.13,165.3,0.00%,1.08%,,,,,Large Cap,74.24
