Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Sobha Ltd.,Residential/commercial/sez project,3.13,7.9,1.55%,0.06%,1.55% (Apr 2019),0% (May 2018),16.30 k,0.00,Small Cap,20.87
Sundram Fasteners Ltd.,Fastener,1.55,7.9,1.55%,0.01%,1.46% (Nov 2018),1.46% (Nov 2018),14.31 k,0.00,Mid Cap,63.57
Berger Paints India Ltd.,Paints,2.36,7.8,1.53%,0.01%,1.15% (Sep 2018),0% (May 2018),24.42 k,0.00,Large Cap,12.63
Gujarat Fluorochemicals Ltd.,Power equipment,2.89,7.8,1.53%,0.06%,0.7% (Sep 2018),0.7% (Sep 2018),7.49 k,0.00,Mid Cap,63.57
3M India Ltd.,Diversified commercial services,1.51,7.7,1.51%,0.04%,1.48% (Dec 2018),1.48% (Dec 2018),334.00,0.00,Mid Cap,63.57
NIIT Ltd,It education,1.5,7.6,1.50%,0.72%,0.78% (Mar 2019),0% (May 2018),72.00 k,27.00 k,Small Cap,20.87
Cummins India Ltd.,Diesel engines,1.49,7.6,1.49%,0.00%,0.7% (Nov 2018),0% (May 2018),10.37 k,0.00,Mid Cap,63.57
Info Edge (India) Ltd.,It enabled services – software,1.45,7.3,1.45%,0.11%,1.05% (Jul 2018),0% (May 2018),3.79 k,0.00,Mid Cap,63.57
Bajaj Electricals Ltd.,Home appliances,3.95,7,1.39%,0.06%,1.05% (Feb 2019),0% (May 2018),12.34 k,0.00,Small Cap,20.87
ABB India Ltd.,Power equipment,2.89,6.9,1.36%,0.06%,0.49% (Sep 2018),0% (May 2018),4.70 k,0.89 k,Large Cap,12.63
Apollo Hospitals Enterprises Ltd.,Hospital,1.35,6.9,1.35%,0.02%,0.79% (Jul 2018),0% (May 2018),5.65 k,0.00,Mid Cap,63.57
Century Textile & Industries Ltd.,Cement,6.86,6.9,1.35%,0.00%,1.27% (Feb 2019),0% (May 2018),7.50 k,0.00,Small Cap,20.87
Trent Limited,Retailing,1.34,6.8,1.34%,0.04%,1.3% (Mar 2019),1.3% (Mar 2019),19.04 k,238.00,Mid Cap,63.57
IFB Industries Ltd,Home appliances,3.95,6.8,1.33%,0.01%,0.85% (May 2018),0% (May 2018),7.50 k,500.00,Small Cap,20.87
Ambuja Cements Ltd.,Cement,6.86,6.4,1.26%,0.81%,0.45% (Mar 2019),0% (May 2018),29.00 k,19.00 k,Large Cap,12.63
Divis Laboratories Ltd.,Pharmaceuticals,2.13,6.3,1.25%,0.14%,1.25% (Apr 2019),0% (May 2018),3.63 k,0.60 k,Large Cap,12.63
Whirlpool Of India Ltd.,Home appliances,3.95,6.3,1.23%,0.09%,0.62% (Jan 2019),0% (May 2018),4.50 k,0.00,Mid Cap,63.57
IDFC First Bank Ltd.,Banks,19.62,6.3,1.23%,0.11%,1.23% (Apr 2019),0% (May 2018),1.26 L,0.00,Mid Cap,63.57
V.I.P. Industries Ltd,Plastic products  consumer,1.2,6.1,1.20%,0.01%,0.81% (May 2018),0% (May 2018),12.99 k,0.00,Small Cap,20.87
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,1.2,6.1,1.20%,0.06%,0.54% (Sep 2018),0% (May 2018),19.50 k,0.00,Mid Cap,63.57
Astral Poly Technik Ltd.,Plastic products,2.12,6,1.17%,0.09%,1.08% (Mar 2019),1.08% (Mar 2019),4.83 k,0.00,Mid Cap,63.57
Page Industries Ltd.,Fabrics and garments,1.14,5.8,1.14%,0.17%,1.06% (Jan 2019),1.06% (Jan 2019),252.00,21.00,Large Cap,12.63
#TVS Motor Company Ltd.,Motor cycles/scooters,1.11,5.7,1.11%,1.11%,1.11% (Apr 2019),0% (May 2018),11.50 k,11.50 k,Mid Cap,63.57
Bank Of India,Banks,19.62,5.5,1.08%,0.14%,0.94% (Mar 2019),0% (May 2018),62.00 k,15.00 k,Mid Cap,63.57
NCC Ltd.,"Engineering, designing, construction",2.36,5.5,1.07%,0.31%,0.76% (Mar 2019),0% (May 2018),55.00 k,20.00 k,Small Cap,20.87
AIA Engineering Ltd.,Castings/forgings,2.61,5.3,1.05%,0.04%,0.86% (Jun 2018),0.86% (Jun 2018),2.93 k,0.00,Mid Cap,63.57
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,2.92,5.3,1.04%,0.03%,1.01% (Mar 2019),1.01% (Mar 2019),725.00,0.00,Large Cap,12.63
#J S W Energy Ltd.,Power,2.39,5.2,1.03%,1.03%,1.03% (Apr 2019),0% (May 2018),75.00 k,75.00 k,Mid Cap,63.57
#Cesc Ltd.,Power,2.39,5.2,1.03%,1.03%,0.96% (Jul 2018),0% (May 2018),7.47 k,7.47 k,Mid Cap,63.57
Godrej Industries Ltd,Consumer food,2.92,5,0.99%,0.12%,0.8% (May 2018),0.8% (May 2018),9.78 k,0.97 k,Mid Cap,63.57
United Breweries Ltd.,Brew/distilleries,0.98,5,0.98%,0.31%,0.67% (Mar 2019),0% (May 2018),3.49 k,1.00 k,Large Cap,12.63
Supreme Industries Ltd.,Plastic products,2.12,4.8,0.95%,0.59%,0.95% (Apr 2019),0.95% (Apr 2019),4.24 k,2.95 k,Mid Cap,63.57
Bank Of Baroda,Banks,19.62,4.7,0.93%,0.08%,0.46% (Oct 2018),0% (May 2018),40.65 k,0.00,Large Cap,12.63
WABCO India Ltd.,Auto ancillaries,0.91,4.6,0.91%,0.15%,0.91% (Apr 2019),0.91% (Apr 2019),742.00,81.00,Mid Cap,63.57
SKF India Ltd.,Bearings,1.64,4.6,0.91%,0.12%,0.63% (May 2018),0.63% (May 2018),2.35 k,0.30 k,Mid Cap,63.57
Mindtree Ltd.,Computers  software,2.54,4.6,0.90%,0.31%,0.41% (Sep 2018),0% (May 2018),4.66 k,2.00 k,Mid Cap,63.57
Jubilant Foodworks Ltd.,Consumer food,2.92,4.5,0.89%,0.06%,0.8% (Feb 2019),0% (May 2018),3.40 k,400.00,Mid Cap,63.57
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,2.13,4.5,0.88%,0.53%,0.88% (Apr 2019),0% (May 2018),2.48 k,1.27 k,Large Cap,12.63
Mahindra & Mahindra Financial Services Ltd.,Nbfc,3.07,4.3,0.85%,0.81%,0.54% (Sep 2018),0.54% (Sep 2018),10.78 k,9.66 k,Mid Cap,63.57
Kansai Nerolac Paints Ltd.,Paints,2.36,4.2,0.83%,0.23%,0.83% (Apr 2019),0% (May 2018),9.58 k,2.50 k,Mid Cap,63.57
NIIT Techonologies Ltd.,Computers  software,2.54,4.2,0.82%,0.45%,0.67% (Sep 2018),0% (May 2018),3.21 k,1.77 k,Small Cap,20.87
Hexaware Technologies Ltd.,Computers  software,2.54,4.2,0.82%,0.06%,0.37% (Aug 2018),0% (May 2018),11.98 k,1.36 k,Mid Cap,63.57
L&T Finance Holdings Ltd.,Investment companies,0.81,4.1,0.81%,0.51%,0.81% (Apr 2019),0% (May 2018),31.28 k,0.14 L,Mid Cap,63.57
Apollo Tyres Limited,Tyres & allied,0.81,4.1,0.81%,0.15%,0.76% (Jun 2018),0.76% (Jun 2018),20.07 k,2.34 k,Mid Cap,63.57
Ksb Pumps Ltd.,Compressors / pumps,0.78,3.9,0.78%,0.10%,0.78% (Apr 2019),0.78% (Apr 2019),5.89 k,0.73 k,Small Cap,20.87
Nrb Bearings Ltd.,Bearings,1.64,3.7,0.73%,0.34%,0.49% (Nov 2018),0% (May 2018),19.76 k,9.50 k,Small Cap,20.87
Praj Industries Ltd.,"Engineering, designing, construction",2.36,3.5,0.70%,0.27%,0.7% (Apr 2019),0% (May 2018),25.82 k,6.50 k,Small Cap,20.87
PVR Ltd.,"Flim production, distribution & exhibition",0.62,3.2,0.62%,0.06%,0.56% (Mar 2019),0% (May 2018),1.78 k,0.00,Small Cap,20.87
Engineers India Ltd.,"Engineering, designing, construction",2.36,3,0.59%,0.01%,0.59% (Apr 2019),0% (May 2018),26.85 k,0.00,Small Cap,20.87
Sundaram Finance Limited,Nbfc,3.07,2.9,0.58%,0.03%,0.58% (Apr 2019),0.58% (Apr 2019),2.04 k,0.00,Mid Cap,63.57
TTK Prestige Ltd.,Houseware,0.53,2.7,0.53%,0.02%,0.53% (Apr 2019),0% (May 2018),327.00,0.00,Mid Cap,63.57
Relaxo Footwears Ltd.,Leather and leather products,0.44,2.2,0.44%,0.57%,0.44% (Apr 2019),0.44% (Apr 2019),2.55 k,4.23 k,Mid Cap,63.57
#Canara Bank,Banks,19.62,2.2,0.44%,0.44%,0.44% (Apr 2019),0% (May 2018),8.50 k,8.50 k,Mid Cap,63.57
#Tata Power Co. Ltd.,Power,2.39,1.7,0.33%,0.33%,0.33% (Apr 2019),0% (May 2018),25.00 k,25.00 k,Mid Cap,63.57
Jain Irrigation Systems Ltd.,Plastic products,2.12,4.4,0.00%,0.85%,,,,,Small Cap,20.87
KPIT Engineering Ltd.,Auto ancillaries,0.91,2.5,0.00%,0.47%,,,,,Other,0
TV18 Broadcast Ltd.,Tv broadcasting & software production,,2.5,0.00%,0.48%,,,,,Small Cap,20.87
Sanofi India Ltd.,Pharmaceuticals,2.13,2.2,0.00%,0.42%,,,,,Mid Cap,63.57
