Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Cummins India Ltd.,Diesel engines,0.89,11.2,0.89%,0.05%,0.81% (Jun 2018),0.81% (Jun 2018),15.40 k,0.00,Mid Cap,6.56
Motilal Oswal 
 Services Ltd.,Stockbroking and allied,0.88,11.1,0.88%,0.11%,0.47% (Jun 2018),0.47% (Jun 2018),15.62 k,0.00,Mid Cap,6.56
Largan Precision Co. Ltd.,Foreign equity,81.09,10.5,0.83%,0.02%,0.83% (Apr 2019),0.83% (Apr 2019),1.00 k,0.00,Other,81.66
Ennoconn Corp.,Foreign equity,81.09,9.8,0.78%,0.00%,0.71% (Oct 2018),0.71% (Oct 2018),16.01 k,0.00,Other,81.66
Narayana Hrudayalaya Ltd.,Hospital,0.6,7.6,0.60%,0.05%,0.6% (Apr 2019),0.6% (Apr 2019),37.31 k,0.00,Small Cap,0.6
Vodafone Idea Ltd.  Rights,Telecom  services,0.82,7.2,0.57%,0.35%,0.22% (Mar 2019),0% (May 2018),4.65 L,0.00,Other,81.66
#Health & Happiness (H&H) International,Foreign equity,81.09,6.8,0.54%,0.54%,0.54% (Apr 2019),0% (May 2018),16.00 k,16.00 k,Other,81.66
Tata Global Beverages Ltd.,Tea &  coffee,0.5,6.4,0.50%,0.01%,0.5% (Apr 2019),0% (May 2018),30.33 k,0.00,Mid Cap,6.56
Vodafone Idea Ltd.,Telecom  services,0.82,3.1,0.25%,0.05%,0.25% (Apr 2019),0.25% (Apr 2019),2.03 L,0.00,Large Cap,7.6
Kasikornbank PCL,Foreign equity,81.09,6,0.00%,0.49%,,,,,Other,81.66
China Yongda Automobiles Services Holdings Ltd.,Foreign equity,81.09,8.2,0.00%,0.67%,,,,,Other,81.66
Osstem Implant Co Ltd.,Foreign equity,81.09,9.9,0.00%,0.81%,,,,,Other,81.66
