Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
PNC Infratech Ltd.,Construction civil,4.6,8.4,1.96%,0.05%,1.77% (Jun 2018),1.77% (Jun 2018),55.30 k,0.00,Small Cap,98.35
Ador Welding Ltd.,Electrodes,1.87,8,1.87%,0.03%,1.63% (Jun 2018),1.63% (Jun 2018),24.45 k,0.00,Small Cap,98.35
Rane Holdings Ltd.,Investment companies,1.85,7.9,1.85%,0.10%,1.67% (Jan 2019),1.67% (Jan 2019),6.50 k,0.00,Small Cap,98.35
Heritage Foods (india) Ltd.,Consumer food,1.77,7.5,1.77%,0.01%,1.68% (Feb 2019),1.68% (Feb 2019),14.48 k,0.00,Small Cap,98.35
Indostar Capital Finance Private Ltd.,Nbfc,1.68,7.2,1.68%,0.00%,1.38% (Oct 2018),1.38% (Oct 2018),17.94 k,0.00,Small Cap,98.35
Thyrocare Technologies Ltd.,Healthcare service providers,1.54,6.6,1.54%,0.07%,1.54% (Apr 2019),1.54% (Apr 2019),13.32 k,0.00,Small Cap,98.35
INOX Leisure Ltd.,"Flim production, distribution & exhibition",4.13,6.3,1.47%,0.01%,0.84% (Jul 2018),0.84% (Jul 2018),19.93 k,0.00,Small Cap,98.35
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,5.7,5.9,1.39%,0.10%,1.38% (Aug 2018),1.38% (Aug 2018),3.22 k,0.00,Small Cap,98.35
PTC India Ltd.,Power trading,1.35,5.8,1.35%,0.02%,1.35% (Apr 2019),1.35% (Apr 2019),83.07 k,0.00,Small Cap,98.35
WPIL Ltd.,Compressors / pumps,2.6,5.7,1.33%,0.03%,1.16% (Jun 2018),1.16% (Jun 2018),6.96 k,0.00,Small Cap,98.35
Ksb Pumps Ltd.,Compressors / pumps,2.6,5.4,1.27%,0.01%,1.11% (May 2018),1.11% (May 2018),8.09 k,0.00,Small Cap,98.35
Timken India Ltd.,Bearings,3.25,5.3,1.25%,0.03%,1.17% (Nov 2018),1.17% (Nov 2018),9.70 k,0.00,Small Cap,98.35
Navneet Publications (india) Ltd.,Printing and publishing,1.38,4.2,0.98%,0.06%,0.91% (Jul 2018),0.91% (Jul 2018),37.75 k,0.00,Small Cap,98.35
Cyient Ltd.,It enabled services – software,0.98,4.2,0.98%,0.32%,0.98% (Apr 2019),0.98% (Apr 2019),7.06 k,1.83 k,Small Cap,98.35
Khadim India Ltd.,Leather and leather products,0.96,4.1,0.96%,0.14%,0.94% (Feb 2019),0.94% (Feb 2019),10.26 k,0.00,Small Cap,98.35
Premier Explosives Ltd.,Explosives,0.92,3.9,0.92%,0.05%,0.6% (Sep 2018),0.6% (Sep 2018),17.39 k,0.00,Small Cap,98.35
Take Solutions Ltd.,Computers  software,0.91,3.9,0.91%,0.02%,0.67% (Nov 2018),0.67% (Nov 2018),26.36 k,0.00,Small Cap,98.35
Redington (India) Ltd.,Logistics solution provider,0.89,3.8,0.89%,0.03%,0.7% (Jan 2019),0% (May 2018),37.45 k,0.00,Small Cap,98.35
Capacite Infraprojects Ltd.,Residential/commercial/sez project,0.84,3.6,0.84%,0.03%,0.72% (Oct 2018),0.72% (Oct 2018),15.81 k,0.00,Small Cap,98.35
Salzer Electronics Ltd.,Consumer elctronics,0.84,3.6,0.84%,0.06%,0.77% (Mar 2019),0.77% (Mar 2019),29.41 k,0.00,Small Cap,98.35
Mcleod Russel (India) Ltd.,Tea &  coffee,0.78,3.3,0.78%,0.27%,0.78% (Apr 2019),0.78% (Apr 2019),54.67 k,0.00,Small Cap,98.35
Dollar Industries Ltd.,Fabrics and garments,2.81,3.1,0.72%,0.02%,0.72% (Apr 2019),0.72% (Apr 2019),11.48 k,0.00,Small Cap,98.35
Force Motors Ltd.,Commercial vehicles,0.71,3,0.71%,0.02%,0.09% (May 2018),0.09% (May 2018),1.80 k,0.00,Small Cap,98.35
VA Tech Wabag Ltd.,"Engineering, designing, construction",9.24,2.6,0.61%,0.06%,0.56% (Dec 2018),0.56% (Dec 2018),9.07 k,0.00,Small Cap,98.35
Asian Granito India Ltd.,Sanitary ware,0.49,2.1,0.49%,0.12%,0.43% (Jan 2019),0.43% (Jan 2019),10.90 k,0.00,Small Cap,98.35
R.P.P. Infra Projects Ltd.,Construction civil,4.6,2,0.46%,0.10%,0.35% (Mar 2019),0.35% (Mar 2019),13.76 k,0.00,Small Cap,98.35
S Chand And Company Ltd.,Printing and publishing,1.38,1.7,0.40%,0.07%,0.4% (Apr 2019),0.4% (Apr 2019),11.56 k,0.00,Small Cap,98.35
Arrow Greentech Ltd.,Packaging,0.13,0.6,0.13%,0.07%,0.13% (Apr 2019),0.13% (Apr 2019),7.71 k,3.24 k,Small Cap,98.35
