Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Persistent Systems Ltd.,Computers  software,3.39,713.9,1.31%,0.05%,1.19% (Oct 2018),1.19% (Oct 2018),11.22 L,0.69 L,Small Cap,10.19
Jubilant Foodworks Ltd.,Consumer food,1.19,651,1.19%,0.09%,0.94% (May 2018),0% (May 2018),4.90 L,0.00,Mid Cap,22.25
Voltas Limited,"Engineering, designing, construction",5.66,619.7,1.13%,0.03%,0.84% (May 2018),0.84% (May 2018),10.28 L,0.00,Mid Cap,22.25
Rallis India Ltd.,Pesticides and agrochemicals,1.13,617.5,1.13%,0.11%,1.13% (Apr 2019),0% (May 2018),41.75 L,0.00,Small Cap,10.19
#Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,3.21,605.6,1.11%,1.11%,1.11% (Apr 2019),0% (May 2018),14.00 L,14.00 L,Large Cap,64.23
ICICI Prudential Life Insurance Co Ltd.,Insurance,1.09,598.2,1.09%,0.07%,0.63% (Jun 2018),0.63% (Jun 2018),16.20 L,0.00,Large Cap,64.23
Future Retail Ltd.,Retailing,1.08,588.3,1.08%,0.07%,1.08% (Apr 2019),1.08% (Apr 2019),14.00 L,0.00,Mid Cap,22.25
J.K. Cement Ltd.,Cement,3.42,575.4,1.05%,0.13%,0.81% (Dec 2018),0.81% (Dec 2018),6.37 L,50.00 k,Small Cap,10.19
Finolex Cables Ltd.,Cables  electricals,1.05,573.6,1.05%,0.07%,1.03% (Feb 2019),1.03% (Feb 2019),13.03 L,0.00,Small Cap,10.19
#Ashok Leyland Ltd.,Commercial vehicles,1.03,565.2,1.03%,1.03%,1.03% (Apr 2019),0% (May 2018),65.00 L,65.00 L,Mid Cap,22.25
Radico Khaitan Ltd.,Brew/distilleries,0.95,517.3,0.95%,0.00%,0.83% (Sep 2018),0.83% (Sep 2018),14.62 L,1.32 L,Small Cap,10.19
JM Financial Ltd.,Stockbroking and allied,0.92,500.8,0.92%,0.04%,0.84% (Sep 2018),0.84% (Sep 2018),56.59 L,0.00,Small Cap,10.19
Bharat Electronics Ltd.,Industrial electronics,0.88,479.3,0.88%,0.05%,0.88% (Apr 2019),0.88% (Apr 2019),55.00 L,0.00,Mid Cap,22.25
Nilkamal Ltd.,Plastic products,0.41,223.3,0.41%,0.03%,0.41% (Apr 2019),0.41% (Apr 2019),1.68 L,0.00,Small Cap,10.19
#Exide Industries Ltd.,Batteries – automobile,0.24,128.5,0.24%,0.24%,0.24% (Apr 2019),0% (May 2018),6.00 L,6.00 L,Mid Cap,22.25
Alembic Pharmaceuticals Ltd.,Pharmaceuticals,0.23,125.4,0.23%,0.01%,0.22% (Mar 2019),0% (May 2018),2.25 L,0.00,Mid Cap,22.25
Coal India Ltd.,Industrial minerals,,1091.1,0.00%,1.97%,,,,,Large Cap,64.23
Hindustan Unilever Ltd.,Diversified,,512,0.00%,0.92%,,,,,Large Cap,64.23
Maruti Suzuki India Ltd.,Passenger/utility vehicles,3.39,567.2,0.00%,1.02%,,,,,Large Cap,64.23
Hyderabad Industries Ltd.,Cement products,,328.2,0.00%,0.59%,,,,,Small Cap,10.19
