Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Bajaj Auto Ltd.,Motor cycles/scooters,1.57,40.9,1.57%,0.00%,1.5% (Jan 2019),0% (May 2018),13.70 k,0.00,Large Cap,75.64
Nestle India Ltd.,Consumer food,1.98,38.6,1.48%,0.05%,1.48% (Apr 2019),0% (May 2018),3.54 k,0.00,Large Cap,75.64
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,3.3,36.6,1.41%,0.26%,1% (Nov 2018),0% (May 2018),56.67 k,6.43 k,Large Cap,75.64
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.02,36.4,1.40%,0.10%,1.4% (Apr 2019),1.4% (Apr 2019),79.49 k,0.00,Large Cap,75.64
Indian Oil Corporation Ltd.,Refineries/marketing,7.14,32.7,1.26%,0.07%,1.26% (Apr 2019),1.26% (Apr 2019),2.07 L,0.00,Large Cap,75.64
Bharti Airtel Ltd.,Telecom  services,1.27,30.7,1.18%,0.23%,1.18% (Apr 2019),1.18% (Apr 2019),95.71 k,0.12 L,Large Cap,75.64
SBI Life Insurance Co Ltd.,Insurance,1.07,27.7,1.07%,0.08%,0.4% (Sep 2018),0% (May 2018),43.29 k,0.00,Large Cap,75.64
United Spirits Ltd.,Brew/distilleries,1.03,26.7,1.03%,0.55%,0.48% (Mar 2019),0% (May 2018),47.54 k,25.32 k,Large Cap,75.64
Cipla Ltd.,Pharmaceuticals,5.02,25.4,0.98%,0.04%,0.77% (Jan 2019),0% (May 2018),44.97 k,0.00,Large Cap,75.64
National Thermal Power Corporation Ltd.,Power,0.98,25.5,0.98%,0.03%,0.95% (Feb 2019),0% (May 2018),1.90 L,0.00,Large Cap,75.64
GAIL (India) Ltd.,Gas transmission/marketing,0.96,24.9,0.96%,0.00%,0.96% (Mar 2019),0.96% (Apr 2019),69.93 k,0.00,Large Cap,75.64
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,1.83,24.3,0.94%,0.06%,0.94% (Apr 2019),0.94% (Apr 2019),1.01 L,0.00,Large Cap,75.64
J S W Steel Ltd.,Steel,0.91,23.7,0.91%,0.02%,0.65% (Nov 2018),0% (May 2018),76.96 k,0.00,Large Cap,75.64
Coal India Ltd.,Industrial minerals,0.9,23.3,0.90%,0.04%,0.86% (Mar 2019),0% (May 2018),92.50 k,0.00,Large Cap,75.64
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,5.02,23.3,0.90%,0.29%,0.9% (Apr 2019),0% (May 2018),12.98 k,2.52 k,Large Cap,75.64
Mahanagar Gas Ltd.,Lpg/cng/png/lng supplier,1.83,23.3,0.89%,0.21%,0.89% (Apr 2019),0.89% (Apr 2019),24.07 k,2.52 k,Mid Cap,8.29
Lupin Ltd.,Pharmaceuticals,5.02,23.2,0.89%,0.12%,0.77% (Mar 2019),0.77% (Mar 2019),26.54 k,0.00,Large Cap,75.64
Minda Industries Ltd.,Auto ancillaries,1.65,23,0.89%,0.08%,0.46% (Jan 2019),0% (May 2018),63.31 k,0.00,Small Cap,10.6
Abbott India Ltd.,Pharmaceuticals,5.02,22,0.85%,0.00%,0.85% (Mar 2019),0% (May 2018),2.96 k,0.00,Mid Cap,8.29
Container Corporation Of India Ltd.,Logistics solution provider,1.78,21.5,0.83%,0.07%,0.83% (Apr 2019),0.83% (Apr 2019),43.52 k,0.00,Large Cap,75.64
Tata Elxsi Ltd.,Computers  software,10,19.9,0.76%,0.05%,0.76% (Apr 2019),0% (May 2018),21.34 k,0.00,Small Cap,10.6
Lumax Industries Ltd.,Auto ancillaries,1.65,19.9,0.76%,0.07%,0.42% (Jan 2019),0% (May 2018),11.69 k,0.00,Small Cap,10.6
RITES Ltd.,"Engineering, designing, construction",4.72,19,0.73%,0.06%,0.48% (Jan 2019),0% (May 2018),77.28 k,0.00,Small Cap,10.6
Wonderla Holidays Ltd.,Other recreational activities,0.72,18.7,0.72%,0.00%,0.69% (Dec 2018),0.69% (Dec 2018),59.00 k,0.00,Small Cap,10.6
IRCON International Limited,Construction projects,0.7,18.2,0.70%,0.02%,0.46% (Nov 2018),0% (May 2018),45.68 k,0.00,Small Cap,10.6
Emami Ltd.,Personal care,0.63,16.5,0.63%,0.04%,0.63% (Apr 2019),0% (May 2018),42.52 k,0.00,Mid Cap,8.29
Cochin Shipyard Ltd.,Ship building & allied services,0.61,15.9,0.61%,0.04%,0.61% (Apr 2019),0.61% (Apr 2019),42.22 k,0.00,Small Cap,10.6
Tata Motors Ltd.  A Class,Commercial vehicles,0.6,15.6,0.60%,0.07%,0.6% (Apr 2019),0% (May 2018),1.53 L,0.45 L,Mid Cap,8.29
Fine Organic Industries Ltd.,Chemicals  speciality,0.58,15.2,0.58%,0.05%,0.35% (Feb 2019),0% (May 2018),10.92 k,0.00,Small Cap,10.6
Balkrishna Industries Ltd.,Tyres & allied,0.56,14.6,0.56%,0.06%,0.44% (Jan 2019),0% (May 2018),15.91 k,0.00,Mid Cap,8.29
KNR Constructions,Construction civil,0.55,14.2,0.55%,0.06%,0.5% (Feb 2019),0% (May 2018),59.27 k,0.00,Small Cap,10.6
Oracle Financial Services Software Limited,It enabled services – software,0.54,14.1,0.54%,0.01%,0.53% (Mar 2019),0% (May 2018),4.00 k,0.00,Large Cap,75.64
PVR Ltd.,"Flim production, distribution & exhibition",0.54,14.1,0.54%,0.02%,0.52% (Mar 2019),0% (May 2018),7.97 k,0.00,Small Cap,10.6
Multi Commodity Exchange Of India Ltd.,Other financial services,0.99,13.7,0.53%,0.02%,0.45% (Feb 2019),0% (May 2018),16.00 k,0.00,Small Cap,10.6
Heritage Foods (india) Ltd.,Consumer food,1.98,13.1,0.50%,0.04%,0.48% (Feb 2019),0% (May 2018),25.22 k,0.00,Small Cap,10.6
Mahindra Logistics Ltd.,Logistics solution provider,1.78,12.7,0.49%,0.00%,0.44% (Dec 2018),0% (May 2018),23.47 k,0.00,Small Cap,10.6
Teamlease Services Ltd.,Diversified commercial services,0.49,12.7,0.49%,0.02%,0.49% (Apr 2019),0% (May 2018),4.28 k,0.00,Small Cap,10.6
Hindalco Industries Ltd.,Aluminium,0.47,12.3,0.47%,0.01%,0.47% (Apr 2019),0% (May 2018),59.80 k,0.00,Large Cap,75.64
TCI Express Ltd.,Logistics solution provider,1.78,12,0.46%,0.06%,0.46% (Apr 2019),0% (May 2018),17.80 k,0.00,Small Cap,10.6
Page Industries Ltd.,Fabrics and garments,0.46,12,0.46%,0.05%,0.46% (Apr 2019),0% (May 2018),521.00,0.00,Large Cap,75.64
CRISIL Ltd.,Other financial services,0.99,12,0.46%,0.02%,0.46% (Apr 2019),0% (May 2018),8.40 k,0.00,Mid Cap,8.29
Great Eastern Shipping Co. Ltd.,Shipping,0.44,11.4,0.44%,0.00%,0.44% (Mar 2019),0% (May 2018),39.61 k,0.00,Small Cap,10.6
Aditya Birla Fashion and Retail Ltd.,Retailing,0.44,11.5,0.44%,0.02%,0.44% (Apr 2019),0% (May 2018),53.32 k,0.00,Mid Cap,8.29
Tata Chemicals Ltd.,Chemicals  inorganic,0.44,11.6,0.44%,0.02%,0.44% (Apr 2019),0% (May 2018),20.02 k,0.00,Mid Cap,8.29
Indian Energy Exchange Ltd.,Capital markets,0.43,11.1,0.43%,0.04%,0.43% (Apr 2019),0% (May 2018),69.54 k,2.66 k,Small Cap,10.6
Tata Metaliks Ltd.,Pig iron,0.42,11,0.42%,0.03%,0.42% (Apr 2019),0% (May 2018),17.73 k,0.00,Small Cap,10.6
#Bharti Airtel Ltd.  Rights,Telecom  services,1.27,2.3,0.09%,0.09%,0.09% (Apr 2019),0% (May 2018),27.14 k,27.14 k,Other,0.09
Karur Vysya Bank Ltd,Banks,25.45,9.2,0.00%,0.36%,,,,,Small Cap,10.6
Prataap Snacks Ltd.,Consumer food,1.98,1,0.00%,0.04%,,,,,Small Cap,10.6
Reliance Nippon Life Asset Management Ltd.,Other financial services,0.99,14.2,0.00%,0.56%,,,,,Other,0.09
Grasim Industries Limited,Cement,1.64,14.2,0.00%,0.56%,,,,,Large Cap,75.64
