Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Tata Steel Ltd.,Steel,1.34,0.1,0.96%,0.04%,0.8% (Jan 2019),0.8% (Jan 2019),234.00,0.00,Large Cap,97.8
National Thermal Power Corporation Ltd.,Power,0.96,0.1,0.96%,0.02%,0.92% (Jan 2019),0.92% (Feb 2019),963.00,0.00,Large Cap,97.8
Bharti Airtel Ltd.,Telecom  services,0.97,0.1,0.89%,0.05%,0.86% (Jan 2019),0.86% (Jan 2019),374.00,0.00,Large Cap,97.8
Bharat Petroleum Corporation Ltd.,Refineries/marketing,9.55,0.1,0.86%,0.06%,0.51% (Oct 2018),0.51% (Oct 2018),307.00,0.00,Large Cap,97.8
Adani Ports And Special Economic Zone Ltd.,Port,0.84,0.1,0.84%,0.19%,0.61% (Sep 2018),0.61% (Sep 2018),289.00,0.00,Large Cap,97.8
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,2.55,0.1,0.80%,0.05%,0.8% (Apr 2019),0.8% (Apr 2019),235.00,0.00,Large Cap,97.8
Hero Motocorp Ltd.,Motor cycles/scooters,3.65,0.1,0.76%,0.03%,0.76% (Apr 2019),0.76% (Apr 2019),41.00,0.00,Large Cap,97.8
Cipla Ltd.,Pharmaceuticals,2.55,0.1,0.75%,0.03%,0.63% (May 2018),0.63% (May 2018),180.00,0.00,Large Cap,97.8
GAIL (India) Ltd.,Gas transmission/marketing,0.73,0.1,0.73%,0.01%,0.64% (Nov 2018),0.64% (Nov 2018),276.00,0.00,Large Cap,97.8
Yes Bank,Banks,22.41,0.1,0.73%,0.50%,0.73% (Apr 2019),0.73% (Apr 2019),591.00,0.00,Large Cap,97.8
Power Grid Corporation of India Ltd.,Power transmission,0.71,0.1,0.71%,0.06%,0.71% (Apr 2019),0.71% (Apr 2019),516.00,0.00,Large Cap,97.8
Indiabulls Housing Finance Ltd.,Housing finance,8.09,0.1,0.69%,0.38%,0.59% (Nov 2018),0.59% (Nov 2018),135.00,0.00,Large Cap,97.8
Vedanta Ltd.,Copper & copper products,0.67,0.1,0.67%,0.08%,0.67% (Apr 2019),0.67% (Apr 2019),540.00,0.00,Large Cap,97.8
Eicher Motors Ltd.,Commercial vehicles,0.6,0.1,0.60%,0.02%,0.3% (Jan 2019),0.3% (Jan 2019),4.00,0.00,Large Cap,97.8
Coal India Ltd.,Industrial minerals,0.54,0.1,0.54%,0.02%,0.52% (Mar 2019),0.52% (Mar 2019),289.00,0.00,Large Cap,97.8
Oil & Natural Gas Corporation Ltd.,Oil exploration,0.5,0.1,0.50%,0.02%,0.48% (Mar 2019),0.48% (Mar 2019),399.00,0.00,Large Cap,97.8
Tech Mahindra Ltd.,Software telecom,0.49,0.1,0.49%,0.17%,0.49% (Apr 2019),0.49% (Apr 2019),79.00,0.00,Large Cap,97.8
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,0.45,0.1,0.45%,0.26%,0.45% (Apr 2019),0.45% (Apr 2019),142.00,0.00,Large Cap,97.8
#Britannia Industries Ltd.,Consumer food,0.43,0.1,0.43%,0.00%,0.43% (Apr 2019),0% (May 2018),20.00,0.00,Large Cap,97.8
Indian Oil Corporation Ltd.,Refineries/marketing,9.55,0.1,0.39%,0.02%,0.39% (Apr 2019),0.39% (Apr 2019),336.00,0.00,Large Cap,97.8
Bharti Infratel Ltd.,Telecom   equipment,0.38,0.1,0.38%,0.09%,0.38% (Apr 2019),0.38% (Apr 2019),198.00,0.00,Large Cap,97.8
J S W Steel Ltd.,Steel,1.34,0.1,0.38%,0.01%,0.37% (Feb 2019),0% (May 2018),166.00,0.00,Large Cap,97.8
Titan Company Ltd.,"Gems, jewellery and watches",0.33,0,0.33%,0.01%,0.07% (Dec 2018),0.07% (Dec 2018),39.00,0.00,Large Cap,97.8
Grasim Industries Limited,Cement,5.32,0,0.33%,0.01%,0.21% (Jan 2019),0.21% (Jan 2019),49.00,0.00,Large Cap,97.8
Bajaj Finserv Ltd,Nbfc,2.12,0,0.22%,0.01%,0.09% (Jan 2019),0.09% (Jan 2019),4.00,0.00,Large Cap,97.8
#Bharti Airtel Ltd.  Rights,Telecom  services,0.97,0,0.08%,0.00%,0.08% (Apr 2019),0% (May 2018),106.00,0.00,Other,0.08
