Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Rallis India Ltd.,Pesticides and agrochemicals,1.99,618.7,0.84%,0.07%,0.84% (Apr 2019),0.84% (Apr 2019),41.83 L,0.00,Small Cap,60.42
Healthcare Global Enterprises Ltd.,Hospital,0.79,587.6,0.79%,0.08%,0.79% (Apr 2019),0.79% (Apr 2019),29.80 L,0.00,Small Cap,60.42
KNR Constructions,Construction civil,2.22,583.1,0.79%,0.05%,0.62% (Sep 2018),0.62% (Sep 2018),24.29 L,0.00,Small Cap,60.42
K.P.R. Mill Ltd.,Fabrics and garments,1.95,582.6,0.79%,0.30%,0.07% (Jan 2019),0% (May 2018),9.71 L,3.35 L,Small Cap,60.42
Yes Bank,Banks,12.92,573.3,0.77%,0.48%,0.76% (Nov 2018),0.76% (Nov 2018),34.12 L,0.00,Large Cap,15.17
SKF India Ltd.,Bearings,2.1,534.6,0.72%,0.04%,0.38% (Jul 2018),0% (May 2018),2.71 L,0.10 L,Mid Cap,17.1
Tata Motors Ltd.  A Class,Commercial vehicles,0.68,504.7,0.68%,0.12%,0.56% (Mar 2019),0.56% (Mar 2019),49.34 L,0.00,Mid Cap,17.1
Shankara Building Products Ltd.,Steel products,1.1,503.5,0.68%,0.15%,0.53% (Mar 2019),0.53% (Mar 2019),9.70 L,0.00,Small Cap,60.42
#CCL Products (India) Ltd.,Tea &  coffee,0.65,482.9,0.65%,0.65%,0.65% (Apr 2019),0% (May 2018),18.65 L,18.65 L,Small Cap,60.42
Simran Wind Project Private Ltd.,Power,0.64,472.2,0.64%,0.13%,0.61% (Nov 2018),0% (May 2018),19.93 L,1.10 L,Small Cap,60.42
Sanghi Industries Ltd.,Cement,1.79,451.9,0.61%,0.00%,0.54% (Dec 2018),0% (May 2018),73.77 L,1.53 k,Small Cap,60.42
HT Media Ltd.,Printing and publishing,2.41,434.7,0.59%,0.07%,0.59% (Apr 2019),0.59% (Apr 2019),1.10 Cr,0.00,Small Cap,60.42
Vodafone Idea Ltd.  Rights,Telecom  services,0.83,429.9,0.58%,0.37%,0.21% (Mar 2019),0% (May 2018),2.78 Cr,0.00,Other,2.81
Mahanagar Gas Ltd.,Lpg/cng/png/lng supplier,0.55,407.5,0.55%,0.04%,0.39% (Nov 2018),0% (May 2018),4.22 L,0.00,Mid Cap,17.1
#Polycab India Limited,Cables  electricals,2.9,404,0.55%,0.55%,0.55% (Apr 2019),0% (May 2018),6.32 L,6.32 L,Other,2.81
Pennar Industries Ltd.,Steel products,1.1,312,0.42%,0.00%,0.42% (Mar 2019),0.42% (Mar 2019),86.89 L,0.00,Small Cap,60.42
Banco Products (India) Ltd.,Auto ancillaries,0.39,285.2,0.39%,0.00%,0.39% (Apr 2019),0.39% (Apr 2019),19.19 L,0.00,Small Cap,60.42
Entertainment Network (India) Ltd.,Media & entertainment,1.99,240.1,0.32%,0.03%,0.32% (Apr 2019),0.32% (Apr 2019),4.83 L,1.19 k,Small Cap,60.42
Khadim India Ltd.,Leather and leather products,0.31,232,0.31%,0.06%,0.31% (Feb 2019),0.31% (Feb 2019),5.81 L,0.00,Small Cap,60.42
Jagran Prakashan Ltd.,Printing and publishing,2.41,216,0.29%,0.02%,0.19% (Feb 2019),0.19% (Feb 2019),19.06 L,22.18 k,Small Cap,60.42
Vodafone Idea Ltd.,Telecom  services,0.83,187.8,0.25%,0.04%,0.25% (Apr 2019),0.25% (Apr 2019),1.22 Cr,0.00,Large Cap,15.17
Gujarat Pipavav Port Ltd.,Port,0.24,180,0.24%,0.03%,0.24% (Apr 2019),0.24% (Apr 2019),20.43 L,0.00,Small Cap,60.42
#Digicontent Limited,Media & entertainment,1.99,77.9,0.11%,0.11%,0.11% (Apr 2019),0% (May 2018),27.62 L,27.62 L,Other,2.81
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,1.13,45.9,0.06%,0.03%,0.06% (Apr 2019),0.06% (Apr 2019),24.86 k,8.79 k,Small Cap,60.42
ICICI Securities Ltd.,Stockbroking and allied,1.33,42.6,0.06%,0.00%,0.06% (Feb 2019),0.06% (Feb 2019),1.92 L,0.00,Small Cap,60.42
#Arvind Fashions Ltd.,Industrial equipment,0.01,5,0.01%,0.01%,0.01% (Apr 2019),0% (May 2018),4.97 k,4.97 k,Other,2.81
Consolidated Construction Consortium Ltd.,Construction civil,2.22,4,0.01%,0.00%,0.01% (Apr 2019),0.01% (Apr 2019),23.35 L,0.00,Small Cap,60.42
