Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Coal India Ltd.,Industrial minerals,1.3,3.8,1.30%,0.64%,0.66% (Mar 2019),0% (May 2018),15.10 k,7.00 k,Large Cap,91.81
Bajaj Finserv Ltd,Nbfc,4.55,3.6,1.22%,0.07%,1.12% (Feb 2019),1.12% (Feb 2019),476.00,0.00,Large Cap,91.81
Thermax Ltd.,Industrial equipment,1.1,3.2,1.10%,1.23%,1.1% (Apr 2019),0% (May 2018),3.31 k,3.64 k,Mid Cap,5.6
Tech Mahindra Ltd.,Software telecom,1.09,3.2,1.09%,0.02%,0.45% (May 2018),0% (May 2018),3.81 k,0.36 k,Large Cap,91.81
#HDFC Standard Life Insurance Company Ltd.,Insurance,0.97,2.8,0.97%,0.97%,0.97% (Apr 2019),0% (May 2018),7.00 k,7.00 k,Large Cap,91.81
Wipro Ltd.,Computers  software,11.86,2.8,0.94%,0.07%,0.46% (Jul 2018),0% (May 2018),9.25 k,2.31 k,Large Cap,91.81
United Spirits Ltd.,Brew/distilleries,0.88,2.6,0.88%,0.00%,0.88% (Apr 2019),0% (May 2018),4.62 k,0.00,Large Cap,91.81
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,2.96,2.5,0.86%,0.10%,0.76% (Mar 2019),0.76% (Mar 2019),3.91 k,645.00,Large Cap,91.81
Indusind Bank Ltd.,Banks,25.73,2.5,0.85%,0.09%,0.85% (Apr 2019),0.85% (Apr 2019),1.54 k,0.00,Large Cap,91.81
L&T Finance Holdings Ltd.,Investment companies,0.82,2.4,0.82%,0.48%,0.82% (Apr 2019),0% (May 2018),18.28 k,6.42 k,Mid Cap,5.6
GAIL (India) Ltd.,Gas transmission/marketing,0.81,2.4,0.81%,0.01%,0.8% (Mar 2019),0.8% (Mar 2019),6.70 k,0.00,Large Cap,91.81
#Bharat Heavy Electricals Ltd.,Power equipment,0.72,2.1,0.72%,0.72%,0.72% (Apr 2019),0% (May 2018),30.00 k,30.00 k,Mid Cap,5.6
Maruti Suzuki India Ltd.,Passenger/utility vehicles,2.96,1.7,0.56%,0.10%,0.56% (Apr 2019),0.56% (Apr 2019),248.00,40.00,Large Cap,91.81
Colgate  Palmolive (India) Limited,Personal care,0.49,1.5,0.49%,0.03%,0.49% (Apr 2019),0% (May 2018),1.20 k,0.00,Large Cap,91.81
HCL Technologies Limited,Computers  software,11.86,1.3,0.43%,0.22%,0.43% (Apr 2019),0% (May 2018),1.06 k,0.68 k,Large Cap,91.81
Lupin Ltd.,Pharmaceuticals,1.83,0.8,0.27%,0.10%,0.27% (Apr 2019),0% (May 2018),914.00,0.54 k,Large Cap,91.81
IDFC First Bank Ltd.,Banks,25.73,0.7,0.24%,0.03%,0.24% (Apr 2019),0% (May 2018),14.00 k,0.00,Mid Cap,5.6
Mahindra & Mahindra Financial Services Ltd.,Nbfc,4.55,4,0.00%,1.36%,,,,,Mid Cap,5.6
Yes Bank,Banks,25.73,0.8,0.00%,0.28%,,,,,Large Cap,91.81
UPL Ltd.,Pesticides and agrochemicals,,2.6,0.00%,0.90%,,,,,Large Cap,91.81
Bank Of Baroda,Banks,25.73,1.2,0.00%,0.43%,,,,,Large Cap,91.81
Dabur India Ltd.,Personal care,0.49,1.7,0.00%,0.58%,,,,,Large Cap,91.81
