Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Coromandel International Ltd.,Fertilisersphosphatic,3.19,47.1,3.19%,0.44%,2.93% (Aug 2018),2.93% (Aug 2018),1.08 L,0.00,Mid Cap,21.42
ABB India Ltd.,Power equipment,6.8,43.8,2.97%,0.39%,2.38% (Jul 2018),2.38% (Jul 2018),29.63 k,0.00,Large Cap,52.15
Exide Industries Ltd.,Batteries – automobile,2.8,41.2,2.80%,0.02%,2.78% (Mar 2019),2.78% (Mar 2019),1.93 L,0.00,Mid Cap,21.42
Tech Mahindra Ltd.,Software telecom,2.38,35,2.38%,0.19%,2.08% (Nov 2018),0% (May 2018),41.90 k,0.82 k,Large Cap,52.15
Tata Chemicals Ltd.,Chemicals  inorganic,3.28,33.9,2.30%,0.02%,2.28% (Mar 2019),2.28% (Mar 2019),58.72 k,0.00,Mid Cap,21.42
Praj Industries Ltd.,"Engineering, designing, construction",17.69,34,2.30%,0.25%,0.69% (Dec 2018),0% (May 2018),2.48 L,0.00,Small Cap,22.28
Bharat Earth Movers Ltd.,Industrial equipment,3.61,32.9,2.23%,0.29%,1.6% (Oct 2018),0% (May 2018),37.66 k,0.00,Small Cap,22.28
Container Corporation Of India Ltd.,Logistics solution provider,3.37,32.5,2.21%,0.08%,2.21% (Apr 2019),2.21% (Apr 2019),65.95 k,0.00,Large Cap,52.15
Escorts Ltd.,Tractors,2.09,30.8,2.09%,0.10%,1.98% (Jan 2019),0% (May 2018),41.69 k,0.00,Mid Cap,21.42
Titan Company Ltd.,"Gems, jewellery and watches",2.04,30.1,2.04%,0.08%,1.49% (Aug 2018),0% (May 2018),26.00 k,0.00,Large Cap,52.15
Maruti Suzuki India Ltd.,Passenger/utility vehicles,2.94,29.9,2.03%,0.05%,1.98% (Mar 2019),1.98% (Mar 2019),4.49 k,0.00,Large Cap,52.15
Mahindra CIE Automotive Ltd.,Castings/forgings,3.75,29.1,1.97%,0.01%,1.97% (Apr 2019),1.97% (Apr 2019),1.28 L,0.00,Mid Cap,21.42
Bharat Forge Ltd.,Castings/forgings,3.75,26.2,1.78%,0.10%,1.78% (Apr 2019),1.78% (Apr 2019),55.55 k,0.00,Mid Cap,21.42
Cummins India Ltd.,Diesel engines,1.51,22.3,1.51%,0.00%,1.37% (Jul 2018),1.37% (Jul 2018),30.72 k,0.00,Mid Cap,21.42
GAIL (India) Ltd.,Gas transmission/marketing,1.46,21.5,1.46%,0.07%,1.39% (Mar 2019),1.39% (Mar 2019),60.48 k,0.00,Large Cap,52.15
Bajaj Auto Ltd.,Motor cycles/scooters,1.41,20.7,1.41%,0.07%,1.23% (Aug 2018),1.23% (Aug 2018),6.95 k,0.00,Large Cap,52.15
Chambal Fertilizers & Chemicals Ltd.,Fertiliserscomposite,1.39,20.5,1.39%,0.07%,1.28% (Jul 2018),1.28% (Jul 2018),1.32 L,0.00,Small Cap,22.28
Thermax Ltd.,Industrial equipment,3.61,20.3,1.38%,0.04%,1.17% (Dec 2018),0% (May 2018),20.85 k,0.00,Mid Cap,21.42
Bank Of Baroda,Banks,14.66,17.6,1.19%,0.09%,1.07% (Sep 2018),1.07% (Sep 2018),1.51 L,0.00,Large Cap,52.15
Gateway Distriparks Ltd.,Logistics solution provider,3.37,17.1,1.16%,0.03%,0.95% (Jan 2019),0.95% (Jan 2019),1.28 L,0.00,Small Cap,22.28
Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals  inorganic,3.28,14.5,0.98%,0.05%,0.91% (Jan 2019),0.91% (Jan 2019),1.07 L,0.00,Small Cap,22.28
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,2.94,13.4,0.91%,0.01%,0.91% (Apr 2019),0.91% (Apr 2019),20.77 k,0.00,Large Cap,52.15
Aditya Birla Capital Ltd.,Nbfc,0.86,12.7,0.86%,0.03%,0.76% (Jan 2019),0.76% (Jan 2019),1.29 L,0.00,Mid Cap,21.42
Rallis India Ltd.,Pesticides and agrochemicals,0.8,11.7,0.80%,0.06%,0.8% (Apr 2019),0% (May 2018),79.30 k,0.00,Small Cap,22.28
Gujarat Pipavav Port Ltd.,Port,4.02,7.9,0.54%,0.05%,0.53% (Feb 2019),0.53% (Feb 2019),90.14 k,0.00,Small Cap,22.28
