Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
GAIL (India) Ltd.,Gas transmission/marketing,0.66,1,0.66%,0.01%,0.65% (Mar 2019),0.65% (Mar 2019),2.77 k,67.00,Large Cap,99.83
Yes Bank,Banks,28.05,1,0.65%,0.42%,0.65% (Apr 2019),0.65% (Apr 2019),5.77 k,137.00,Large Cap,99.83
Vedanta Ltd.,Copper & copper products,0.65,1,0.65%,0.07%,0.65% (Apr 2019),0.65% (Apr 2019),5.80 k,135.00,Large Cap,99.83
Hindalco Industries Ltd.,Aluminium,0.63,0.9,0.63%,0.00%,0.63% (Apr 2019),0.63% (Apr 2019),4.57 k,108.00,Large Cap,99.83
Eicher Motors Ltd.,Commercial vehicles,0.63,0.9,0.63%,0.05%,0.63% (Apr 2019),0.63% (Apr 2019),46.00,2.00,Large Cap,99.83
Bharat Petroleum Corporation Ltd.,Refineries/marketing,11.51,0.9,0.62%,0.03%,0.55% (Oct 2018),0.55% (Oct 2018),2.44 k,58.00,Large Cap,99.83
Cipla Ltd.,Pharmaceuticals,2.44,0.9,0.60%,0.04%,0.56% (Mar 2019),0.56% (Mar 2019),1.58 k,37.00,Large Cap,99.83
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,0.49,0.7,0.49%,0.02%,0.47% (Jan 2019),0.47% (Jan 2019),1.69 k,41.00,Large Cap,99.83
Bharti Infratel Ltd.,Telecom   equipment,0.47,0.7,0.47%,0.09%,0.43% (Aug 2018),0.43% (Aug 2018),2.70 k,63.00,Large Cap,99.83
Indiabulls Housing Finance Ltd.,Housing finance,7.43,0.7,0.47%,0.11%,0.47% (Apr 2019),0.47% (Apr 2019),1.00 k,25.00,Large Cap,99.83
#Bharti Airtel Ltd.  Rights,Telecom  services,1.12,0.3,0.20%,0.20%,0.2% (Apr 2019),0% (May 2018),1.22 k,1.22 k,Other,0.2
