Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
#Axis Bank Ltd.,Banks,8.72,35.9,0.21%,0.00%,0.06% (Jan 2019),0% (May 2018),46.80 k,46.80 k,Large Cap,49.86
Jubilant Foodworks Ltd.,Consumer food,0.63,35.9,0.21%,0.20%,0.01% (Mar 2019),0% (May 2018),27.00 k,26.00 k,Mid Cap,10.63
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,4.92,34.5,0.20%,0.10%,0.1% (Mar 2019),0% (May 2018),11.75 k,6.25 k,Large Cap,49.86
Wockhardt Ltd.,Pharmaceuticals,4.92,32.7,0.19%,0.03%,0.07% (Nov 2018),0% (May 2018),79.20 k,24.30 k,Small Cap,3.43
#Indiabulls Housing Finance Ltd.,Housing finance,5.71,30.6,0.18%,0.18%,0.12% (Sep 2018),0% (May 2018),44.00 k,44.00 k,Large Cap,49.86
#InterGlobe Aviation Ltd.,Airlines,0.18,31,0.18%,0.18%,0.18% (Apr 2019),0% (May 2018),20.40 k,20.40 k,Large Cap,49.86
Raymond Ltd.,Fabrics and garments,0.19,28.4,0.17%,0.16%,0.01% (Mar 2019),0.01% (Mar 2019),36.80 k,35.20 k,Small Cap,3.43
National Aluminium Co. Ltd.,Aluminium,0.28,24.9,0.15%,0.01%,0.13% (Nov 2018),0% (May 2018),4.80 L,56.00 k,Mid Cap,10.63
Reliance Power Ltd.,Power,1.12,25.2,0.15%,0.03%,0.05% (Nov 2018),0% (May 2018),41.60 L,25.92 L,Small Cap,3.43
Pidilite Industries Ltd.,Chemicals  speciality,0.14,24.1,0.14%,0.13%,0.1% (Jul 2018),0% (May 2018),19.50 k,0.13 L,Large Cap,49.86
#Equitas Holdings Ltd.,Investment companies,0.39,23.5,0.14%,0.14%,0.02% (Jan 2019),0% (May 2018),1.80 L,1.80 L,Small Cap,3.43
#Hindalco Industries Ltd.,Aluminium,0.28,21.6,0.13%,0.13%,0.01% (Feb 2019),0% (May 2018),1.05 L,1.05 L,Large Cap,49.86
Associated Cement Companies Ltd.,Cement,1.42,22.2,0.13%,0.26%,0.13% (Apr 2019),0% (May 2018),13.60 k,0.21 L,Mid Cap,10.63
Tata Chemicals Ltd.,Chemicals  inorganic,0.12,20.3,0.12%,0.05%,0.01% (Oct 2018),0% (May 2018),35.25 k,7.50 k,Mid Cap,10.63
NBCC (India) Ltd.,Construction civil,0.14,18.1,0.11%,0.10%,0.01% (Mar 2019),0% (May 2018),3.12 L,2.88 L,Mid Cap,10.63
Jindal Steel & Power Ltd.,Steel,1.9,17.6,0.10%,0.04%,0.06% (Mar 2019),0% (May 2018),99.00 k,45.00 k,Mid Cap,10.63
#Bharat Petroleum Corporation Ltd.,Refineries/marketing,6.99,16.4,0.10%,0.10%,0.09% (Sep 2018),0% (May 2018),43.20 k,43.20 k,Large Cap,49.86
Union Bank Of India,Banks,8.72,14.6,0.09%,0.01%,0.02% (Feb 2019),0% (May 2018),1.75 L,14.00 k,Mid Cap,10.63
#Suzlon Energy Ltd.,Power equipment,0.46,14.1,0.08%,0.08%,0.08% (Apr 2019),0% (May 2018),20.52 L,20.52 L,Small Cap,3.43
South Indian Bank Ltd.,Banks,8.72,12.9,0.08%,0.02%,0.06% (Dec 2018),0.06% (Dec 2018),8.29 L,0.99 L,Small Cap,3.43
Steel Authority Of India Ltd.,Steel,1.9,12.7,0.08%,0.01%,0.07% (Mar 2019),0% (May 2018),2.28 L,36.00 k,Mid Cap,10.63
Bajaj Finserv Ltd,Nbfc,5.33,11.3,0.07%,0.32%,0.01% (Aug 2018),0% (May 2018),1.50 k,6.88 k,Large Cap,49.86
#Hindustan Petroleum Corporation Ltd.,Refineries/marketing,6.99,12.2,0.07%,0.07%,0.03% (Nov 2018),0% (May 2018),42.00 k,42.00 k,Large Cap,49.86
Cadila Healthcare Ltd.,Pharmaceuticals,4.92,12,0.07%,0.02%,0.06% (Nov 2018),0% (May 2018),36.80 k,0.00,Large Cap,49.86
IFCI Ltd.,Financial institution,1.15,8.5,0.05%,0.04%,0.01% (Jan 2019),0% (May 2018),8.05 L,1.40 L,Small Cap,3.43
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,1,7.9,0.05%,0.07%,0.05% (Apr 2019),0% (May 2018),18.20 k,0.21 L,Large Cap,49.86
#Dish T V India Ltd.,Tv broadcasting & software production,1,8.1,0.05%,0.05%,0.05% (Apr 2019),0% (May 2018),2.24 L,2.24 L,Small Cap,3.43
#LIC Housing Finance Ltd.,Housing finance,5.71,8.7,0.05%,0.05%,0.01% (Aug 2018),0% (May 2018),17.60 k,17.60 k,Mid Cap,10.63
#Motherson Sumi Systems Ltd.,Auto ancillaries,0.05,7.9,0.05%,0.05%,0.02% (Sep 2018),0% (May 2018),54.15 k,54.15 k,Large Cap,49.86
Vedanta Ltd.,Copper & copper products,0.05,8.4,0.05%,0.03%,0.02% (Mar 2019),0% (May 2018),50.60 k,34.50 k,Large Cap,49.86
Multi Commodity Exchange Of India Ltd.,Other financial services,0.04,7.2,0.04%,0.02%,0.04% (Apr 2019),0% (May 2018),8.40 k,2.10 k,Small Cap,3.43
Can Fin Homes Ltd.,Housing finance,5.71,7.5,0.04%,0.05%,0% (May 2018),0% (May 2018),23.40 k,0.16 L,Small Cap,3.43
#Jain Irrigation Systems Ltd.,Plastic products,0.04,6.4,0.04%,0.04%,0.04% (Apr 2019),0% (May 2018),1.17 L,1.17 L,Small Cap,3.43
#Shree Cement Ltd.,Cement,1.42,6.9,0.04%,0.04%,0.04% (Apr 2019),0% (May 2018),350.00,350.00,Large Cap,49.86
#NIIT Techonologies Ltd.,Computers  software,6.69,4.9,0.03%,0.03%,0.01% (Jun 2018),0% (May 2018),3.75 k,3.75 k,Small Cap,3.43
#HCL Technologies Limited,Computers  software,6.69,5,0.03%,0.03%,0.03% (Apr 2019),0% (May 2018),4.20 k,4.20 k,Large Cap,49.86
Syndicate Bank,Banks,8.72,5.1,0.03%,0.01%,0.03% (Apr 2019),0% (May 2018),1.35 L,0.00,Small Cap,3.43
#Tata Communications Ltd.,Telecom  services,0.03,5.1,0.03%,0.03%,0.03% (Apr 2019),0% (May 2018),9.00 k,9.00 k,Mid Cap,10.63
IRB Infrastructure Developers Ltd.,Construction civil,0.14,5.1,0.03%,0.02%,0.01% (Mar 2019),0% (May 2018),41.60 k,35.20 k,Small Cap,3.43
#Berger Paints India Ltd.,Paints,1.34,2.8,0.02%,0.02%,0.02% (Apr 2019),0% (May 2018),8.80 k,8.80 k,Large Cap,49.86
#NCC Ltd.,"Engineering, designing, construction",0.79,4,0.02%,0.02%,0.02% (Apr 2019),0% (May 2018),40.00 k,40.00 k,Small Cap,3.43
Bank Of India,Banks,8.72,3.2,0.02%,0.01%,0.02% (Apr 2019),0% (May 2018),36.00 k,0.12 L,Mid Cap,10.63
#Cummins India Ltd.,Diesel engines,0.02,3.1,0.02%,0.02%,0.02% (Apr 2019),0% (May 2018),4.20 k,4.20 k,Mid Cap,10.63
MRF Ltd.,Tyres & allied,0.02,2.7,0.02%,0.01%,0.02% (Apr 2019),0% (May 2018),50.00,20.00,Mid Cap,10.63
#Arvind Ltd.,Fabrics and garments,0.19,2.8,0.02%,0.02%,0.02% (Apr 2019),0% (May 2018),34.00 k,34.00 k,Small Cap,3.43
#Apollo Hospitals Enterprises Ltd.,Hospital,0.01,1.8,0.01%,0.01%,0.01% (May 2018),0% (May 2018),1.50 k,1.50 k,Mid Cap,10.63
#Castrol (india) Ltd.,Lubricants,0.01,1,0.01%,0.01%,0.01% (Apr 2019),0% (May 2018),6.80 k,6.80 k,Mid Cap,10.63
Tata Global Beverages Ltd.,Tea &  coffee,0.01,1.9,0.01%,0.03%,0.01% (Apr 2019),0% (May 2018),9.00 k,0.23 L,Mid Cap,10.63
Oil India Ltd.,Oil exploration,0,0.6,0.00%,0.00%,0% (Apr 2019),0% (May 2018),3.40 k,3.40 k,Mid Cap,10.63
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,0,0.7,0.00%,0.00%,0% (Apr 2019),0% (May 2018),3.00 k,3.00 k,Large Cap,49.86
National Thermal Power Corporation Ltd.,Power,1.12,0.6,0.00%,0.00%,0% (Apr 2019),0% (May 2018),4.80 k,4.80 k,Large Cap,49.86
Kotak Mahindra Bank Ltd.,Banks,8.72,23.5,0.00%,0.16%,,,,,Large Cap,49.86
Britannia Industries Ltd.,Consumer food,0.63,102.4,0.00%,0.69%,,,,,Large Cap,49.86
Reliance Infrastructure Ltd.,Power,1.12,6.4,0.00%,0.04%,,,,,Small Cap,3.43
Amara Raja Batteries Limited,Batteries – automobile,0.36,7.6,0.00%,0.05%,,,,,Mid Cap,10.63
Bond  Vijaya Bank,Banks,8.72,199.6,0.00%,1.34%,,,,,Other,0
Siemens Ltd.,Power equipment,0.46,6.8,0.00%,0.05%,,,,,Large Cap,49.86
Cesc Ltd.,Power,1.12,1.2,0.00%,0.01%,,,,,Mid Cap,10.63
Apollo Tyres Limited,Tyres & allied,0.02,14,0.00%,0.09%,,,,,Mid Cap,10.63
Tech Mahindra Ltd.,Software telecom,,77.3,0.00%,0.52%,,,,,Large Cap,49.86
