Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Avenue Supermarts Ltd.,Retailing,2.27,64.5,2.27%,0.28%,2.27% (Apr 2019),2.27% (Apr 2019),49.80 k,0.00,Large Cap,67.14
#The Ramco Cements Ltd.,Cement,5.18,62,2.18%,2.18%,2.18% (Apr 2019),0% (May 2018),80.00 k,80.00 k,Mid Cap,22.4
Ipca Laboratories Ltd.,Pharmaceuticals,5.33,59.8,2.10%,0.04%,0.74% (May 2018),0.74% (May 2018),62.80 k,0.00,Mid Cap,22.4
Britannia Industries Ltd.,Consumer food,2.04,57.9,2.04%,0.75%,2.04% (Apr 2019),2.04% (Apr 2019),20.00 k,6.00 k,Large Cap,67.14
Sheela Foam Ltd.,Houseware,1.98,56.2,1.98%,0.16%,1.82% (Mar 2019),1.82% (Mar 2019),41.70 k,0.00,Small Cap,6.33
State Bank Of India,Banks,25.46,55.8,1.96%,0.05%,1.84% (Feb 2019),1.84% (Feb 2019),1.80 L,0.00,Large Cap,67.14
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,5.33,55.2,1.94%,0.15%,1.29% (May 2018),1.29% (May 2018),30.82 k,0.00,Large Cap,67.14
Maruti Suzuki India Ltd.,Passenger/utility vehicles,3.04,53.3,1.88%,0.03%,0.53% (Oct 2018),0% (May 2018),8.00 k,0.00,Large Cap,67.14
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,1.63,46.3,1.63%,0.06%,1.41% (Sep 2018),1.41% (Sep 2018),1.48 L,0.00,Mid Cap,22.4
Yes Bank,Banks,25.46,45.7,1.61%,0.99%,1.61% (Apr 2019),1.61% (Apr 2019),2.72 L,0.00,Large Cap,67.14
Crompton Greaves Consumer Electricals Ltd.,Home appliances,2.99,43.4,1.52%,0.08%,0.68% (Aug 2018),0.68% (Aug 2018),1.82 L,0.00,Mid Cap,22.4
Whirlpool Of India Ltd.,Home appliances,2.99,41.8,1.47%,0.11%,1.47% (Apr 2019),1.47% (Apr 2019),30.00 k,0.00,Mid Cap,22.4
Khadim India Ltd.,Leather and leather products,1.46,41.7,1.46%,0.27%,1.03% (Feb 2019),1.03% (Feb 2019),1.04 L,0.00,Small Cap,6.33
MRF Ltd.,Tyres & allied,1.98,39.7,1.40%,0.11%,0.5% (Sep 2018),0.5% (Sep 2018),750.00,0.00,Mid Cap,22.4
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.33,36.6,1.29%,0.37%,0.89% (Dec 2018),0.89% (Jan 2019),80.00 k,25.00 k,Large Cap,67.14
HCL Technologies Limited,Computers  software,11.24,34.7,1.22%,0.11%,1.06% (Dec 2018),1.06% (Jul 2018),29.34 k,0.00,Large Cap,67.14
Texmaco Rail & Engineering Ltd.,"Engineering, designing, construction",3.87,30.9,1.09%,0.01%,0.82% (Jun 2018),0.82% (Jun 2018),4.59 L,0.00,Small Cap,6.33
Hindustan Unilever Ltd.,Diversified,1.05,29.9,1.05%,0.04%,1.01% (Mar 2019),1.01% (Mar 2019),17.00 k,0.00,Large Cap,67.14
Mindtree Ltd.,Computers  software,11.24,29.4,1.04%,0.06%,0.41% (Sep 2018),0% (May 2018),30.00 k,0.00,Mid Cap,22.4
Schaeffler India Ltd.,Bearings,0.95,27.1,0.95%,0.01%,0.95% (Apr 2019),0.95% (Apr 2019),5.03 k,0.00,Mid Cap,22.4
Bosch Ltd.,Auto ancillaries,2.18,26.3,0.92%,0.00%,0.42% (Jul 2018),0.42% (Jul 2018),1.46 k,0.00,Large Cap,67.14
Endurance Technologies Ltd.,Auto ancillaries,2.18,25,0.88%,0.02%,0.86% (Mar 2019),0.86% (Mar 2019),21.21 k,0.00,Mid Cap,22.4
Hero Motocorp Ltd.,Motor cycles/scooters,0.88,25.1,0.88%,0.01%,0.88% (Apr 2019),0.88% (Apr 2019),10.00 k,0.00,Large Cap,67.14
I T D Cementation India Ltd.,Construction civil,0.87,24.7,0.87%,0.04%,0.79% (Nov 2018),0.79% (Nov 2018),2.00 L,0.00,Small Cap,6.33
SBI Life Insurance Co Ltd.,Insurance,0.87,24.6,0.87%,0.09%,0.77% (Sep 2018),0.77% (Sep 2018),38.50 k,0.00,Large Cap,67.14
Container Corporation Of India Ltd.,Logistics solution provider,0.87,24.7,0.87%,0.04%,0.75% (Aug 2018),0.75% (Aug 2018),50.00 k,0.00,Large Cap,67.14
GAIL (India) Ltd.,Gas transmission/marketing,0.83,23.7,0.83%,0.02%,0.81% (Mar 2019),0.81% (Mar 2019),66.67 k,0.00,Large Cap,67.14
Adani Ports And Special Economic Zone Ltd.,Port,0.83,23.6,0.83%,0.04%,0.74% (Feb 2019),0.74% (Feb 2019),60.00 k,0.00,Large Cap,67.14
Emami Ltd.,Personal care,0.77,22,0.77%,0.02%,0.39% (Sep 2018),0% (May 2018),56.70 k,0.00,Mid Cap,22.4
Mahindra CIE Automotive Ltd.,Castings/forgings,0.72,20.5,0.72%,0.01%,0.72% (Apr 2019),0.72% (Apr 2019),90.00 k,0.00,Mid Cap,22.4
Hindustan Zinc Ltd.,Zinc,0.63,18,0.63%,0.00%,0.01% (Sep 2018),0.01% (Sep 2018),65.00 k,0.00,Large Cap,67.14
Tata Motors Ltd.,Passenger/utility vehicles,3.04,17.8,0.62%,0.12%,0.41% (Nov 2018),0.41% (Nov 2018),82.80 k,0.00,Large Cap,67.14
Apollo Tyres Limited,Tyres & allied,1.98,16.5,0.58%,0.04%,0.58% (Apr 2019),0.58% (Apr 2019),80.00 k,0.00,Mid Cap,22.4
Mahindra & Mahindra Financial Services Ltd.,Nbfc,3.59,16,0.56%,0.03%,0.56% (Apr 2019),0.56% (Apr 2019),40.00 k,0.00,Mid Cap,22.4
Equitas Holdings Ltd.,Investment companies,3.16,15.7,0.55%,0.02%,0.49% (Nov 2018),0.49% (Nov 2018),1.20 L,0.00,Small Cap,6.33
Mahindra & Mahindra Ltd.,Passenger/utility vehicles,3.04,15.5,0.54%,0.02%,0.54% (Apr 2019),0.54% (Apr 2019),24.00 k,0.00,Large Cap,67.14
Bharti Airtel Ltd.,Telecom  services,0.58,15.1,0.53%,0.02%,0.53% (Apr 2019),0.53% (Apr 2019),47.10 k,0.00,Large Cap,67.14
LIC Housing Finance Ltd.,Housing finance,0.52,14.9,0.52%,0.03%,0.49% (Sep 2018),0.49% (Sep 2018),30.00 k,0.00,Mid Cap,22.4
Asian Paints (india) Ltd.,Paints,0.51,14.6,0.51%,0.01%,0.5% (Oct 2018),0.5% (Aug 2018),10.00 k,0.00,Large Cap,67.14
Indian Oil Corporation Ltd.,Refineries/marketing,4.87,13.2,0.46%,0.01%,0.46% (Apr 2019),0.46% (Apr 2019),83.66 k,0.00,Large Cap,67.14
CRISIL Ltd.,Other financial services,0.44,12.4,0.44%,0.00%,0.44% (Apr 2019),0.44% (Apr 2019),8.68 k,0.00,Mid Cap,22.4
Igarashi Motors India Ltd.,Auto ancillaries,2.18,10.8,0.38%,0.04%,0.38% (Apr 2019),0.38% (Apr 2019),34.84 k,0.00,Small Cap,6.33
#Bharti Airtel Ltd.  Rights,Telecom  services,0.58,1.3,0.05%,0.05%,0.05% (Apr 2019),0% (May 2018),13.36 k,13.36 k,Other,0.06
#Tata Steel Ltd.  Rights,Steel,0.01,0.2,0.01%,0.01%,0% (Feb 2019),0% (Mar 2019),2.00 k,0.00,Other,0.06
Housing Development Finance Corporation Ltd.,Housing finance,0.52,39.4,0.00%,1.37%,,,,,Large Cap,67.14
Ultratech Cement Ltd.,Cement,5.18,15.7,0.00%,0.55%,,,,,Large Cap,67.14
