Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
NIIT Techonologies Ltd.,Computers  software,18.28,4.7,1.25%,0.66%,0.86% (Sep 2018),0% (May 2018),3.66 k,1.87 k,Small Cap,14.18
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,7.62,4.5,1.20%,0.90%,0.99% (Jun 2018),0% (May 2018),2.54 k,1.59 k,Large Cap,51.76
Wipro Ltd.,Computers  software,18.28,4.2,1.11%,0.00%,0.83% (May 2018),0% (May 2018),14.05 k,2.73 k,Large Cap,51.76
Sanofi India Ltd.,Pharmaceuticals,7.62,4.2,1.11%,0.12%,1.11% (Apr 2019),1.11% (Apr 2019),744.00,66.00,Mid Cap,32.53
Titan Company Ltd.,"Gems, jewellery and watches",1.07,4.1,1.07%,0.03%,0.99% (Feb 2019),0% (May 2018),3.50 k,0.00,Large Cap,51.76
Siemens Ltd.,Power equipment,3.01,4,1.07%,0.06%,0.82% (Feb 2019),0% (May 2018),3.45 k,0.00,Large Cap,51.76
Apollo Hospitals Enterprises Ltd.,Hospital,1,3.8,1.00%,0.01%,0.89% (Jul 2018),0% (May 2018),3.11 k,0.00,Mid Cap,32.53
WABCO India Ltd.,Auto ancillaries,1,3.8,1.00%,0.21%,0.58% (Oct 2018),0.58% (Oct 2018),604.00,91.00,Mid Cap,32.53
Mphasis Ltd.,Computers  software,18.28,3.8,1.00%,0.23%,0.77% (Mar 2019),0% (May 2018),3.90 k,904.00,Mid Cap,32.53
SKF India Ltd.,Bearings,0.99,3.7,0.99%,0.01%,0.75% (May 2018),0.75% (May 2018),1.90 k,0.00,Mid Cap,32.53
Associated Cement Companies Ltd.,Cement,12.72,3.6,0.95%,0.23%,0.4% (Oct 2018),0% (May 2018),2.22 k,0.50 k,Mid Cap,32.53
#National Aluminium Co. Ltd.,Aluminium,0.89,3.4,0.89%,0.89%,0.76% (Jun 2018),0% (May 2018),65.00 k,65.00 k,Mid Cap,32.53
Tech Mahindra Ltd.,Software telecom,0.89,3.4,0.89%,0.02%,0.44% (Sep 2018),0% (May 2018),4.02 k,0.48 k,Large Cap,51.76
Tata Elxsi Ltd.,Computers  software,18.28,3.3,0.86%,0.02%,0.42% (Dec 2018),0% (May 2018),3.50 k,0.00,Small Cap,14.18
Ratnamani Metals & Tubes Ltd.,Steel products,0.83,3.2,0.83%,0.01%,0.82% (Mar 2019),0% (May 2018),3.50 k,0.00,Small Cap,14.18
Astral Poly Technik Ltd.,Plastic products,0.82,3.1,0.82%,0.06%,0.72% (Oct 2018),0.72% (Oct 2018),2.52 k,0.00,Mid Cap,32.53
Mindtree Ltd.,Computers  software,18.28,3,0.79%,0.45%,0.79% (Apr 2019),0% (May 2018),3.05 k,2.00 k,Mid Cap,32.53
#TVS Motor Company Ltd.,Motor cycles/scooters,3.71,3,0.78%,0.78%,0.78% (Apr 2019),0% (May 2018),6.00 k,6.00 k,Mid Cap,32.53
Colgate  Palmolive (India) Limited,Personal care,2.1,3,0.78%,0.18%,0.33% (Oct 2018),0% (May 2018),2.45 k,0.47 k,Large Cap,51.76
Engineers India Ltd.,"Engineering, designing, construction",0.74,2.8,0.74%,0.02%,0.74% (Apr 2019),0% (May 2018),25.00 k,0.00,Small Cap,14.18
Kansai Nerolac Paints Ltd.,Paints,3.86,2.7,0.72%,0.28%,0.72% (Apr 2019),0% (May 2018),6.22 k,2.19 k,Mid Cap,32.53
Cummins India Ltd.,Diesel engines,0.72,2.7,0.72%,0.01%,0.72% (Apr 2019),0% (May 2018),3.74 k,0.00,Mid Cap,32.53
#Larsen & Toubro Infotech Ltd.,Computers  software,18.28,2.6,0.68%,0.68%,0.38% (Jul 2018),0% (May 2018),1.50 k,1.50 k,Large Cap,51.76
Britannia Industries Ltd.,Consumer food,0.67,2.5,0.67%,0.51%,0.64% (Sep 2018),0.64% (Sep 2018),873.00,0.60 k,Large Cap,51.76
Lupin Ltd.,Pharmaceuticals,7.62,2.1,0.55%,0.05%,0.55% (Apr 2019),0% (May 2018),2.39 k,0.71 k,Large Cap,51.76
Divis Laboratories Ltd.,Pharmaceuticals,7.62,2,0.51%,0.09%,0.51% (Apr 2019),0% (May 2018),1.12 k,0.22 k,Large Cap,51.76
Hexaware Technologies Ltd.,Computers  software,18.28,1.6,0.43%,0.08%,0.43% (Apr 2019),0% (May 2018),4.68 k,1.02 k,Mid Cap,32.53
#Hindustan Zinc Ltd.,Zinc,0.37,1.4,0.37%,0.37%,0.37% (Apr 2019),0% (May 2018),5.00 k,5.00 k,Large Cap,51.76
AIA Engineering Ltd.,Castings/forgings,2,1.3,0.34%,0.01%,0.33% (Mar 2019),0% (May 2018),700.00,0.00,Mid Cap,32.53
Maruti Suzuki India Ltd.,Passenger/utility vehicles,,1.1,0.00%,0.29%,,,,,Large Cap,51.76
Cyient Ltd.,It enabled services – software,2.22,2.2,0.00%,0.56%,,,,,Small Cap,14.18
HCL Technologies Limited,Computers  software,18.28,1.4,0.00%,0.36%,,,,,Large Cap,51.76
Godrej Consumer Products Ltd,Personal care,2.1,1.8,0.00%,0.46%,,,,,Large Cap,51.76
