Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Alembic Pharmaceuticals Ltd.,Pharmaceuticals,6.04,58,1.77%,0.07%,1.04% (May 2018),1.04% (May 2018),1.04 L,0.00,Mid Cap,18.1
Accelya Kale Solutions Limited,Computers  software,3.87,51.8,1.58%,0.74%,1.58% (Apr 2019),0% (May 2018),56.89 k,0.26 L,Small Cap,75.52
Ajanta Pharma Limited,Pharmaceuticals,6.04,50.8,1.55%,0.06%,1.34% (May 2018),1.34% (May 2018),51.28 k,0.00,Small Cap,75.52
Dhanuka Agritech Ltd.,Pesticides and agrochemicals,1.45,47.6,1.45%,0.63%,1.45% (Apr 2019),1.45% (Apr 2019),1.27 L,0.48 L,Small Cap,75.52
Crompton Greaves Consumer Electricals Ltd.,Home appliances,3.98,46.1,1.41%,0.07%,1.06% (Sep 2018),0% (May 2018),1.94 L,0.00,Mid Cap,18.1
Supreme Industries Ltd.,Plastic products,2.18,45.8,1.40%,0.04%,1.36% (Mar 2019),1.36% (Mar 2019),40.09 k,0.00,Mid Cap,18.1
Bajaj Consumer Care Ltd.,Personal care,1.38,45.3,1.38%,0.04%,1.34% (Mar 2019),0% (May 2018),1.38 L,4.79 k,Small Cap,75.52
Gateway Distriparks Ltd.,Logistics solution provider,6.8,44.2,1.35%,0.00%,1.12% (Jan 2019),0% (May 2018),3.31 L,0.00,Small Cap,75.52
Swaraj Engines Ltd.,Diesel engines,1.29,42.3,1.29%,0.31%,1.29% (Apr 2019),0% (May 2018),30.36 k,7.01 k,Small Cap,75.52
Karur Vysya Bank Ltd,Banks,6.44,40.5,1.24%,0.11%,1.01% (Jan 2019),0% (May 2018),5.23 L,0.00,Small Cap,75.52
Great Eastern Shipping Co. Ltd.,Shipping,1.15,37.8,1.15%,0.02%,0.92% (Dec 2018),0% (May 2018),1.31 L,0.00,Small Cap,75.52
Prataap Snacks Ltd.,Consumer food,3.93,34.9,1.07%,0.48%,0.59% (Mar 2019),0% (May 2018),37.49 k,16.37 k,Small Cap,75.52
Equitas Holdings Ltd.,Investment companies,1.05,34.5,1.05%,0.05%,0.93% (Nov 2018),0% (May 2018),2.64 L,0.00,Small Cap,75.52
Ujjivan Small Finance Bank Ltd.,Banks,6.44,32.5,0.99%,0.07%,0.87% (Dec 2018),0% (May 2018),1.00 L,0.00,Small Cap,75.52
Tata Chemicals Ltd.,Chemicals  inorganic,0.95,31.3,0.95%,0.02%,0.95% (Apr 2019),0% (May 2018),54.20 k,0.00,Mid Cap,18.1
Vesuvius India Ltd.,Refractories,0.91,29.9,0.91%,1.02%,0.91% (Apr 2019),0% (May 2018),26.49 k,0.28 L,Small Cap,75.52
TCNS Clothing Company Ltd.,Fabrics and garments,0.86,28.1,0.86%,0.01%,0.53% (Feb 2019),0% (May 2018),34.19 k,0.00,Small Cap,75.52
Finolex Industries Ltd.,Plastic products,2.18,25.4,0.78%,0.03%,0.78% (Apr 2019),0.78% (Apr 2019),54.78 k,0.00,Small Cap,75.52
TV Today Network Ltd.,Tv broadcasting & software production,0.67,21.8,0.67%,0.40%,0.67% (Apr 2019),0.67% (Apr 2019),70.87 k,0.40 L,Small Cap,75.52
Finolex Cables Ltd.,Cables  electricals,0.66,21.7,0.66%,0.70%,0.66% (Apr 2019),0.66% (Apr 2019),49.34 k,0.45 L,Small Cap,75.52
DB Corp Ltd.,Printing and publishing,,17.5,0.00%,0.53%,,,,,Small Cap,75.52
ICICI Securities Ltd.,Stockbroking and allied,,24.4,0.00%,0.74%,,,,,Small Cap,75.52
Reliance Nippon Life Asset Management Ltd.,Other financial services,2.65,81.6,0.00%,2.48%,,,,,Other,0
