Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Satin Creditcare Network Ltd.,Nbfc,1.99,79,0.28%,0.03%,0.16% (Sep 2018),0% (May 2018),2.40 L,0.00,Small Cap,5.86
Muthoot Finance Pvt. Ltd.,Nbfc,1.99,72.8,0.26%,0.01%,0.19% (Oct 2018),0% (May 2018),1.22 L,0.00,Mid Cap,9.88
Deccan Cements Ltd.,Cement,1.2,68.5,0.25%,0.00%,0.14% (Sep 2018),0.14% (Sep 2018),1.71 L,0.00,Small Cap,5.86
#Tata Global Beverages Ltd.,Tea &  coffee,0.23,62.8,0.23%,0.23%,0.23% (Apr 2019),0% (May 2018),3.00 L,3.00 L,Mid Cap,9.88
Heritage Foods (india) Ltd.,Consumer food,0.22,60.2,0.22%,0.00%,0.15% (Jan 2019),0% (May 2018),1.16 L,0.00,Small Cap,5.86
Aditya Birla Capital Ltd.,Nbfc,1.99,58.7,0.21%,0.00%,0.21% (Feb 2019),0% (May 2018),6.00 L,0.00,Mid Cap,9.88
Genus Power Infrastructures Ltd.,Industrial electronics,0.21,57.7,0.21%,0.00%,0.21% (Apr 2019),0.21% (Apr 2019),20.09 L,0.00,Small Cap,5.86
Axis Bank Ltd.,Banks,6.14,53.7,0.19%,0.00%,0.19% (Mar 2019),0% (May 2018),70.00 k,0.00,Large Cap,23.34
Sun TV Network Ltd.,Tv broadcasting & software production,0.15,43.1,0.15%,0.02%,0.15% (Jan 2019),0% (May 2018),75.00 k,0.00,Mid Cap,9.88
Pricol Ltd.,Auto ancillaries,0.09,24.9,0.09%,0.01%,0.08% (Feb 2019),0.08% (Mar 2019),6.00 L,0.00,Small Cap,5.86
#Bharti Airtel Ltd.  Rights,Telecom  services,1.03,23.4,0.08%,0.08%,0.08% (Apr 2019),0% (May 2018),2.34 L,2.34 L,Other,0.37
Tata Steel Ltd.  Rights,Steel,0.6,0.9,0.00%,0.00%,0% (Jan 2019),0% (Apr 2019),11.18 k,0.00,Other,0.37
Indusind Bank Ltd.,Banks,6.14,95.4,0.00%,0.34%,,,,,Large Cap,23.34
Piramal Enterprises Ltd.  Rights,Pharmaceuticals,3.15,0.6,0.00%,0.00%,,,,,Other,0.37
Bond  Kotak Mahindra Investments Ltd.,Nbfc,1.99,215.6,0.00%,0.77%,,,,,Other,0.37
