Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,2.39,420.8,1.55%,0.39%,1.55% (Apr 2019),1.55% (Apr 2019),1.43 L,0.50 L,Large Cap,55.29
Cesc Ltd.,Power,3.99,407.3,1.50%,0.03%,1.05% (Jun 2018),1.05% (Jun 2018),5.81 L,0.00,Mid Cap,34.38
Indian Bank,Banks,23.11,387.7,1.43%,0.13%,0.91% (Aug 2018),0% (May 2018),15.37 L,0.00,Mid Cap,34.38
Cummins India Ltd.,Diesel engines,1.38,373.2,1.38%,0.00%,0.88% (Jun 2018),0.88% (Jun 2018),5.14 L,0.00,Mid Cap,34.38
Apollo Hospitals Enterprises Ltd.,Hospital,1.34,361.6,1.34%,0.02%,1% (May 2018),1% (May 2018),2.97 L,0.00,Mid Cap,34.38
United Breweries Ltd.,Brew/distilleries,1.29,350.6,1.29%,0.04%,1.25% (Mar 2019),1.25% (Mar 2019),2.47 L,0.00,Large Cap,55.29
Tata Motors Ltd.  A Class,Commercial vehicles,1.29,349.5,1.29%,0.23%,1.06% (Mar 2019),1.06% (Mar 2019),34.16 L,0.00,Mid Cap,34.38
Balkrishna Industries Ltd.,Tyres & allied,2.9,326.8,1.21%,0.08%,0.95% (Jan 2019),0.95% (Jan 2019),3.57 L,0.00,Mid Cap,34.38
Cognizant Technology Solutions Corp.,Foreign equity,1.12,302.8,1.12%,0.03%,0.97% (Dec 2018),0.97% (Dec 2018),60.00 k,0.00,Other,1.5
Thermax Ltd.,Industrial equipment,1.04,282.9,1.04%,0.02%,0.87% (Aug 2018),0.87% (Aug 2018),2.90 L,0.00,Mid Cap,34.38
Nestle India Ltd.,Consumer food,1.03,278.2,1.03%,0.58%,1.03% (Apr 2019),1.03% (Apr 2019),25.51 k,0.15 L,Large Cap,55.29
Cadila Healthcare Ltd.,Pharmaceuticals,2.39,227.4,0.84%,0.04%,0.84% (Apr 2019),0.84% (Apr 2019),6.99 L,0.00,Large Cap,55.29
#Century Textile & Industries Ltd.,Cement,4.1,226.7,0.84%,0.84%,0.84% (Apr 2019),0% (May 2018),2.47 L,2.47 L,Small Cap,5.49
Equitas Holdings Ltd.,Investment companies,0.78,210.6,0.78%,0.02%,0.65% (Nov 2018),0.65% (Nov 2018),16.15 L,0.00,Small Cap,5.49
Bharat Petroleum Corporation Ltd.,Refineries/marketing,4.92,207.4,0.77%,0.01%,0.59% (Oct 2018),0.59% (Oct 2018),5.46 L,0.00,Large Cap,55.29
Aditya Birla Fashion and Retail Ltd.,Retailing,0.95,205.5,0.76%,0.00%,0.76% (Apr 2019),0.76% (Apr 2019),9.53 L,0.00,Mid Cap,34.38
Jagran Prakashan Ltd.,Printing and publishing,0.69,187.7,0.69%,0.06%,0.62% (Feb 2019),0.62% (Feb 2019),16.57 L,0.00,Small Cap,5.49
Voltas Limited,"Engineering, designing, construction",0.68,184.7,0.68%,0.02%,0.68% (Apr 2019),0.68% (Apr 2019),3.07 L,0.00,Mid Cap,34.38
Dish T V India Ltd.,Tv broadcasting & software production,0.66,179.9,0.66%,0.10%,0.36% (Jan 2019),0.36% (Jan 2019),49.97 L,10.00 L,Small Cap,5.49
Tech Mahindra Ltd.,Software telecom,0.57,153.8,0.57%,0.04%,0.26% (Aug 2018),0% (May 2018),1.84 L,3.44 k,Large Cap,55.29
Himatsingka Seide Ltd.,Fabrics and garments,0.52,140.4,0.52%,0.00%,0.13% (Nov 2018),0.13% (Nov 2018),6.56 L,0.00,Small Cap,5.49
Amara Raja Batteries Limited,Batteries – automobile,0.45,121.6,0.45%,0.03%,0.45% (Apr 2019),0.45% (Apr 2019),1.84 L,0.00,Mid Cap,34.38
Tata Global Beverages Ltd.,Tea &  coffee,0.38,102.7,0.38%,0.02%,0.36% (Mar 2019),0% (May 2018),4.91 L,0.00,Mid Cap,34.38
Vodafone Idea Ltd.  Rights,Telecom  services,2.39,55.8,0.21%,0.13%,0.08% (Mar 2019),0% (May 2018),36.13 L,0.00,Other,1.5
RPSG Retail Ltd.,Retailing,0.95,50.6,0.19%,0.01%,0.19% (Apr 2019),0% (May 2018),3.48 L,0.00,Small Cap,5.49
#Bharti Airtel Ltd.  Rights,Telecom  services,2.39,46.2,0.17%,0.17%,0.17% (Apr 2019),0% (May 2018),4.60 L,4.60 L,Other,1.5
Vodafone Idea Ltd.,Telecom  services,2.39,24.4,0.09%,0.01%,0.09% (Apr 2019),0.09% (Apr 2019),15.78 L,0.00,Large Cap,55.29
Maruti Suzuki India Ltd.,Passenger/utility vehicles,3.33,111.1,0.00%,0.40%,,,,,Large Cap,55.29
