Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Indian Hotels Company Limited,Hotels/resorts,2.84,156,1.72%,0.03%,1.08% (Jun 2018),1.08% (Jun 2018),10.11 L,0.00,Mid Cap,34.8
Dr. Reddys Laboratories Ltd.,Pharmaceuticals,8.33,151.6,1.67%,0.12%,1.55% (Mar 2019),1.55% (Mar 2019),51.68 k,0.00,Large Cap,52.12
Apollo Tyres Limited,Tyres & allied,1.65,149.3,1.65%,0.09%,1.09% (Aug 2018),1.09% (Aug 2018),7.24 L,0.00,Mid Cap,34.8
Cesc Ltd.,Power,7.92,148.5,1.64%,0.20%,1.61% (Oct 2018),1.61% (Oct 2018),2.12 L,0.22 L,Mid Cap,34.8
#Cholamandalam Financial Holdings Ltd.,Other financial services,2.7,148.4,1.64%,0.00%,1.46% (Feb 2019),1.46% (Feb 2019),2.88 L,0.00,Mid Cap,34.8
Castrol (india) Ltd.,Lubricants,1.63,148,1.63%,0.11%,1.42% (Sep 2018),1.42% (Sep 2018),9.70 L,0.00,Mid Cap,34.8
Grasim Industries Limited,Cement,2.09,145.5,1.61%,0.12%,1.49% (Jul 2018),1.49% (Jul 2018),1.61 L,0.25 L,Large Cap,52.12
Tata Power Co. Ltd.,Power,7.92,141.9,1.57%,0.10%,1.56% (Sep 2018),1.56% (Sep 2018),20.94 L,0.00,Mid Cap,34.8
Muthoot Finance Pvt. Ltd.,Nbfc,6.12,139.3,1.54%,0.01%,0.82% (May 2018),0.82% (May 2018),2.33 L,0.00,Mid Cap,34.8
Hero Motocorp Ltd.,Motor cycles/scooters,1.53,138.7,1.53%,0.01%,0.89% (Aug 2018),0% (May 2018),55.21 k,0.00,Large Cap,52.12
Bharti Airtel Ltd.,Telecom  services,1.63,136.1,1.50%,0.03%,1.43% (Oct 2018),1.43% (Oct 2018),4.25 L,0.00,Large Cap,52.12
LIC Housing Finance Ltd.,Housing finance,6.77,135.4,1.49%,0.54%,1.13% (Sep 2018),1.13% (Sep 2018),2.73 L,0.80 L,Mid Cap,34.8
Gujarat State Petronet Ltd.,Gas transmission/marketing,1.39,125.7,1.39%,0.44%,0.23% (May 2018),0.23% (May 2018),6.29 L,2.62 L,Mid Cap,34.8
Oberoi Realty Ltd.,Residential/commercial/sez project,3.47,125,1.38%,0.02%,1.04% (Jul 2018),1.04% (Jun 2018),2.46 L,0.00,Mid Cap,34.8
Tata Motors Ltd.  A Class,Commercial vehicles,1.36,123.2,1.36%,0.25%,1.11% (Mar 2019),1.11% (Mar 2019),12.04 L,0.00,Mid Cap,34.8
Cadila Healthcare Ltd.,Pharmaceuticals,8.33,119,1.31%,0.06%,0.96% (Nov 2018),0% (May 2018),3.66 L,0.00,Large Cap,52.12
Mphasis Ltd.,Computers  software,8.35,115.8,1.28%,0.27%,1.28% (Apr 2019),1.28% (Apr 2019),1.20 L,0.25 L,Mid Cap,34.8
Info Edge (India) Ltd.,It enabled services – software,1.28,116.1,1.28%,0.13%,1.28% (Apr 2019),1.28% (Apr 2019),60.07 k,0.11 L,Mid Cap,34.8
Max Financial Services Ltd.,Nbfc,6.12,115.4,1.27%,0.03%,0.92% (Sep 2018),0.92% (Sep 2018),2.76 L,0.00,Mid Cap,34.8
Torrent Power Ltd.,Power,7.92,112.3,1.24%,0.01%,1.23% (Mar 2019),1.23% (Mar 2019),4.44 L,0.00,Mid Cap,34.8
Mahindra & Mahindra Financial Services Ltd.,Nbfc,6.12,110,1.21%,0.04%,1.21% (Apr 2019),1.21% (Apr 2019),2.74 L,0.00,Mid Cap,34.8
#Tata Steel Ltd.,Steel,1.22,109.7,1.21%,1.21%,1.21% (Apr 2019),0% (May 2018),1.97 L,1.97 L,Large Cap,52.12
Atul Ltd.,Chemicals  speciality,1.2,109.2,1.20%,0.03%,0.3% (May 2018),0.3% (May 2018),31.85 k,0.00,Mid Cap,34.8
Phoenix Mills Ltd.,Residential/commercial/sez project,3.47,107.3,1.18%,0.09%,0.29% (May 2018),0.29% (May 2018),1.79 L,0.00,Mid Cap,34.8
Mindtree Ltd.,Computers  software,8.35,103.1,1.14%,0.46%,1.11% (Dec 2018),0% (May 2018),1.05 L,0.52 L,Mid Cap,34.8
Motilal Oswal Financial Services Ltd.,Stockbroking and allied,1.14,103.1,1.14%,0.20%,0.34% (Dec 2018),0% (May 2018),1.45 L,0.00,Mid Cap,34.8
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,1.13,102.5,1.13%,0.02%,0.75% (Dec 2018),0% (May 2018),4.25 L,0.00,Large Cap,52.12
Chalet Hotels Ltd.,Hotels/resorts,2.84,101.1,1.12%,0.02%,0.44% (Jan 2019),0% (May 2018),3.14 L,0.00,Other,1.26
Vardhman Textiles Ltd.,Spinningcotton/blended,1.1,100,1.10%,0.06%,0.57% (May 2018),0.57% (May 2018),88.78 k,0.00,Small Cap,8.96
Aditya Birla Capital Ltd.,Nbfc,6.12,96.8,1.07%,0.03%,1.04% (Mar 2019),0% (May 2018),9.90 L,0.00,Mid Cap,34.8
Multi Commodity Exchange Of India Ltd.,Other financial services,2.7,96.3,1.06%,0.08%,0.85% (Feb 2019),0.85% (Feb 2019),1.12 L,0.00,Small Cap,8.96
Sundaram Finance Limited,Nbfc,6.12,93.7,1.03%,0.06%,1.03% (Apr 2019),1.03% (Apr 2019),64.89 k,0.00,Mid Cap,34.8
Axis Bank Ltd.,Banks,12.31,92.1,1.02%,0.35%,0.66% (Feb 2019),0% (May 2018),1.20 L,40.12 k,Large Cap,52.12
Sun TV Network Ltd.,Tv broadcasting & software production,1,90.3,1.00%,0.07%,0.84% (Jan 2019),0% (May 2018),1.57 L,0.00,Mid Cap,34.8
Ajanta Pharma Limited,Pharmaceuticals,8.33,90,0.99%,0.02%,0.83% (May 2018),0.83% (May 2018),90.86 k,0.00,Small Cap,8.96
Yes Bank,Banks,12.31,85.9,0.95%,0.57%,0.59% (Jun 2018),0% (May 2018),5.11 L,0.00,Large Cap,52.12
GHCL Ltd.,Chemicals  inorganic,0.92,83,0.92%,0.05%,0.18% (Jan 2019),0% (May 2018),3.28 L,0.00,Small Cap,8.96
Mahindra Lifespace Developers Ltd.,Residential/commercial/sez project,3.47,82.4,0.91%,0.29%,0.37% (May 2018),0.37% (Jul 2018),2.17 L,57.29 k,Small Cap,8.96
NLC India Ltd.,Power,7.92,76.2,0.84%,0.03%,0.82% (Feb 2019),0.82% (Feb 2019),11.62 L,0.00,Mid Cap,34.8
Max India Ltd.,Healthcare service providers,0.83,75.6,0.83%,0.04%,0.73% (Nov 2018),0.73% (Nov 2018),10.75 L,0.00,Small Cap,8.96
Nava Bharat Ventures Ltd.,Power,7.92,73.4,0.81%,0.01%,0.8% (Mar 2019),0.8% (Mar 2019),7.20 L,0.00,Small Cap,8.96
DCM Shriram Ltd.,Diversified,0.65,58.5,0.65%,0.43%,0.22% (Mar 2019),0% (May 2018),1.34 L,84.39 k,Small Cap,8.96
Gujarat Pipavav Port Ltd.,Port,0.61,55.1,0.61%,0.06%,0.59% (Feb 2019),0% (May 2018),6.25 L,0.00,Small Cap,8.96
Heritage Foods (india) Ltd.,Consumer food,0.6,54.1,0.60%,0.01%,0.55% (Feb 2019),0% (May 2018),1.04 L,0.00,Small Cap,8.96
#Tata Global Beverages Ltd.,Tea &  coffee,0.58,52.3,0.58%,0.58%,0.25% (Aug 2018),0% (May 2018),2.50 L,2.50 L,Mid Cap,34.8
Deccan Cements Ltd.,Cement,2.09,43.2,0.48%,0.04%,0.4% (Oct 2018),0.4% (Sep 2018),1.08 L,10.00 k,Small Cap,8.96
#Amara Raja Batteries Limited,Batteries – automobile,0.44,39.7,0.44%,0.44%,0.44% (Apr 2019),0% (May 2018),60.00 k,60.00 k,Mid Cap,34.8
#Bharti Airtel Ltd.  Rights,Telecom  services,1.63,12.1,0.13%,0.13%,0.13% (Apr 2019),0% (May 2018),1.21 L,1.21 L,Other,1.26
Tata Steel Ltd.  Rights,Steel,1.22,0.6,0.01%,0.00%,0% (Feb 2019),0% (Jan 2019),7.83 k,0.00,Other,1.26
Maruti Suzuki India Ltd.,Passenger/utility vehicles,1.76,105.1,0.00%,1.13%,,,,,Large Cap,52.12
Larsen & Toubro Infotech Ltd.,Computers  software,8.35,45.2,0.00%,0.49%,,,,,Large Cap,52.12
