Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Emami Ltd.,Personal care,1.94,1333.9,1.94%,0.02%,1.28% (Nov 2018),0% (May 2018),34.45 L,25.00 k,Mid Cap,69.69
WABCO India Ltd.,Auto ancillaries,1.93,1328.7,1.93%,0.04%,1.89% (Mar 2019),1.89% (Mar 2019),2.12 L,10.00 k,Mid Cap,69.69
Bharat Petroleum Corporation Ltd.,Refineries/marketing,1.93,1327.1,1.93%,0.02%,1.25% (Aug 2018),1.25% (Aug 2018),34.94 L,0.00,Large Cap,15.85
GlaxoSmithKline Consumer Healthcare Ltd.,Consumer food,1.77,1222.5,1.77%,0.06%,1.71% (Mar 2019),1.71% (Mar 2019),1.68 L,0.00,Large Cap,15.85
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,3.14,1216.7,1.77%,0.07%,1.59% (May 2018),1.59% (May 2018),38.90 L,4.00 L,Mid Cap,69.69
Sundaram Finance Limited,Nbfc,1.66,1146.6,1.66%,0.08%,1.48% (May 2018),1.48% (May 2018),7.94 L,0.00,Mid Cap,69.69
Coromandel International Ltd.,Fertilisersphosphatic,1.66,1144.3,1.66%,0.22%,1.24% (May 2018),1.24% (May 2018),26.34 L,1.12 k,Mid Cap,69.69
Cesc Ltd.,Power,2.38,1142.3,1.66%,0.01%,1.66% (Dec 2018),1.66% (Dec 2018),16.29 L,0.00,Mid Cap,69.69
Apollo Hospitals Enterprises Ltd.,Hospital,1.66,1140.9,1.66%,0.04%,1.42% (May 2018),1.42% (May 2018),9.38 L,0.00,Mid Cap,69.69
J.K. Cement Ltd.,Cement,4.69,1099.8,1.60%,0.12%,1.32% (Dec 2018),1.32% (Dec 2018),12.17 L,0.00,Small Cap,8.54
Cummins India Ltd.,Diesel engines,1.53,1054.9,1.53%,0.01%,1.22% (Jul 2018),1.22% (Jul 2018),14.52 L,0.00,Mid Cap,69.69
Kajaria Ceramics Ltd.,Sanitary ware,1.51,1037.6,1.51%,0.06%,1.04% (Sep 2018),1.04% (Sep 2018),17.44 L,0.00,Mid Cap,69.69
Bharat Electronics Ltd.,Industrial electronics,1.49,1027.3,1.49%,0.20%,0.73% (Sep 2018),0% (May 2018),1.18 Cr,19.43 L,Mid Cap,69.69
Karur Vysya Bank Ltd,Banks,12.85,969.9,1.41%,0.15%,1.26% (Mar 2019),1.26% (Mar 2019),1.25 Cr,0.00,Small Cap,8.54
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,3.14,947.2,1.37%,0.02%,1.31% (May 2018),1.31% (May 2018),39.28 L,0.00,Large Cap,15.85
Trent Limited,Retailing,2.21,914,1.33%,0.02%,1.08% (Jun 2018),1.08% (Jun 2018),25.69 L,0.00,Mid Cap,69.69
Yes Bank,Banks,12.85,823.1,1.19%,0.70%,1.19% (Apr 2019),1.19% (Apr 2019),48.99 L,0.00,Large Cap,15.85
Sanofi India Ltd.,Pharmaceuticals,3.33,817.3,1.19%,0.01%,1.1% (May 2018),1.1% (May 2018),1.46 L,0.00,Mid Cap,69.69
Aarti Industries Ltd.,Chemicals  speciality,1.18,813.1,1.18%,0.07%,1.11% (Mar 2019),0% (May 2018),5.01 L,0.00,Mid Cap,69.69
Balkrishna Industries Ltd.,Tyres & allied,3.49,801.7,1.16%,0.07%,1.1% (Jan 2019),1.1% (Jan 2019),8.77 L,0.00,Mid Cap,69.69
Cadila Healthcare Ltd.,Pharmaceuticals,3.33,799.6,1.16%,0.04%,1.16% (Apr 2019),1.16% (Apr 2019),24.57 L,0.00,Large Cap,15.85
RBL Bank Ltd.,Banks,12.85,794.3,1.15%,0.06%,1.04% (Sep 2018),0% (May 2018),11.70 L,1.00 L,Mid Cap,69.69
Bayer Cropscience Ltd.,Pesticides and agrochemicals,3.33,787.9,1.14%,0.05%,1.14% (Apr 2019),1.14% (Apr 2019),1.92 L,0.00,Mid Cap,69.69
Tata Motors Ltd.  A Class,Commercial vehicles,2.05,709.4,1.03%,0.20%,0.83% (Mar 2019),0.83% (Mar 2019),69.34 L,0.00,Mid Cap,69.69
Ashok Leyland Ltd.,Commercial vehicles,2.05,702.4,1.02%,0.02%,0.4% (Aug 2018),0% (May 2018),80.78 L,0.00,Mid Cap,69.69
Hindalco Industries Ltd.,Aluminium,1.01,695.6,1.01%,0.04%,0.97% (Mar 2019),0.97% (Mar 2019),33.76 L,0.00,Large Cap,15.85
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,3.33,677,0.98%,0.30%,0.98% (Apr 2019),0.98% (Apr 2019),3.78 L,0.90 L,Large Cap,15.85
Amara Raja Batteries Limited,Batteries – automobile,0.78,538.5,0.78%,0.08%,0.78% (Apr 2019),0.78% (Apr 2019),8.13 L,0.39 L,Mid Cap,69.69
Thermax Ltd.,Industrial equipment,1.31,518.6,0.75%,0.02%,0.73% (Mar 2019),0.73% (Mar 2019),5.32 L,0.00,Mid Cap,69.69
#Torrent Power Ltd.,Power,2.38,496.7,0.72%,0.72%,0.72% (Apr 2019),0% (May 2018),19.62 L,19.62 L,Mid Cap,69.69
Aditya Birla Fashion and Retail Ltd.,Retailing,2.21,462.3,0.67%,0.01%,0.66% (Mar 2019),0.66% (Mar 2019),21.43 L,0.00,Mid Cap,69.69
Whirlpool Of India Ltd.,Home appliances,2.74,453.6,0.66%,0.04%,0.66% (Apr 2019),0.66% (Apr 2019),3.26 L,0.91 k,Mid Cap,69.69
Bharat Forge Ltd.,Castings/forgings,2.57,428.8,0.62%,0.03%,0.41% (Dec 2018),0% (May 2018),9.08 L,0.00,Mid Cap,69.69
Arvind Fashions Ltd.,Industrial equipment,1.31,354.8,0.52%,0.00%,0.37% (Feb 2019),0% (May 2018),3.55 L,0.00,Other,1.4
Vodafone Idea Ltd.  Rights,Telecom  services,0.62,293.6,0.43%,0.28%,0.15% (Mar 2019),0% (May 2018),1.90 Cr,0.00,Other,1.4
Make My Trip,Foreign equity,0.41,283.1,0.41%,0.03%,0.35% (Dec 2018),0.35% (Dec 2018),1.40 L,0.00,Other,1.4
CESC Ventures Ltd.,It enabled services,0.23,160.3,0.23%,0.05%,0.15% (Dec 2018),0% (May 2018),3.26 L,0.00,Small Cap,8.54
Arvind Ltd.,Fabrics and garments,0.21,147.8,0.21%,0.02%,0.21% (Feb 2019),0.21% (Feb 2019),17.74 L,0.00,Small Cap,8.54
RPSG Retail Ltd.,Retailing,2.21,142,0.21%,0.01%,0.21% (Apr 2019),0% (May 2018),9.77 L,0.00,Small Cap,8.54
Vodafone Idea Ltd.,Telecom  services,0.62,128.2,0.19%,0.02%,0.19% (Apr 2019),0.19% (Apr 2019),82.99 L,0.00,Large Cap,15.85
ICICI Securities Ltd.,Stockbroking and allied,0.06,42.6,0.06%,0.01%,0.06% (Feb 2019),0.06% (Feb 2019),1.92 L,0.00,Small Cap,8.54
The Anup Engineering Ltd.,Industrial equipment,1.31,30.6,0.04%,0.01%,0.04% (Apr 2019),0% (May 2018),65.69 k,0.00,Other,1.4
Sundaram Finance Holdings Ltd.,Investment companies,2.17,30.1,0.04%,0.01%,0.04% (Apr 2019),0.04% (Apr 2019),3.77 L,0.00,Small Cap,8.54
HIM Teknoforge,Auto ancillaries,1.93,5.1,0.00%,0.01%,,,,,Small Cap,8.54
