Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Mahindra & Mahindra Financial Services Ltd.,Nbfc,4.3,274.4,1.49%,0.05%,1.22% (Sep 2018),1.22% (Sep 2018),6.85 L,0.00,Mid Cap,21.73
Yes Bank,Banks,29.67,258.7,1.40%,0.87%,1.4% (Apr 2019),1.4% (Apr 2019),15.40 L,0.00,Large Cap,76.84
SBI Life Insurance Co Ltd.,Insurance,1.22,225.2,1.22%,0.12%,1% (Sep 2018),1% (Sep 2018),3.52 L,0.00,Large Cap,76.84
Bharat Electronics Ltd.,Industrial electronics,1.11,204.8,1.11%,0.06%,1.05% (Sep 2018),1.05% (Sep 2018),23.50 L,0.00,Mid Cap,21.73
Wipro Ltd.,Computers  software,13.22,191.1,1.04%,0.02%,1.04% (Apr 2019),0% (May 2018),6.40 L,1.35 L,Large Cap,76.84
Mphasis Ltd.,Computers  software,13.22,184.2,1.00%,0.01%,1% (Apr 2019),1% (Apr 2019),1.90 L,0.00,Mid Cap,21.73
SKF India Ltd.,Bearings,0.97,179.7,0.97%,0.03%,0.86% (Jul 2018),0.86% (Jul 2018),91.00 k,0.00,Mid Cap,21.73
Bharti Airtel Ltd.,Telecom  services,1.04,176.2,0.96%,0.02%,0.69% (Oct 2018),0.69% (Oct 2018),5.50 L,0.00,Large Cap,76.84
Hindustan Unilever Ltd.,Diversified,0.95,175.8,0.95%,0.04%,0.91% (Mar 2019),0.91% (Mar 2019),1.00 L,0.00,Large Cap,76.84
Tata Motors Ltd.,Passenger/utility vehicles,6.26,166.1,0.90%,0.18%,0.72% (Mar 2019),0.72% (Mar 2019),7.75 L,0.00,Large Cap,76.84
Cipla Ltd.,Pharmaceuticals,3.23,153.1,0.83%,0.06%,0.76% (May 2018),0.76% (May 2018),2.71 L,0.00,Large Cap,76.84
UPL Ltd.,Pesticides and agrochemicals,0.76,140.5,0.76%,0.02%,0.62% (Dec 2018),0.62% (Dec 2018),1.45 L,0.00,Large Cap,76.84
DR. LAL PATHLABS Ltd.,Healthcare service providers,0.57,104.4,0.57%,0.01%,0.5% (May 2018),0.5% (May 2018),1.00 L,0.00,Mid Cap,21.73
Khadim India Ltd.,Leather and leather products,0.55,101.1,0.55%,0.10%,0.52% (Feb 2019),0.52% (Feb 2019),2.53 L,0.00,Small Cap,0.55
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,3.23,82.4,0.45%,0.01%,0.44% (Jan 2019),0.44% (Dec 2018),1.80 L,0.00,Large Cap,76.84
Aditya Birla Capital Ltd.,Nbfc,4.3,70.2,0.38%,0.01%,0.33% (Jan 2019),0.33% (Jan 2019),7.19 L,0.00,Mid Cap,21.73
#Bharti Airtel Ltd.  Rights,Telecom  services,1.04,15.6,0.08%,0.08%,0.08% (Apr 2019),0% (May 2018),1.56 L,1.56 L,Other,0.08
