Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
VGuard Industries Ltd.,Industrial electronics,2.18,11,2.18%,0.02%,1.89% (Sep 2018),1.89% (Sep 2018),50.40 k,0.00,Small Cap,11.24
#Crompton Greaves Consumer Electricals Ltd.,Home appliances,4.34,11,2.18%,2.18%,2.18% (Apr 2019),0% (May 2018),46.16 k,46.16 k,Mid Cap,65.92
Whirlpool Of India Ltd.,Home appliances,4.34,10.9,2.16%,0.16%,2.16% (Apr 2019),2.16% (Apr 2019),7.80 k,0.00,Mid Cap,65.92
Aditya Birla Fashion and Retail Ltd.,Retailing,5.17,10.7,2.12%,0.02%,1.11% (Aug 2018),0% (May 2018),49.38 k,0.00,Mid Cap,65.92
SBI Life Insurance Co Ltd.,Insurance,4.68,10.3,2.04%,0.20%,0.22% (Jul 2018),0.22% (Jul 2018),16.07 k,0.00,Large Cap,14.57
Redington (India) Ltd.,Logistics solution provider,1.97,9.9,1.97%,0.01%,1.52% (Jan 2019),1.52% (Jan 2019),97.21 k,0.00,Small Cap,11.24
Mahindra & Mahindra Financial Services Ltd.,Nbfc,12.97,9.6,1.90%,0.08%,1.9% (Apr 2019),1.9% (Apr 2019),23.87 k,0.00,Mid Cap,65.92
Oberoi Realty Ltd.,Residential/commercial/sez project,1.89,9.5,1.89%,0.06%,1.56% (Aug 2018),0% (May 2018),18.79 k,0.00,Mid Cap,65.92
GMR Infrastructure Ltd.,"Engineering, designing, construction",1.78,9,1.78%,0.31%,1.66% (Jun 2018),1.66% (Jun 2018),5.37 L,0.00,Mid Cap,65.92
LIC Housing Finance Ltd.,Housing finance,1.77,8.9,1.77%,0.11%,1.59% (Sep 2018),0% (May 2018),17.92 k,0.00,Mid Cap,65.92
Max Financial Services Ltd.,Nbfc,12.97,8.8,1.75%,0.05%,1.73% (Oct 2018),1.73% (Oct 2018),21.10 k,0.00,Mid Cap,65.92
Vardhman Textiles Ltd.,Spinningcotton/blended,1.7,8.6,1.70%,0.08%,1.57% (Aug 2018),1.57% (Aug 2018),7.60 k,0.00,Small Cap,11.24
Quess Corp Ltd.,Diversified commercial services,1.67,8.4,1.67%,0.09%,1.6% (Jan 2019),1.6% (Jan 2019),11.99 k,0.00,Mid Cap,65.92
Castrol (india) Ltd.,Lubricants,1.61,8.1,1.61%,0.13%,1.58% (Aug 2018),1.58% (Aug 2018),52.94 k,0.00,Mid Cap,65.92
Jindal Steel & Power Ltd.,Steel,1.57,7.9,1.57%,0.00%,1.28% (Jan 2019),1.28% (Jan 2019),44.41 k,0.00,Mid Cap,65.92
WABCO India Ltd.,Auto ancillaries,3.71,7.6,1.51%,0.08%,1.51% (Apr 2019),1.51% (Apr 2019),1.21 k,0.00,Mid Cap,65.92
SundaramClayton Ltd.,Auto ancillaries,3.71,7.6,1.50%,0.03%,1.5% (Apr 2019),1.5% (Apr 2019),2.68 k,0.00,Small Cap,11.24
J.K. Cement Ltd.,Cement,6.01,7.3,1.45%,0.07%,1.18% (Oct 2018),1.18% (Oct 2018),8.06 k,0.00,Small Cap,11.24
Tata Global Beverages Ltd.,Tea &  coffee,1.17,5.9,1.17%,0.04%,1.13% (Mar 2019),0% (May 2018),28.20 k,0.00,Mid Cap,65.92
Emami Ltd.,Personal care,1.12,5.7,1.12%,0.02%,1.12% (Apr 2019),1.12% (Apr 2019),14.60 k,0.00,Mid Cap,65.92
Apollo Hospitals Enterprises Ltd.,Hospital,1.12,5.7,1.12%,0.00%,0.85% (Jul 2018),0.85% (Jul 2018),4.65 k,0.00,Mid Cap,65.92
JM Financial Ltd.,Stockbroking and allied,1.61,4.6,0.92%,0.05%,0.69% (Oct 2018),0.69% (Oct 2018),52.24 k,0.00,Small Cap,11.24
Karur Vysya Bank Ltd,Banks,3.48,4.2,0.83%,0.07%,0.76% (Mar 2019),0.76% (Mar 2019),54.01 k,0.00,Small Cap,11.24
Motherson Sumi Systems Ltd.,Auto ancillaries,3.71,3.5,0.70%,0.01%,0.7% (Apr 2019),0.7% (Apr 2019),24.14 k,0.00,Large Cap,14.57
ICICI Securities Ltd.,Stockbroking and allied,1.61,3.5,0.69%,0.06%,0.67% (Feb 2019),0% (May 2018),15.66 k,0.00,Small Cap,11.24
Coromandel International Ltd.,Fertilisersphosphatic,,15.8,0.00%,3.11%,,,,,Mid Cap,65.92
Sundram Fasteners Ltd.,Fastener,,5,0.00%,0.98%,,,,,Mid Cap,65.92
