Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Syngene International Ltd.,Pharmaceuticals,10.27,670.9,0.72%,0.06%,0.48% (May 2018),0.48% (May 2018),10.93 L,48.00 k,Mid Cap,24.66
Eris Lifesciences Ltd.,Pharmaceuticals,10.27,642.2,0.69%,0.02%,0.5% (May 2018),0.5% (May 2018),10.16 L,36.55 k,Mid Cap,24.66
Lupin Ltd.,Pharmaceuticals,10.27,605.1,0.65%,0.10%,0.55% (Mar 2019),0.55% (Mar 2019),6.94 L,0.00,Large Cap,66.61
Ajanta Pharma Limited,Pharmaceuticals,10.27,588.1,0.63%,0.03%,0.63% (Apr 2019),0.63% (Apr 2019),5.94 L,0.00,Small Cap,6.15
#Metropolis Healthcare Ltd.,Healthcare service providers,2.36,493.6,0.53%,0.53%,0.53% (Apr 2019),0% (May 2018),5.21 L,5.21 L,Other,0.53
LaOpala RG Ltd.,Glass – consumer,0.43,403,0.43%,0.02%,0.43% (Feb 2019),0% (May 2018),19.54 L,20.00 k,Small Cap,6.15
Igarashi Motors India Ltd.,Auto ancillaries,3.54,270.6,0.29%,0.03%,0.29% (Apr 2019),0.29% (Apr 2019),8.72 L,0.00,Small Cap,6.15
Emami Ltd.,Personal care,2.51,67.4,0.07%,0.17%,0.07% (Apr 2019),0.07% (Apr 2019),1.74 L,3.91 L,Mid Cap,24.66
Kothari Industrial Corporation Ltd.,Pesticides and agrochemicals,1.23,0.1,0.00%,0.00%,0% (Jan 2019),0% (May 2018),20.00 k,0.00,Small Cap,6.15
Gruh Finance Ltd.,Housing finance,4.15,293.6,0.00%,0.31%,,,,,Mid Cap,24.66
MF Units,Other,,1451.8,0.00%,1.55%,,,,,Other,0.53
