Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Divis Laboratories Ltd.,Pharmaceuticals,5.22,375.6,2.10%,0.03%,1.61% (May 2018),1.61% (May 2018),2.15 L,0.00,Large Cap,75.66
NCC Ltd.,"Engineering, designing, construction",5.02,367,2.05%,0.31%,0.88% (Sep 2018),0.88% (Sep 2018),37.00 L,0.00,Small Cap,7.58
#Hindustan Petroleum Corporation Ltd.,Refineries/marketing,5.84,349.5,1.95%,1.95%,1.58% (Jun 2018),0% (May 2018),12.00 L,12.00 L,Large Cap,75.66
Larsen & Toubro Ltd.,"Engineering, designing, construction",5.02,347.9,1.94%,0.08%,1.44% (Jan 2019),1.44% (Jan 2019),2.58 L,0.00,Large Cap,75.66
Titan Company Ltd.,"Gems, jewellery and watches",1.94,347.6,1.94%,0.01%,1.4% (Jun 2018),0% (May 2018),3.00 L,0.00,Large Cap,75.66
Future Retail Ltd.,Retailing,3.39,294.1,1.64%,0.15%,1.6% (Aug 2018),1.6% (Aug 2018),7.00 L,0.00,Mid Cap,10.28
Jubilant Foodworks Ltd.,Consumer food,2.88,265.7,1.48%,0.15%,1.48% (Apr 2019),0% (May 2018),2.00 L,0.00,Mid Cap,10.28
Nestle India Ltd.,Consumer food,2.88,250.8,1.40%,0.02%,1.4% (Apr 2019),1.4% (Apr 2019),23.00 k,0.00,Large Cap,75.66
Dabur India Ltd.,Personal care,1.33,238.9,1.33%,0.86%,1.33% (Apr 2019),0% (May 2018),6.00 L,3.50 L,Large Cap,75.66
ICICI Prudential Life Insurance Co Ltd.,Insurance,1.24,221.6,1.24%,0.05%,0.72% (Aug 2018),0.72% (Aug 2018),6.00 L,0.00,Large Cap,75.66
Vinati Organics Ltd.,Chemicals  speciality,1.16,207.3,1.16%,0.09%,0.75% (Jul 2018),0.75% (Jul 2018),1.15 L,0.00,Small Cap,7.58
Mahindra & Mahindra Financial Services Ltd.,Nbfc,4,200.3,1.12%,0.07%,1.12% (Apr 2019),1.12% (Apr 2019),5.00 L,0.00,Mid Cap,10.28
Indian Hotels Company Limited,Hotels/resorts,1.03,185.2,1.03%,0.02%,1.03% (Apr 2019),1.03% (Apr 2019),12.00 L,0.00,Mid Cap,10.28
Sadbhav Engineering Ltd.,"Engineering, designing, construction",5.02,184.9,1.03%,0.06%,0.52% (Jul 2018),0.52% (Jul 2018),7.80 L,0.00,Small Cap,7.58
Future Consumer Ltd.,Retailing,3.39,171,0.96%,0.06%,0.96% (Apr 2019),0.96% (Apr 2019),40.00 L,0.00,Mid Cap,10.28
KNR Constructions,Construction civil,0.89,159.6,0.89%,0.09%,0.83% (Oct 2018),0.83% (Oct 2018),6.65 L,0.00,Small Cap,7.58
Eris Lifesciences Ltd.,Pharmaceuticals,5.22,146.7,0.82%,0.03%,0.82% (Apr 2019),0.82% (Apr 2019),2.32 L,0.00,Mid Cap,10.28
Trent Limited,Retailing,3.39,142.3,0.79%,0.02%,0.79% (Apr 2019),0.79% (Apr 2019),4.00 L,0.00,Mid Cap,10.28
Ultratech Cement Ltd.,Cement,2.12,138.5,0.77%,0.10%,0.67% (Jan 2019),0.67% (Jan 2019),30.00 k,0.00,Large Cap,75.66
Orissa Cement Ltd.,Cement,2.12,121.7,0.68%,0.09%,0.59% (Mar 2019),0% (May 2018),1.06 L,0.00,Small Cap,7.58
Shree Cement Ltd.,Cement,2.12,120.7,0.67%,0.03%,0.6% (Oct 2018),0.6% (Oct 2018),6.10 k,0.00,Large Cap,75.66
Satin Creditcare Network Ltd.,Nbfc,4,113,0.63%,0.08%,0.47% (Nov 2018),0.47% (Nov 2018),3.43 L,0.00,Small Cap,7.58
Brigade Enterprises Ltd.,Residential/commercial/sez project,0.62,111,0.62%,0.09%,0.56% (Oct 2018),0.56% (Oct 2018),5.00 L,0.00,Small Cap,7.58
Timken India Ltd.,Bearings,0.52,93.6,0.52%,0.04%,0.52% (Apr 2019),0.52% (Apr 2019),1.70 L,0.00,Small Cap,7.58
CBLO,Other,,389.8,0.00%,2.21%,,,,,Small Cap,7.58
Avenue Supermarts Ltd.,Retailing,3.39,294.2,0.00%,1.66%,,,,,Large Cap,75.66
