Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Grasim Industries Limited,Cement,1.75,19.7,0.74%,0.02%,0.65% (Jan 2019),0.65% (Jan 2019),21.86 k,197.00,Large Cap,98.63
UPL Ltd.,Pesticides and agrochemicals,0.74,19.7,0.74%,0.00%,0.52% (Jul 2018),0.52% (Jul 2018),20.32 k,183.00,Large Cap,98.63
Britannia Industries Ltd.,Consumer food,0.71,18.9,0.71%,0.06%,0.71% (Apr 2019),0% (May 2018),6.53 k,59.00,Large Cap,98.63
Hero Motocorp Ltd.,Motor cycles/scooters,1.53,18.1,0.68%,0.02%,0.68% (Apr 2019),0.68% (Apr 2019),7.19 k,65.00,Large Cap,98.63
GAIL (India) Ltd.,Gas transmission/marketing,0.67,17.8,0.67%,0.01%,0.66% (Mar 2019),0.66% (Mar 2019),49.99 k,451.00,Large Cap,98.63
J S W Steel Ltd.,Steel,1.53,17.4,0.65%,0.02%,0.63% (Mar 2019),0% (May 2018),56.26 k,507.00,Large Cap,98.63
Yes Bank,Banks,27.69,17.2,0.65%,0.43%,0.65% (Apr 2019),0.65% (Apr 2019),1.03 L,925.00,Large Cap,98.63
Adani Ports And Special Economic Zone Ltd.,Port,0.65,17.1,0.65%,0.02%,0.58% (Aug 2018),0.58% (Aug 2018),43.61 k,393.00,Large Cap,98.63
Vedanta Ltd.,Copper & copper products,0.63,16.8,0.63%,0.08%,0.63% (Apr 2019),0.63% (Apr 2019),1.01 L,910.00,Large Cap,98.63
Hindalco Industries Ltd.,Aluminium,0.63,16.7,0.63%,0.00%,0.63% (Apr 2019),0.63% (Apr 2019),80.88 k,730.00,Large Cap,98.63
Bharat Petroleum Corporation Ltd.,Refineries/marketing,11.35,16.4,0.62%,0.04%,0.51% (Oct 2018),0.51% (Oct 2018),43.28 k,390.00,Large Cap,98.63
Cipla Ltd.,Pharmaceuticals,2.39,15.9,0.60%,0.03%,0.57% (Mar 2019),0.57% (Mar 2019),28.13 k,254.00,Large Cap,98.63
Eicher Motors Ltd.,Commercial vehicles,0.59,15.7,0.59%,0.01%,0.59% (Apr 2019),0.59% (Apr 2019),771.00,7.00,Large Cap,98.63
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,0.5,13.4,0.50%,0.03%,0.48% (Jan 2019),0.48% (Jan 2019),30.87 k,279.00,Large Cap,98.63
Indiabulls Housing Finance Ltd.,Housing finance,7.35,12.9,0.48%,0.13%,0.48% (Apr 2019),0.48% (Apr 2019),18.47 k,167.00,Large Cap,98.63
Bharti Infratel Ltd.,Telecom   equipment,0.47,12.4,0.47%,0.09%,0.47% (Apr 2019),0.47% (Apr 2019),47.15 k,425.00,Large Cap,98.63
#Bharti Airtel Ltd.  Rights,Telecom  services,0.96,2.1,0.08%,0.08%,0.08% (Apr 2019),0% (May 2018),20.73 k,20.73 k,Other,0.08
