Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
VGuard Industries Ltd.,Industrial electronics,2.39,276,2.39%,0.03%,2.39% (Apr 2019),2.39% (Apr 2019),12.67 L,0.33 L,Small Cap,91.85
Taj GVK Hotels & Resorts Ltd.,Hotels/resorts,2.25,259.5,2.25%,0.08%,1.88% (Dec 2018),1.88% (Dec 2018),11.64 L,0.00,Small Cap,91.85
Ramco Industries Ltd.,Cement products,3.16,259,2.25%,0.02%,2.23% (Mar 2019),2.23% (Mar 2019),12.46 L,0.00,Small Cap,91.85
HSIL Ltd.,Glass – consumer,2.21,255.1,2.21%,0.23%,1.87% (Nov 2018),1.87% (Nov 2018),9.44 L,0.00,Small Cap,91.85
I T D Cementation India Ltd.,Construction civil,4.34,254.9,2.21%,0.07%,2.06% (Nov 2018),2.06% (Nov 2018),20.64 L,0.00,Small Cap,91.85
PNC Infratech Ltd.,Construction civil,4.34,245.2,2.13%,0.04%,2.09% (Mar 2019),2.09% (Mar 2019),16.23 L,0.00,Small Cap,91.85
Timken India Ltd.,Bearings,6.08,244.4,2.12%,0.07%,2.12% (Apr 2019),2.12% (Apr 2019),4.44 L,0.00,Small Cap,91.85
India Cements Ltd.,Cement,8.88,240.1,2.08%,0.04%,1.82% (Jan 2019),1.82% (Jan 2019),22.42 L,0.00,Small Cap,91.85
Himatsingka Seide Ltd.,Fabrics and garments,3.05,236.1,2.05%,0.03%,1.73% (Feb 2019),1.73% (Feb 2019),11.04 L,0.00,Small Cap,91.85
L G Balakrishnan & Bros Ltd.,Auto ancillaries,7.81,224.1,1.94%,0.03%,1.94% (Apr 2019),1.94% (Apr 2019),6.11 L,0.00,Small Cap,91.85
Ashoka Buildcon Ltd.,"Engineering, designing, construction",6.59,222.8,1.93%,0.02%,1.91% (Mar 2019),1.91% (Mar 2019),17.94 L,0.00,Small Cap,91.85
Magma Fincorp Ltd.,Nbfc,1.86,214.4,1.86%,0.16%,1.62% (Jan 2019),1.62% (Jan 2019),17.20 L,0.00,Small Cap,91.85
Amrutanjan Health Care Ltd.,Pharmaceuticals,2.92,213.7,1.85%,0.05%,1.45% (May 2018),1.45% (May 2018),6.95 L,0.00,Small Cap,91.85
Brigade Enterprises Ltd.,Residential/commercial/sez project,3.06,209.3,1.82%,0.17%,1.49% (Oct 2018),1.49% (Oct 2018),9.43 L,0.00,Small Cap,91.85
Take Solutions Ltd.,Computers  software,1.8,207.8,1.80%,0.03%,1.74% (Feb 2019),1.74% (Feb 2019),14.09 L,0.00,Small Cap,91.85
Century Plyboards India Ltd.,Plywood boards,1.74,200.9,1.74%,0.29%,1.74% (Apr 2019),1.74% (Apr 2019),11.59 L,0.00,Small Cap,91.85
M M Forgings Ltd.,Castings/forgings,1.66,191.7,1.66%,0.09%,1.13% (Jul 2018),0% (May 2018),3.48 L,5.00 k,Small Cap,91.85
Karur Vysya Bank Ltd,Banks,5.1,177.1,1.54%,0.17%,1.37% (Mar 2019),1.37% (Mar 2019),22.88 L,0.00,Small Cap,91.85
Arvind Fashions Ltd.,Industrial equipment,4.08,174.8,1.52%,0.42%,1.1% (Mar 2019),0% (May 2018),1.75 L,49.14 k,Other,6.21
Healthcare Global Enterprises Ltd.,Hospital,1.41,163.1,1.41%,0.11%,1.06% (Sep 2018),1.06% (Sep 2018),8.27 L,0.00,Small Cap,91.85
Ksb Pumps Ltd.,Compressors / pumps,1.33,153.4,1.33%,0.00%,1.33% (Mar 2019),1.33% (Mar 2019),2.30 L,0.00,Small Cap,91.85
Capacite Infraprojects Ltd.,Residential/commercial/sez project,3.06,142.9,1.24%,0.04%,1.2% (Mar 2019),1.2% (Mar 2019),6.29 L,0.00,Small Cap,91.85
TD Power Systems Ltd.,Power equipment,1.19,137.7,1.19%,0.08%,1.12% (Mar 2019),1.12% (Mar 2019),11.07 L,0.00,Small Cap,91.85
Laurus Labs Ltd.,Pharmaceuticals,2.92,123.1,1.07%,0.01%,1.07% (Apr 2019),0% (May 2018),3.22 L,0.00,Small Cap,91.85
#Metropolis Healthcare Ltd.,Healthcare service providers,3.63,122.9,1.07%,1.07%,1.07% (Apr 2019),0% (May 2018),1.30 L,1.30 L,Other,6.21
Lemon Tree Hotels Ltd.,Hotels,1.05,120.7,1.05%,0.04%,0.39% (Jan 2019),0% (May 2018),16.09 L,0.00,Small Cap,91.85
Astra Microwave Products Ltd.,Telecom   equipment,1.02,118,1.02%,0.10%,0.96% (Dec 2018),0.96% (Dec 2018),13.49 L,0.00,Small Cap,91.85
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,1.02,117.7,1.02%,0.08%,0.19% (Aug 2018),0% (May 2018),63.77 k,0.00,Small Cap,91.85
Raymond Ltd.,Fabrics and garments,3.05,114.9,1.00%,0.09%,1% (Apr 2019),1% (Apr 2019),1.49 L,0.10 L,Small Cap,91.85
Star Cement Ltd.,Cement products,3.16,104.8,0.91%,0.08%,0.83% (Mar 2019),0.83% (Mar 2019),10.00 L,0.00,Small Cap,91.85
Khadim India Ltd.,Leather and leather products,0.88,101.9,0.88%,0.14%,0.88% (Apr 2019),0.88% (Apr 2019),2.55 L,0.00,Small Cap,91.85
Redington (India) Ltd.,Logistics solution provider,0.79,91.6,0.79%,0.05%,0.69% (Jan 2019),0.69% (Jan 2019),9.00 L,0.79 L,Small Cap,91.85
Sandhar Technologies Ltd.,Auto ancillaries,7.81,89.9,0.78%,0.04%,0.74% (Mar 2019),0.74% (Mar 2019),3.35 L,0.00,Small Cap,91.85
VA Tech Wabag Ltd.,"Engineering, designing, construction",6.59,85.9,0.75%,0.06%,0.69% (Dec 2018),0.69% (Dec 2018),3.00 L,10.00 k,Small Cap,91.85
Butterfly Gandhimathi Appliances Ltd.,Home appliances,0.63,73.2,0.63%,0.05%,0.63% (Apr 2019),0.63% (Apr 2019),4.15 L,0.00,Small Cap,91.85
#KPIT Engineering Ltd.,Auto ancillaries,7.81,72.6,0.63%,0.63%,0.63% (Apr 2019),0% (May 2018),7.03 L,7.03 L,Other,6.21
Asian Granito India Ltd.,Sanitary ware,0.61,70.3,0.61%,0.15%,0.56% (Jan 2019),0.56% (Jan 2019),3.68 L,0.00,Small Cap,91.85
#Neogen Chemicals Ltd.,Chemicals  speciality,0.43,50,0.43%,0.43%,0.43% (Apr 2019),0% (May 2018),2.33 L,2.33 L,Other,6.21
Hindustan DorrOliver Ltd.,"Engineering, designing, construction",6.59,0,0.00%,0.00%,0% (Sep 2018),0% (May 2018),3.76 L,0.00,Small Cap,91.85
Westlife Development Ltd.,Hotels/resorts,2.25,55.1,0.00%,0.46%,,,,,Small Cap,91.85
Ramco Systems,Computers  software,1.8,96.3,0.00%,0.81%,,,,,Small Cap,91.85
Rallis India Ltd.,Pesticides and agrochemicals,,124.1,0.00%,1.04%,,,,,Small Cap,91.85
