Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Akzo Nobel India Ltd.,Paints,0.92,232,0.92%,0.03%,0.86% (Nov 2018),0.86% (Nov 2018),1.35 L,0.00,Small Cap,9.95
Mindtree Ltd.,Computers  software,24.45,229.6,0.91%,0.04%,0.48% (Jul 2018),0% (May 2018),2.34 L,0.00,Mid Cap,18.37
Bharti Infratel Ltd.,Telecom   equipment,0.8,203.2,0.80%,0.15%,0.79% (Sep 2018),0.79% (Sep 2018),7.74 L,0.00,Large Cap,69.92
Oil India Ltd.,Oil exploration,2.63,198.4,0.79%,0.01%,0.79% (Apr 2019),0.79% (Apr 2019),10.97 L,0.00,Mid Cap,18.37
Jyothy Laboratories Ltd.,Personal care,2.85,183.7,0.73%,0.00%,0.73% (Apr 2019),0.73% (Mar 2019),10.23 L,0.00,Small Cap,9.95
Container Corporation Of India Ltd.,Logistics solution provider,0.71,179.8,0.71%,0.04%,0.69% (Aug 2018),0.69% (Aug 2018),3.65 L,0.00,Large Cap,69.92
InterGlobe Aviation Ltd.,Airlines,0.7,177.5,0.70%,0.16%,0.42% (May 2018),0.42% (May 2018),1.17 L,0.36 L,Large Cap,69.92
Tata Steel Ltd.,Steel,0.7,175.5,0.69%,0.32%,0.69% (Apr 2019),0.69% (Apr 2019),3.15 L,1.80 L,Large Cap,69.92
NLC India Ltd.,Power,3.34,169.5,0.67%,0.03%,0.64% (Feb 2019),0.64% (Feb 2019),25.83 L,0.00,Mid Cap,18.37
Sun TV Network Ltd.,Tv broadcasting & software production,0.66,155.1,0.61%,0.06%,0.58% (Jan 2019),0.58% (Jan 2019),2.70 L,0.00,Mid Cap,18.37
Engineers India Ltd.,"Engineering, designing, construction",0.6,150.6,0.60%,0.02%,0.59% (Feb 2019),0.59% (Feb 2019),13.50 L,0.00,Small Cap,9.95
Indian Energy Exchange Ltd.,Capital markets,0.56,141.6,0.56%,0.02%,0.54% (May 2018),0.54% (May 2018),8.90 L,0.10 L,Small Cap,9.95
The Jammu & Kashmir Bank Ltd.,Banks,8.4,121,0.48%,0.06%,0.3% (Nov 2018),0.3% (Nov 2018),19.92 L,0.00,Small Cap,9.95
Vardhman Textiles Ltd.,Spinningcotton/blended,0.44,111.5,0.44%,0.02%,0.36% (Aug 2018),0.36% (Aug 2018),99.00 k,0.00,Small Cap,9.95
Reliance Nippon Life Asset Management Ltd.,Other financial services,0.44,110.4,0.44%,0.02%,0.31% (Jan 2019),0.31% (Jan 2019),5.58 L,0.00,Other,0.5
Bank Of Baroda,Banks,8.4,97.6,0.39%,0.03%,0.32% (Sep 2018),0.32% (Sep 2018),8.37 L,0.00,Large Cap,69.92
ICICI Securities Ltd.,Stockbroking and allied,0.36,90.5,0.36%,0.09%,0.24% (Feb 2019),0.24% (Jan 2019),4.08 L,1.20 L,Small Cap,9.95
Bajaj Consumer Care Ltd.,Personal care,2.85,80.6,0.32%,0.02%,0.3% (Mar 2019),0% (May 2018),2.46 L,0.00,Small Cap,9.95
Exide Industries Ltd.,Batteries – automobile,0.21,52,0.21%,0.08%,0.21% (Apr 2019),0.21% (Apr 2019),2.43 L,0.90 L,Mid Cap,18.37
#Zee Entertainment Enterprises Ltd.  Preference Shares,Tv broadcasting & software production,0.66,12.9,0.05%,0.00%,0% (May 2019),0% (May 2019),24.57 L,0.00,Other,0.5
Tata Steel Ltd.  Rights,Steel,0.7,3.7,0.01%,0.00%,0.01% (Mar 2019),0.01% (Jan 2019),45.36 k,0.00,Other,0.5
