Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Ramco Industries Ltd.,Cement products,4.32,12.2,1.94%,0.05%,1.79% (Oct 2018),1.79% (Oct 2018),58.79 k,0.00,Small Cap,94.63
Thyrocare Technologies Ltd.,Healthcare service providers,1.92,12.1,1.92%,0.06%,1.9% (May 2018),1.9% (May 2018),24.60 k,0.00,Small Cap,94.63
Oriental Hotels Ltd.,Hotels/resorts,3.01,11.9,1.89%,0.01%,1.58% (Aug 2018),1.58% (Aug 2018),2.70 L,0.00,Small Cap,94.63
INOX Leisure Ltd.,"Flim production, distribution & exhibition",1.84,11.6,1.84%,0.01%,0.98% (Jul 2018),0.98% (Jul 2018),36.96 k,0.00,Small Cap,94.63
Rane Holdings Ltd.,Investment companies,1.83,11.5,1.83%,0.12%,1.61% (Jan 2019),1.61% (Jan 2019),9.52 k,0.00,Small Cap,94.63
Cyient Ltd.,It enabled services – software,1.82,11.5,1.82%,0.68%,1.82% (Apr 2019),1.82% (Apr 2019),19.44 k,6.13 k,Small Cap,94.63
Tata Elxsi Ltd.,Computers  software,2.78,11.2,1.78%,0.03%,1.74% (Mar 2019),1.74% (Mar 2019),12.02 k,0.00,Small Cap,94.63
Asian Granito India Ltd.,Sanitary ware,1.74,11,1.74%,0.39%,1.5% (Jan 2019),1.5% (Jan 2019),57.34 k,0.00,Small Cap,94.63
India Cements Ltd.,Cement,7.27,10.5,1.67%,0.07%,1.37% (Jan 2019),1.37% (Jan 2019),98.00 k,0.00,Small Cap,94.63
Khadim India Ltd.,Leather and leather products,1.62,10.2,1.62%,0.22%,1.57% (Feb 2019),1.57% (Feb 2019),25.59 k,0.00,Small Cap,94.63
KEI Industries Ltd.,Cables  electricals,1.47,9.3,1.47%,0.17%,1.01% (Oct 2018),1.01% (Oct 2018),22.76 k,2.43 k,Small Cap,94.63
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,1.44,9.1,1.44%,0.09%,1.38% (Nov 2018),0% (May 2018),4.93 k,0.00,Small Cap,94.63
Muthoot Capital Services Ltd.,Nbfc,2.09,8.9,1.41%,0.20%,1.4% (May 2018),1.4% (May 2018),11.78 k,0.00,Small Cap,94.63
Brigade Enterprises Ltd.,Residential/commercial/sez project,2.03,7.3,1.16%,0.08%,0.85% (Oct 2018),0.85% (Oct 2018),32.90 k,0.00,Small Cap,94.63
Mahindra Holidays & Resorts India Ltd.,Hotels/resorts,3.01,7,1.12%,0.04%,0.96% (Nov 2018),0.96% (Nov 2018),29.87 k,0.00,Small Cap,94.63
L G Balakrishnan & Bros Ltd.,Auto ancillaries,4.23,7,1.11%,0.01%,1.1% (Mar 2019),1.1% (Mar 2019),19.09 k,0.00,Small Cap,94.63
Astra Microwave Products Ltd.,Telecom   equipment,1.1,6.9,1.10%,0.08%,0.95% (Dec 2018),0.95% (Dec 2018),79.00 k,0.00,Small Cap,94.63
Century Plyboards India Ltd.,Plywood boards,1.07,6.8,1.07%,0.15%,0.9% (Jul 2018),0.9% (Jul 2018),38.92 k,0.00,Small Cap,94.63
Accelya Kale Solutions Limited,Computers  software,2.78,6.3,1.00%,0.04%,0.95% (Mar 2019),0% (May 2018),6.90 k,0.00,Small Cap,94.63
Ingersoll Rand (india) Ltd.,Compressors / pumps,0.99,6.3,0.99%,0.03%,0.73% (Jul 2018),0.73% (Jul 2018),10.26 k,0.00,Small Cap,94.63
Prabhat Dairy Ltd.,Consumer food,3.52,6.2,0.98%,0.04%,0.79% (Feb 2019),0.79% (Feb 2019),89.00 k,0.00,Small Cap,94.63
Ultramarine & Pigments Ltd.,Dyes and pigments,0.98,6.2,0.98%,0.03%,0.89% (Aug 2018),0.89% (Aug 2018),25.63 k,0.00,Small Cap,94.63
Indian Terrain Fashions Ltd.,Fabrics and garments,3.06,6.2,0.98%,0.04%,0.85% (Aug 2018),0.85% (Aug 2018),46.39 k,0.00,Small Cap,94.63
GNA Axles Ltd.,Auto ancillaries,4.23,6.1,0.97%,0.02%,0.81% (Jul 2018),0% (May 2018),20.03 k,0.00,Small Cap,94.63
Timken India Ltd.,Bearings,3.06,5.8,0.92%,0.01%,0.88% (Nov 2018),0.88% (Nov 2018),10.49 k,0.00,Small Cap,94.63
Mcleod Russel (India) Ltd.,Tea &  coffee,0.89,5.6,0.89%,0.30%,0.89% (Apr 2019),0.89% (Apr 2019),92.35 k,0.00,Small Cap,94.63
Capacite Infraprojects Ltd.,Residential/commercial/sez project,2.03,5.5,0.87%,0.05%,0.79% (Oct 2018),0.79% (Oct 2018),24.12 k,0.00,Small Cap,94.63
PTC India Ltd.,Power trading,0.87,5.5,0.87%,0.00%,0.87% (Apr 2019),0% (May 2018),78.76 k,0.00,Small Cap,94.63
Rallis India Ltd.,Pesticides and agrochemicals,0.86,5.4,0.86%,0.04%,0.86% (Apr 2019),0% (May 2018),36.74 k,0.00,Small Cap,94.63
West Coast Paper Mills Ltd.,Paper and paper products,0.83,5.2,0.83%,0.92%,0.83% (Apr 2019),0.83% (Apr 2019),21.28 k,0.22 L,Small Cap,94.63
HSIL Ltd.,Glass – consumer,0.82,5.2,0.82%,0.10%,0.63% (Nov 2018),0.63% (Nov 2018),19.21 k,0.00,Small Cap,94.63
DCB Bank Ltd.,Banks,3.3,5.1,0.81%,0.07%,0.54% (Jul 2018),0.54% (Jul 2018),24.16 k,0.00,Small Cap,94.63
Premier Explosives Ltd.,Explosives,0.81,5.1,0.81%,0.03%,0.59% (Sep 2018),0.59% (Sep 2018),22.57 k,0.00,Small Cap,94.63
Force Motors Ltd.,Commercial vehicles,0.76,4.8,0.76%,0.03%,0.67% (Feb 2019),0.67% (Feb 2019),2.86 k,0.00,Small Cap,94.63
Salzer Electronics Ltd.,Consumer elctronics,0.74,4.7,0.74%,0.06%,0.68% (Mar 2019),0.68% (Mar 2019),38.61 k,0.00,Small Cap,94.63
VA Tech Wabag Ltd.,"Engineering, designing, construction",10.16,4.3,0.68%,0.06%,0.6% (Dec 2018),0.6% (Dec 2018),15.00 k,0.00,Small Cap,94.63
Indostar Capital Finance Private Ltd.,Nbfc,2.09,4.3,0.68%,0.01%,0.52% (Oct 2018),0.52% (Oct 2018),10.71 k,0.00,Small Cap,94.63
INEOS Styrolution India Ltd.,Plastic products,0.68,4.3,0.68%,0.06%,0.62% (Mar 2019),0.62% (Mar 2019),7.81 k,0.00,Small Cap,94.63
R.P.P. Infra Projects Ltd.,Construction civil,0.61,3.9,0.61%,0.15%,0.47% (Feb 2019),0.47% (Feb 2019),27.26 k,0.00,Small Cap,94.63
S Chand And Company Ltd.,Printing and publishing,0.45,2.8,0.45%,0.07%,0.45% (Apr 2019),0.45% (Apr 2019),19.00 k,0.00,Small Cap,94.63
Arrow Greentech Ltd.,Packaging,0.13,0.8,0.13%,0.04%,0.13% (Apr 2019),0.13% (Apr 2019),11.61 k,2.81 k,Small Cap,94.63
