Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
SBI Life Insurance Co Ltd.,Insurance,0.86,518.3,0.86%,0.07%,0.76% (Sep 2018),0.76% (Sep 2018),8.10 L,0.00,Large Cap,84.69
Adani Ports And Special Economic Zone Ltd.,Port,0.84,502,0.84%,0.03%,0.75% (Oct 2018),0.75% (Feb 2019),12.78 L,0.00,Large Cap,84.69
Indian Energy Exchange Ltd.,Capital markets,0.83,499.4,0.83%,0.05%,0.83% (Apr 2019),0.83% (Apr 2019),31.39 L,0.35 L,Small Cap,1.62
Blue Star Ltd.,Air conditioner,0.79,475,0.79%,0.01%,0.73% (Sep 2018),0.73% (Sep 2018),7.02 L,0.00,Small Cap,1.62
Yes Bank,Banks,28.01,443,0.74%,0.47%,0.68% (Nov 2018),0.68% (Nov 2018),26.37 L,0.00,Large Cap,84.69
LIC Housing Finance Ltd.,Housing finance,3.41,433.7,0.72%,0.06%,0.66% (Sep 2018),0.66% (Oct 2018),8.73 L,0.00,Mid Cap,11.36
Cholamandalam Investment & Finance Co. Ltd.,Nbfc,1.73,412.5,0.69%,0.03%,0.66% (Jan 2019),0.66% (Jan 2019),2.97 L,0.00,Mid Cap,11.36
Cummins India Ltd.,Diesel engines,0.69,412,0.69%,0.02%,0.69% (Jul 2018),0.69% (Apr 2019),5.67 L,0.00,Mid Cap,11.36
Aurobindo Pharma Ltd.,Pharmaceuticals,5.4,406.9,0.68%,0.03%,0.68% (Apr 2019),0.68% (Apr 2019),4.97 L,0.45 L,Large Cap,84.69
United Spirits Ltd.,Brew/distilleries,0.63,378.7,0.63%,0.00%,0.63% (Mar 2019),0.63% (Mar 2019),6.75 L,0.00,Large Cap,84.69
Eicher Motors Ltd.,Commercial vehicles,0.96,366.6,0.61%,0.01%,0.54% (Jan 2019),0% (May 2018),18.00 k,0.00,Large Cap,84.69
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,1.83,281.5,0.47%,0.01%,0.44% (Dec 2018),0.44% (Nov 2018),9.00 L,0.00,Mid Cap,11.36
Tata Motors Ltd.  A Class,Commercial vehicles,0.96,209,0.35%,0.06%,0.29% (Mar 2019),0.29% (Mar 2019),20.43 L,0.00,Mid Cap,11.36
#Bharti Airtel Ltd.  Rights,Telecom  services,2.2,107.7,0.18%,0.18%,0.18% (Apr 2019),0% (May 2018),10.74 L,10.74 L,Other,0.18
MF Units,Other,,901.1,0.00%,1.51%,,,,,Other,0.18
