Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
ICICI Securities Ltd.,Stockbroking and allied,0.47,211.9,0.47%,0.02%,0.18% (Feb 2019),0.18% (Jan 2019),9.56 L,1.01 L,Small Cap,4.97
Multi Commodity Exchange Of India Ltd.,Other financial services,0.45,206.4,0.45%,0.03%,0.37% (Feb 2019),0.37% (Feb 2019),2.40 L,0.00,Small Cap,4.97
Sun TV Network Ltd.,Tv broadcasting & software production,0.41,188.6,0.41%,0.04%,0.41% (Apr 2019),0% (May 2018),3.28 L,0.00,Mid Cap,18.4
Chalet Hotels Ltd.,Hotels/resorts,0.96,151.5,0.33%,0.02%,0.31% (Jan 2019),0% (May 2018),4.71 L,0.00,Other,1.34
Sun Pharma Advanced Research Company Ltd.,Pharmaceuticals,7.43,63.6,0.14%,0.02%,0.14% (Jan 2019),0.14% (Jan 2019),3.78 L,0.00,Small Cap,4.97
#Bharti Airtel Ltd.  Rights,Telecom  services,1.6,59.3,0.13%,0.13%,0.13% (Apr 2019),0% (May 2018),5.91 L,5.91 L,Other,1.34
Modern Insulators Ltd.,Industrial equipment,0.1,44,0.10%,0.01%,0.09% (Mar 2019),0.09% (Mar 2019),10.00 L,0.00,Other,1.34
Tata Motors Ltd.  A Class,Commercial vehicles,1.4,46,0.10%,0.02%,0.08% (Mar 2019),0.08% (Mar 2019),4.50 L,0.00,Mid Cap,18.4
USG Tech Solutions Ltd.,Computers  software,13.09,1.2,0.00%,0.00%,0% (Sep 2018),0% (Aug 2018),3.54 L,0.00,Small Cap,4.97
MF Units,Other,,1702.1,0.00%,3.71%,,,,,Other,1.34
