Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Vardhman Textiles Ltd.,Spinningcotton/blended,1.57,12.7,1.57%,0.07%,1.43% (Aug 2018),1.43% (Aug 2018),11.31 k,0.00,Small Cap,11.32
Jindal Steel & Power Ltd.,Steel,1.52,12.3,1.52%,0.01%,1.22% (Jan 2019),1.22% (Jan 2019),68.99 k,0.00,Mid Cap,70.78
WABCO India Ltd.,Auto ancillaries,3.58,12.3,1.52%,0.08%,1.5% (May 2018),1.5% (May 2018),1.96 k,0.00,Mid Cap,70.78
JM Financial Ltd.,Stockbroking and allied,2.2,12.1,1.50%,0.07%,1.39% (Oct 2018),1.39% (Oct 2018),1.37 L,0.00,Small Cap,11.32
Federal Bank Ltd.,Banks,6.29,12,1.48%,0.04%,1.2% (Sep 2018),1.2% (Sep 2018),1.29 L,0.00,Mid Cap,70.78
Emami Ltd.,Personal care,1.44,11.6,1.44%,0.03%,1.44% (Apr 2019),1.44% (Apr 2019),30.06 k,0.00,Mid Cap,70.78
SundaramClayton Ltd.,Auto ancillaries,3.58,11.6,1.43%,0.02%,1.43% (Apr 2019),1.43% (Apr 2019),4.13 k,0.00,Small Cap,11.32
Bank Of Baroda,Banks,6.29,10.7,1.32%,0.12%,1.32% (Apr 2019),0% (May 2018),91.32 k,1.00,Large Cap,12.34
J.K. Cement Ltd.,Cement,6.02,9.9,1.22%,0.06%,0.98% (Oct 2018),0% (May 2018),10.95 k,0.00,Small Cap,11.32
Tata Global Beverages Ltd.,Tea &  coffee,1.19,9.6,1.19%,0.04%,1.14% (Mar 2019),1.14% (Mar 2019),45.93 k,0.00,Mid Cap,70.78
Karur Vysya Bank Ltd,Banks,6.29,6.7,0.83%,0.08%,0.75% (Mar 2019),0% (May 2018),86.67 k,0.00,Small Cap,11.32
ICICI Securities Ltd.,Stockbroking and allied,2.2,5.7,0.70%,0.05%,0.68% (Feb 2019),0% (May 2018),25.57 k,0.00,Small Cap,11.32
Motherson Sumi Systems Ltd.,Auto ancillaries,3.58,5.1,0.63%,0.01%,0.63% (Apr 2019),0.63% (Apr 2019),34.75 k,0.00,Large Cap,12.34
Sundram Fasteners Ltd.,Fastener,,8.1,0.00%,0.98%,,,,,Mid Cap,70.78
