Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Vodafone Idea Ltd.  Rights,Telecom  services,8.4,296,2.36%,1.94%,0.42% (Mar 2019),0% (May 2018),1.92 Cr,1.00 Cr,Other,2.81
GAIL (India) Ltd.,Gas transmission/marketing,2.27,284.8,2.27%,0.50%,2.27% (Apr 2019),2.27% (Apr 2019),8.00 L,2.00 L,Large Cap,65.5
Sobha Ltd.,Residential/commercial/sez project,3.28,283.4,2.26%,0.17%,1.18% (Sep 2018),1.18% (Sep 2018),5.90 L,0.00,Small Cap,18.43
Hero Motocorp Ltd.,Motor cycles/scooters,2,251.2,2.00%,0.03%,0.66% (Aug 2018),0% (May 2018),1.00 L,0.00,Large Cap,65.5
Somany Ceramics Ltd.,Sanitary ware,1.86,234,1.86%,0.02%,1.17% (Jun 2018),1.17% (Jun 2018),5.50 L,0.00,Small Cap,18.43
Tata Motors Ltd.  A Class,Commercial vehicles,1.79,225.1,1.79%,0.29%,1.5% (Mar 2019),1.5% (Mar 2019),22.00 L,0.00,Mid Cap,7.33
SpiceJet Ltd.,Airlines,1.76,221.6,1.76%,0.20%,0.41% (Jul 2018),0.41% (Jul 2018),17.00 L,3.00 L,Small Cap,18.43
Schaeffler India Ltd.,Bearings,1.5,188.7,1.50%,0.03%,1.5% (Apr 2019),1.5% (Apr 2019),35.00 k,0.00,Mid Cap,7.33
Finolex Cables Ltd.,Cables  electricals,4.42,187.9,1.50%,0.12%,1.5% (Apr 2019),0% (May 2018),4.27 L,0.00,Small Cap,18.43
National Aluminium Co. Ltd.,Aluminium,2.59,181.3,1.44%,0.55%,1.34% (May 2018),1.34% (May 2018),35.00 L,0.10 Cr,Mid Cap,7.33
Gujarat Pipavav Port Ltd.,Port,1.4,176.2,1.40%,0.18%,1.05% (Jan 2019),0% (May 2018),20.00 L,0.00,Small Cap,18.43
I T D Cementation India Ltd.,Construction civil,1.18,148.2,1.18%,0.08%,1.12% (Jun 2018),1.12% (Jun 2018),12.00 L,0.00,Small Cap,18.43
Hindalco Industries Ltd.,Aluminium,2.59,144.2,1.15%,0.01%,0.88% (Jul 2018),0% (May 2018),7.00 L,0.00,Large Cap,65.5
M M Forgings Ltd.,Castings/forgings,1.1,137.5,1.10%,0.02%,1.08% (Mar 2019),1.08% (Mar 2019),2.50 L,0.00,Small Cap,18.43
Power Grid Corporation of India Ltd.,Power transmission,1.04,130.5,1.04%,0.06%,1.04% (Apr 2019),1.04% (Apr 2019),7.00 L,0.00,Large Cap,65.5
#Purvankara Projects Ltd.,Residential/commercial/sez project,3.28,127.6,1.02%,1.02%,1.02% (Apr 2019),0% (May 2018),17.41 L,17.41 L,Small Cap,18.43
Container Corporation Of India Ltd.,Logistics solution provider,0.88,111,0.88%,0.06%,0.8% (Aug 2018),0.8% (Aug 2018),2.25 L,0.00,Large Cap,65.5
The New India Assurance Company Ltd.,Insurance,0.86,108.1,0.86%,0.05%,0.66% (Dec 2018),0% (May 2018),6.00 L,0.00,Large Cap,65.5
Punjab National Bank,Banks,32.57,93.4,0.74%,0.10%,0.58% (Sep 2018),0.58% (Sep 2018),11.00 L,0.00,Large Cap,65.5
NCC Ltd.,"Engineering, designing, construction",0.63,79.4,0.63%,0.09%,0.53% (Jan 2019),0% (May 2018),8.00 L,0.00,Small Cap,18.43
Vodafone Idea Ltd.,Telecom  services,8.4,61.8,0.49%,0.09%,0.49% (Apr 2019),0.49% (Apr 2019),40.00 L,0.00,Large Cap,65.5
#Bharti Airtel Ltd.  Rights,Telecom  services,8.4,56.9,0.45%,0.45%,0.45% (Apr 2019),0% (May 2018),5.67 L,5.67 L,Other,2.81
Hindustan Media Ventures Ltd.,Printing and publishing,0.36,45.3,0.36%,0.00%,0.36% (Feb 2019),0.36% (Feb 2019),4.00 L,0.00,Small Cap,18.43
Shree Cement Ltd.,Cement,8.53,280,0.00%,2.23%,,,,,Large Cap,65.5
