Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Indian Terrain Fashions Ltd.,Fabrics and garments,4.13,16,1.35%,0.04%,1.19% (Aug 2018),1.19% (Aug 2018),1.20 L,0.00,Small Cap,94.18
GNA Axles Ltd.,Auto ancillaries,6.52,15,1.27%,0.04%,1.27% (Apr 2019),1.27% (Apr 2019),49.33 k,0.00,Small Cap,94.18
Timken India Ltd.,Bearings,3.39,14.9,1.26%,0.02%,1.15% (Nov 2018),1.15% (Nov 2018),26.99 k,0.00,Small Cap,94.18
Taj GVK Hotels & Resorts Ltd.,Hotels/resorts,2.9,14.4,1.22%,0.03%,0.94% (Sep 2018),0.94% (Sep 2018),64.79 k,0.00,Small Cap,94.18
L G Balakrishnan & Bros Ltd.,Auto ancillaries,6.52,14,1.18%,0.00%,1.18% (Mar 2019),1.18% (Mar 2019),38.05 k,0.00,Small Cap,94.18
Cyient Ltd.,It enabled services – software,1.17,13.9,1.17%,0.15%,1.17% (Apr 2019),1.17% (Apr 2019),23.54 k,1.73 k,Small Cap,94.18
Century Plyboards India Ltd.,Plywood boards,1.14,13.5,1.14%,0.17%,0.9% (Jul 2018),0.9% (Jul 2018),77.99 k,0.00,Small Cap,94.18
#Arvind Fashions Ltd.,Industrial equipment,3.26,13,1.10%,1.10%,1.1% (Apr 2019),0% (May 2018),12.95 k,12.95 k,Other,3.26
HSIL Ltd.,Glass – consumer,1.01,11.9,1.01%,0.12%,0.78% (Nov 2018),0.78% (Nov 2018),44.00 k,0.00,Small Cap,94.18
Accelya Kale Solutions Limited,Computers  software,2.61,11.6,0.98%,0.03%,0.94% (Mar 2019),0% (May 2018),12.70 k,0.00,Small Cap,94.18
Khadim India Ltd.,Leather and leather products,0.98,11.5,0.98%,0.14%,0.95% (Feb 2019),0.95% (Feb 2019),28.88 k,0.00,Small Cap,94.18
#Muthoot Capital Services Ltd.,Nbfc,1.42,11.5,0.97%,0.97%,0.97% (Apr 2019),0% (May 2018),15.24 k,15.24 k,Small Cap,94.18
Premier Explosives Ltd.,Explosives,0.93,11.1,0.93%,0.05%,0.57% (Sep 2018),0.57% (Sep 2018),48.95 k,0.00,Small Cap,94.18
Dollar Industries Ltd.,Fabrics and garments,4.13,10.8,0.91%,0.02%,0.91% (Apr 2019),0.91% (Apr 2019),40.09 k,0.00,Small Cap,94.18
Capacite Infraprojects Ltd.,Residential/commercial/sez project,2.41,10.3,0.87%,0.04%,0.77% (Oct 2018),0.77% (Oct 2018),45.31 k,0.00,Small Cap,94.18
PTC India Ltd.,Power trading,0.87,10.2,0.87%,0.01%,0.87% (Apr 2019),0% (May 2018),1.47 L,0.00,Small Cap,94.18
DCB Bank Ltd.,Banks,3.14,9.6,0.81%,0.06%,0.55% (Jul 2018),0.55% (Jul 2018),45.09 k,0.00,Small Cap,94.18
Triveni Turbine Ltd.,Power equipment,1.46,9.5,0.80%,0.02%,0.68% (May 2018),0.68% (May 2018),90.35 k,0.00,Small Cap,94.18
West Coast Paper Mills Ltd.,Paper and paper products,0.79,9.4,0.79%,0.89%,0.79% (Apr 2019),0.79% (Apr 2019),38.27 k,0.40 L,Small Cap,94.18
Mcleod Russel (India) Ltd.,Tea &  coffee,0.76,8.9,0.76%,0.26%,0.76% (Apr 2019),0.76% (Apr 2019),1.46 L,0.00,Small Cap,94.18
INEOS Styrolution India Ltd.,Plastic products,0.74,8.8,0.74%,0.06%,0.68% (Mar 2019),0.68% (Mar 2019),16.13 k,0.00,Small Cap,94.18
Force Motors Ltd.,Commercial vehicles,0.74,8.7,0.74%,0.03%,0.65% (Feb 2019),0.65% (Feb 2019),5.18 k,0.00,Small Cap,94.18
R.P.P. Infra Projects Ltd.,Construction civil,0.67,8,0.67%,0.16%,0.51% (Feb 2019),0.51% (Feb 2019),56.01 k,0.00,Small Cap,94.18
TD Power Systems Ltd.,Power equipment,1.46,7.9,0.66%,0.05%,0.58% (Aug 2018),0.58% (Aug 2018),63.14 k,0.00,Small Cap,94.18
Ingersoll Rand (india) Ltd.,Compressors / pumps,0.66,7.8,0.66%,0.01%,0.49% (May 2018),0.49% (May 2018),12.73 k,0.00,Small Cap,94.18
CL Educate Ltd.,Education,0.57,6.8,0.57%,0.02%,0.49% (Nov 2018),0.49% (Nov 2018),56.59 k,0.00,Small Cap,94.18
Indostar Capital Finance Private Ltd.,Nbfc,1.42,5.3,0.45%,0.00%,0.35% (Oct 2018),0.35% (Oct 2018),13.36 k,0.00,Small Cap,94.18
S Chand And Company Ltd.,Printing and publishing,2.15,4.9,0.41%,0.07%,0.41% (Apr 2019),0.41% (Apr 2019),32.89 k,0.00,Small Cap,94.18
Prabhat Dairy Ltd.,Consumer food,1.89,2.7,0.22%,0.01%,0.18% (Feb 2019),0.18% (Feb 2019),38.00 k,0.00,Small Cap,94.18
Arrow Greentech Ltd.,Packaging,0.13,1.6,0.13%,0.08%,0.13% (Apr 2019),0.13% (Apr 2019),21.60 k,0.11 L,Small Cap,94.18
Clariant Chemicals (India) Ltd.,Dyes and pigments,,3.3,0.00%,0.27%,,,,,Small Cap,94.18
