Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
#Praj Industries Ltd.,"Engineering, designing, construction",7.13,66.8,2.30%,0.00%,2.63% (Nov 2017),1.77% (Aug 2017),8.32 L,0.00,Small Cap,60.06
#HSIL Ltd.,Glass – consumer,2.05,59.7,2.05%,0.00%,2.3% (Nov 2017),1.68% (Feb 2017),1.61 L,0.00,Small Cap,60.06
#Ujjivan Small Finance Bank Ltd.,Banks,2,58.1,2.00%,0.00%,0% (May 2019),0% (May 2019),1.68 L,0.00,Small Cap,60.06
#Century Plyboards India Ltd.,Plywood boards,1.91,55.5,1.91%,0.00%,4.07% (Feb 2018),3.41% (Sep 2017),1.70 L,2.63 L,Small Cap,60.06
#Khadim India Ltd.,Leather and leather products,1.68,48.9,1.68%,0.00%,0% (May 2019),0% (May 2019),66.92 k,0.00,Small Cap,60.06
#Mcleod Russel (India) Ltd.,Tea &  coffee,1.66,48.4,1.66%,0.00%,0% (May 2019),0% (May 2019),3.37 L,0.00,Small Cap,60.06
#Salzer Electronics Ltd.,Consumer elctronics,1.53,44.4,1.53%,0.00%,1.44% (Apr 2017),1.2% (Sep 2017),2.21 L,0.00,Small Cap,60.06
#Ksb Pumps Ltd.,Compressors / pumps,2.53,42.9,1.47%,0.00%,1.33% (Jan 2018),1.12% (Feb 2017),53.75 k,0.00,Small Cap,60.06
#Thyrocare Technologies Ltd.,Healthcare service providers,1.47,42.6,1.47%,0.00%,0% (May 2019),0% (May 2019),71.40 k,0.00,Small Cap,60.06
#Kennametal India Ltd.,Industrial equipment,1.27,36.9,1.27%,0.00%,1.2% (Dec 2017),0.43% (Feb 2017),52.02 k,0.00,Small Cap,60.06
#Heidelberg Cement India Ltd.,Cement,7.36,35.4,1.22%,0.00%,1.13% (Feb 2018),0.93% (Sep 2017),2.49 L,0.00,Small Cap,60.06
#Ador Welding Ltd.,Electrodes,1.14,33.1,1.14%,0.00%,2.57% (Oct 2017),1.93% (Feb 2018),88.43 k,0.68 L,Small Cap,60.06
#WPIL Ltd.,Compressors / pumps,2.53,30.8,1.06%,0.00%,1.26% (Jul 2017),0.98% (Sep 2017),60.38 k,0.00,Small Cap,60.06
#VA Tech Wabag Ltd.,"Engineering, designing, construction",7.13,28.7,0.99%,0.00%,1.24% (Mar 2017),0.92% (Feb 2018),58.46 k,0.00,Small Cap,60.06
#S Chand And Company Ltd.,Printing and publishing,0.82,23.8,0.82%,0.00%,0% (May 2019),0% (May 2019),57.97 k,0.00,Small Cap,60.06
#Arrow Greentech Ltd.,Packaging,0.69,20,0.69%,0.00%,0% (May 2019),0% (May 2019),62.09 k,0.00,Small Cap,60.06
#Dollar Industries Ltd.,Fabrics and garments,3.08,5,0.17%,0.00%,0% (May 2019),0% (May 2019),12.92 k,0.63 L,Small Cap,60.06
DCB Bank Ltd.,Banks,2,87,0.00%,2.48%,,,,,Small Cap,60.06
Power Trading Corporation of India Ltd.,Power trading,,48.4,0.00%,1.38%,,,,,Small Cap,60.06
Johnson ControlsHitachi Air Conditioning India Ltd.,Air conditioner,3.25,47.8,0.00%,1.36%,,,,,Small Cap,60.06
Minda Industries Ltd.,Auto ancillaries,,69.4,0.00%,1.98%,,,,,Small Cap,60.06
Asian Granito India Ltd.,Sanitary ware,,17.3,0.00%,0.49%,,,,,Small Cap,60.06
Navneet Publications (india) Ltd.,Printing and publishing,0.82,34.3,0.00%,0.98%,,,,,Small Cap,60.06
Take Solutions Ltd.,Computers  software,,2.1,0.00%,0.06%,,,,,Small Cap,60.06
Nrb Bearings Ltd.,Bearings,2.67,17.4,0.00%,0.50%,,,,,Small Cap,60.06
Techno Electric & Engineering Co. Ltd.,"Engineering, designing, construction",7.13,43,0.00%,1.23%,,,,,Other,0
Grindwell Norton Ltd.,Abrasives,,132.6,0.00%,3.78%,,,,,Small Cap,60.06
Subros Ltd.,Auto ancillaries,,11.4,0.00%,0.32%,,,,,Small Cap,60.06
PNC Infratech Ltd.,Construction civil,,56.7,0.00%,1.62%,,,,,Small Cap,60.06
NCC Ltd.,"Engineering, designing, construction",7.13,46.1,0.00%,1.31%,,,,,Small Cap,60.06
Repco Home Finance Ltd.,Housing finance,,36,0.00%,1.03%,,,,,Small Cap,60.06
Premier Explosives Ltd.,Explosives,,16.9,0.00%,0.48%,,,,,Small Cap,60.06
R.P.P. Infra Projects Ltd.,Construction civil,,25,0.00%,0.71%,,,,,Small Cap,60.06
