Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Cesc Ltd.,Power,2.1,128.5,2.10%,0.06%,1.97% (May 2018),1.97% (May 2018),1.83 L,0.00,Mid Cap,6.1
Cadila Healthcare Ltd.,Pharmaceuticals,6.78,126,2.06%,0.11%,2.06% (Apr 2019),2.06% (Apr 2019),3.87 L,0.00,Large Cap,78.84
J.K. Cement Ltd.,Cement,7.67,123.2,2.02%,0.11%,1.62% (Oct 2018),1.62% (Oct 2018),1.36 L,0.00,Small Cap,12.12
Indian Oil Corporation Ltd.,Refineries/marketing,7.4,118.9,1.94%,0.04%,1.79% (Nov 2018),1.79% (Nov 2018),7.52 L,0.00,Large Cap,78.84
Yes Bank,Banks,33.57,106,1.73%,1.07%,1.73% (Apr 2019),1.73% (Apr 2019),6.31 L,0.00,Large Cap,78.84
Repco Home Finance Ltd.,Housing finance,1.7,103.9,1.70%,0.16%,1.47% (Feb 2019),1.47% (Feb 2019),2.49 L,0.00,Small Cap,12.12
Tata Motors Ltd.,Passenger/utility vehicles,5.32,103.8,1.70%,0.34%,1.36% (Mar 2019),1.36% (Mar 2019),4.84 L,0.00,Large Cap,78.84
Vodafone Idea Ltd.  Rights,Telecom  services,1.87,79.7,1.30%,0.82%,0.48% (Mar 2019),0% (May 2018),51.59 L,0.00,Other,1.88
SpiceJet Ltd.,Airlines,1.24,75.7,1.24%,0.32%,0.58% (Aug 2018),0.58% (Aug 2018),5.80 L,0.00,Small Cap,12.12
Sundaram Finance Holdings Ltd.,Investment companies,3.81,47.4,0.78%,0.04%,0.78% (Apr 2019),0.78% (Apr 2019),5.94 L,0.00,Small Cap,12.12
Vodafone Idea Ltd.,Telecom  services,1.87,34.8,0.57%,0.09%,0.57% (Apr 2019),0.57% (Apr 2019),22.53 L,0.00,Large Cap,78.84
Arvind Fashions Ltd.,Industrial equipment,0.58,32.7,0.53%,0.02%,0.39% (Feb 2019),0% (May 2018),32.64 k,0.00,Other,1.88
Kalyani Investment Company Ltd.,Investment companies,3.81,22.8,0.37%,0.04%,0.33% (Mar 2019),0.33% (Mar 2019),12.80 k,0.00,Small Cap,12.12
CESC Ventures Ltd.,It enabled services,0.3,18,0.30%,0.07%,0.19% (Dec 2018),0% (May 2018),36.66 k,0.00,Small Cap,12.12
RPSG Retail Ltd.,Retailing,0.26,16,0.26%,0.02%,0.26% (Apr 2019),0% (May 2018),1.10 L,0.00,Small Cap,12.12
Arvind Ltd.,Fabrics and garments,0.22,13.6,0.22%,0.02%,0.22% (Feb 2019),0.22% (Feb 2019),1.63 L,0.00,Small Cap,12.12
The Anup Engineering Ltd.,Industrial equipment,0.58,2.8,0.05%,0.00%,0.05% (Apr 2019),0% (May 2018),6.04 k,0.00,Other,1.88
Quantum Information Ltd,It enabled services,0.3,0,0.00%,0.00%,,,,,Other,1.88
Numero Uno International Ltd.,Media & entertainment,,0,0.00%,0.00%,,,,,Other,1.88
Brillio Technologies Pvt Ltd.,It enabled services – software,4,0,0.00%,0.00%,,,,,Other,1.88
Chennai Interactive Business Services Pvt Ltd.,Media & entertainment,,0,0.00%,0.00%,,,,,Other,1.88
