Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Brigade Enterprises Ltd.,Residential/commercial/sez project,2.4,10.7,1.53%,0.12%,1.16% (Oct 2018),1.16% (Oct 2018),48.19 k,0.00,Small Cap,95.08
J.b. Chemicals & Pharmaceuticals Ltd.,Pharmaceuticals,1.52,10.6,1.52%,0.00%,1.02% (May 2018),1.02% (May 2018),30.86 k,0.00,Small Cap,95.08
PTC India Ltd.,Power trading,1.49,10.4,1.49%,0.01%,1.46% (Sep 2018),1.46% (Sep 2018),1.50 L,0.00,Small Cap,95.08
Indostar Capital Finance Private Ltd.,Nbfc,2.38,9.9,1.41%,0.01%,1.12% (Oct 2018),1.12% (Oct 2018),24.83 k,0.00,Small Cap,95.08
Rallis India Ltd.,Pesticides and agrochemicals,1.35,9.5,1.35%,0.08%,1.35% (Apr 2019),1.35% (Apr 2019),64.19 k,0.00,Small Cap,95.08
Asian Granito India Ltd.,Sanitary ware,1.31,9.2,1.31%,0.30%,1.15% (Jan 2019),1.15% (Jan 2019),48.00 k,0.00,Small Cap,95.08
Timken India Ltd.,Bearings,3.31,8.9,1.27%,0.02%,1.17% (Nov 2018),1.17% (Nov 2018),16.16 k,0.00,Small Cap,95.08
GNA Axles Ltd.,Auto ancillaries,5.26,8.7,1.24%,0.04%,1.24% (Apr 2019),1.24% (Apr 2019),28.71 k,0.00,Small Cap,95.08
Premier Explosives Ltd.,Explosives,1.2,8.4,1.20%,0.06%,0.77% (Jun 2018),0.77% (Jun 2018),37.27 k,0.00,Small Cap,95.08
Taj GVK Hotels & Resorts Ltd.,Hotels/resorts,3.06,8.4,1.20%,0.02%,0.94% (Sep 2018),0.94% (Sep 2018),37.60 k,0.00,Small Cap,95.08
Heritage Foods (india) Ltd.,Consumer food,1.19,8.3,1.19%,0.00%,1.12% (Feb 2019),1.12% (Feb 2019),16.00 k,0.00,Small Cap,95.08
HSIL Ltd.,Glass – consumer,1.16,8.1,1.16%,0.14%,0.91% (Nov 2018),0.91% (Nov 2018),30.00 k,0.00,Small Cap,95.08
Cyient Ltd.,It enabled services – software,1.16,8.1,1.16%,0.14%,1.16% (Apr 2019),1.16% (Apr 2019),13.73 k,0.95 k,Small Cap,95.08
#Arvind Fashions Ltd.,Industrial equipment,2.76,7.7,1.10%,1.10%,1.1% (Apr 2019),0% (May 2018),7.67 k,7.67 k,Other,2.76
Century Plyboards India Ltd.,Plywood boards,1.01,7.1,1.01%,0.15%,1.01% (Jan 2019),0% (May 2018),40.76 k,0.00,Small Cap,95.08
#Muthoot Capital Services Ltd.,Nbfc,2.38,6.8,0.97%,0.97%,0.97% (Apr 2019),0% (May 2018),9.03 k,9.03 k,Small Cap,95.08
Accelya Kale Solutions Limited,Computers  software,2.61,6.7,0.96%,0.04%,0.92% (Mar 2019),0% (May 2018),7.40 k,0.00,Small Cap,95.08
Indian Terrain Fashions Ltd.,Fabrics and garments,3.51,6.7,0.96%,0.03%,0.86% (Aug 2018),0.86% (Aug 2018),50.61 k,0.00,Small Cap,95.08
Khadim India Ltd.,Leather and leather products,0.95,6.7,0.95%,0.13%,0.93% (Feb 2019),0.93% (Feb 2019),16.74 k,0.00,Small Cap,95.08
Triveni Turbine Ltd.,Power equipment,1.47,6.1,0.88%,0.02%,0.76% (May 2018),0.76% (May 2018),58.39 k,0.00,Small Cap,95.08
Capacite Infraprojects Ltd.,Residential/commercial/sez project,2.4,6.1,0.87%,0.04%,0.77% (Oct 2018),0.77% (Oct 2018),26.76 k,0.00,Small Cap,95.08
West Coast Paper Mills Ltd.,Paper and paper products,0.75,5.3,0.75%,0.84%,0.75% (Apr 2019),0.75% (Apr 2019),21.53 k,0.22 L,Small Cap,95.08
Dollar Industries Ltd.,Fabrics and garments,3.51,5.1,0.73%,0.01%,0.73% (Apr 2019),0.73% (Apr 2019),19.14 k,0.00,Small Cap,95.08
Force Motors Ltd.,Commercial vehicles,0.72,5.1,0.72%,0.03%,0.09% (May 2018),0.09% (May 2018),3.00 k,0.00,Small Cap,95.08
CL Educate Ltd.,Education,0.61,4.3,0.61%,0.02%,0.53% (Nov 2018),0.53% (Nov 2018),35.91 k,0.00,Small Cap,95.08
TD Power Systems Ltd.,Power equipment,1.47,4.1,0.59%,0.05%,0.53% (Aug 2018),0.53% (Aug 2018),33.26 k,0.00,Small Cap,95.08
Mcleod Russel (India) Ltd.,Tea &  coffee,0.59,4.1,0.59%,0.20%,0.59% (Apr 2019),0.59% (Apr 2019),67.27 k,0.00,Small Cap,95.08
R.P.P. Infra Projects Ltd.,Construction civil,0.45,3.2,0.45%,0.11%,0.35% (Feb 2019),0.35% (Feb 2019),22.46 k,0.00,Small Cap,95.08
S Chand And Company Ltd.,Printing and publishing,2.14,2.9,0.42%,0.07%,0.42% (Apr 2019),0.42% (Apr 2019),19.65 k,0.00,Small Cap,95.08
Arrow Greentech Ltd.,Packaging,0.13,0.9,0.13%,0.06%,0.13% (Apr 2019),0.13% (Apr 2019),12.81 k,4.89 k,Small Cap,95.08
Gujarat Mineral Development Corporation Ltd.,Industrial minerals,,5.6,0.00%,0.76%,,,,,Small Cap,95.08
