Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Rural Electrification Corporation Limited,Financial institution,1.89,103.3,1.89%,0.03%,1.29% (Sep 2018),0% (May 2018),7.00 L,0.00,Mid Cap,26.58
Timken India Ltd.,Bearings,3.91,100.5,1.84%,0.08%,1.82% (Nov 2018),1.82% (Nov 2018),1.83 L,0.00,Small Cap,22.13
Thermax Ltd.,Industrial equipment,1.78,97.5,1.78%,0.04%,1.72% (Aug 2018),1.72% (Aug 2018),1.00 L,0.00,Mid Cap,26.58
Sadbhav Infrastructure Project Ltd.,"Engineering, designing, construction",23.56,91.3,1.67%,0.01%,1.67% (Apr 2019),1.67% (Apr 2019),10.74 L,7.00 k,Small Cap,22.13
Welspun Enterprises Ltd.,Construction civil,6.21,74.2,1.36%,0.10%,1.26% (Mar 2019),1.26% (Mar 2019),6.60 L,0.00,Small Cap,22.13
Cummins India Ltd.,Diesel engines,1.33,72.7,1.33%,0.01%,1.12% (May 2018),1.12% (May 2018),1.00 L,0.00,Mid Cap,26.58
InterGlobe Aviation Ltd.,Airlines,1.25,68.3,1.25%,0.10%,1.14% (Aug 2018),0% (May 2018),45.00 k,0.00,Large Cap,47.63
Chalet Hotels Ltd.,Hotels/resorts,1.24,67.6,1.24%,0.03%,1.15% (Feb 2019),0% (May 2018),2.10 L,0.00,Other,1.45
Brigade Enterprises Ltd.,Residential/commercial/sez project,1.21,66.1,1.21%,0.13%,0.92% (Oct 2018),0.92% (Oct 2018),2.98 L,0.00,Small Cap,22.13
Ador Welding Ltd.,Electrodes,1.07,58.6,1.07%,0.04%,0.96% (Jun 2018),0.96% (Jun 2018),1.80 L,0.00,Small Cap,22.13
Bharti Airtel Ltd.,Telecom  services,1.18,52.9,0.97%,0.02%,0.94% (Dec 2018),0% (May 2018),1.65 L,0.00,Large Cap,47.63
Ratnamani Metals & Tubes Ltd.,Steel products,0.52,28.5,0.52%,0.00%,0.47% (Aug 2018),0.47% (Aug 2018),32.00 k,0.00,Small Cap,22.13
#Bharti Airtel Ltd.  Rights,Telecom  services,1.18,11.6,0.21%,0.21%,0.21% (Apr 2019),0% (May 2018),46.79 k,46.79 k,Other,1.45
Container Corporation Of India Ltd.,Logistics solution provider,,103.1,0.00%,1.84%,,,,,Large Cap,47.63
Indraprastha Gas Ltd.,Lpg/cng/png/lng supplier,,45.8,0.00%,0.82%,,,,,Mid Cap,26.58
