Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Tata Global Beverages Ltd.,Tea &  coffee,1.6,87.9,1.60%,0.05%,1.54% (Feb 2019),1.54% (Feb 2019),4.20 L,0.00,Mid Cap,30.61
Schaeffler India Ltd.,Bearings,1.57,86.3,1.57%,0.02%,1.57% (Jul 2018),1.57% (Jul 2018),16.00 k,0.00,Mid Cap,30.61
UPL Ltd.,Pesticides and agrochemicals,2.85,82.4,1.50%,0.03%,1.02% (Jul 2018),1.02% (Jul 2018),85.00 k,0.00,Large Cap,55.13
Thermax Ltd.,Industrial equipment,1.45,79.6,1.45%,0.02%,1.43% (Mar 2019),1.43% (Mar 2019),81.70 k,0.00,Mid Cap,30.61
Hero Motocorp Ltd.,Motor cycles/scooters,1.43,78.6,1.43%,0.01%,1.43% (Apr 2019),1.43% (Apr 2019),31.30 k,0.00,Large Cap,55.13
Havells India Ltd.,Consumer elctronics,1.41,77.5,1.41%,0.02%,1.08% (May 2018),1.08% (May 2018),1.00 L,0.00,Large Cap,55.13
Amara Raja Batteries Limited,Batteries – automobile,1.41,77.4,1.41%,0.11%,1.33% (Jun 2018),1.33% (Jun 2018),1.17 L,0.00,Mid Cap,30.61
Castrol (india) Ltd.,Lubricants,1.4,77.1,1.40%,0.11%,1.4% (Dec 2018),1.4% (Dec 2018),5.05 L,0.00,Mid Cap,30.61
Nestle India Ltd.,Consumer food,5.45,76.3,1.39%,0.00%,1.34% (Sep 2018),1.34% (Sep 2018),7.00 k,0.00,Large Cap,55.13
Rallis India Ltd.,Pesticides and agrochemicals,2.85,74.3,1.35%,0.13%,1.35% (Apr 2019),1.35% (Apr 2019),5.02 L,0.00,Small Cap,8.98
Whirlpool Of India Ltd.,Home appliances,2.32,70.2,1.28%,0.10%,1.28% (Apr 2019),1.28% (Apr 2019),50.40 k,0.00,Mid Cap,30.61
Mayur Uniquoters Limited,Textiles,1.22,66.7,1.22%,0.04%,1.22% (Apr 2019),1.22% (Apr 2019),2.00 L,0.00,Small Cap,8.98
Bajaj Electricals Ltd.,Home appliances,2.32,57.2,1.04%,0.03%,0.86% (Feb 2019),0.86% (Feb 2019),1.00 L,0.00,Small Cap,8.98
NCC Ltd.,"Engineering, designing, construction",2.66,55.6,1.01%,0.13%,0.8% (Sep 2018),0.8% (Sep 2018),5.60 L,0.00,Small Cap,8.98
ABB India Ltd.,Power equipment,2.93,51.8,0.94%,0.11%,0.8% (Jul 2018),0.8% (Jul 2018),35.00 k,0.00,Large Cap,55.13
Associated Cement Companies Ltd.,Cement,5.25,49,0.89%,0.01%,0.8% (Jun 2018),0.8% (Jun 2018),30.00 k,0.00,Mid Cap,30.61
Apollo Tyres Limited,Tyres & allied,0.75,41.2,0.75%,0.05%,0.75% (Apr 2019),0.75% (Apr 2019),2.00 L,0.00,Mid Cap,30.61
Tata Chemicals Ltd.,Chemicals  inorganic,0.74,40.4,0.74%,0.01%,0.74% (Apr 2019),0.74% (Apr 2019),70.00 k,0.00,Mid Cap,30.61
JMC Projects (India) Ltd.,Construction civil,0.64,35.4,0.64%,0.03%,0.46% (Sep 2018),0.46% (Sep 2018),3.13 L,0.00,Small Cap,8.98
Tata Elxsi Ltd.,Computers  software,3.42,33.5,0.61%,0.02%,0.6% (Jan 2019),0.6% (Jan 2019),36.00 k,0.00,Small Cap,8.98
Grindwell Norton Ltd.,Abrasives,3.11,30.4,0.55%,0.01%,0.47% (Nov 2018),0.47% (Nov 2018),50.00 k,0.00,Small Cap,8.98
NIIT Ltd,It education,,23.5,0.00%,0.42%,,,,,Small Cap,8.98
Finolex Cables Ltd.,Cables  electricals,,76.7,0.00%,1.39%,,,,,Small Cap,8.98
Motherson Sumi Systems Ltd.,Auto ancillaries,2.28,33.7,0.00%,0.61%,,,,,Large Cap,55.13
Aurobindo Pharma Ltd.,Pharmaceuticals,1.63,62.7,0.00%,1.13%,,,,,Large Cap,55.13
