Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Vedanta Ltd.,Copper & copper products,1.14,93.6,1.14%,0.09%,1.14% (Apr 2019),1.14% (Apr 2019),5.61 L,0.00,Large Cap,51.88
Bharti Airtel Ltd.,Telecom  services,1.17,88.3,1.07%,0.02%,0.9% (Oct 2018),0.9% (Oct 2018),2.76 L,0.00,Large Cap,51.88
LIC Housing Finance Ltd.,Housing finance,3.83,87,1.05%,0.06%,0.46% (Sep 2018),0.46% (Sep 2018),1.75 L,0.00,Mid Cap,9.9
Multi Commodity Exchange Of India Ltd.,Other financial services,1.31,83.5,1.01%,0.08%,0.74% (Sep 2018),0.74% (Sep 2018),97.17 k,0.00,Small Cap,4.74
Federal Bank Ltd.,Banks,13.94,82.5,1.00%,0.02%,0.7% (Sep 2018),0.7% (Sep 2018),8.89 L,0.00,Mid Cap,9.9
NMDC LTD,Industrial minerals,0.99,81.5,0.99%,0.02%,0.55% (Jul 2018),0.55% (Jul 2018),8.11 L,0.00,Large Cap,51.88
Petronet LNG Ltd.,Lpg/cng/png/lng supplier,0.95,78.4,0.95%,0.02%,0.51% (Dec 2018),0% (May 2018),3.25 L,0.00,Large Cap,51.88
Cesc Ltd.,Power,5.31,75.1,0.91%,0.02%,0.79% (Sep 2018),0.79% (Sep 2018),1.07 L,0.00,Mid Cap,9.9
Mahindra & Mahindra Financial Services Ltd.,Nbfc,1.41,72,0.87%,0.03%,0.8% (Sep 2018),0.8% (Sep 2018),1.80 L,0.00,Mid Cap,9.9
GAIL (India) Ltd.,Gas transmission/marketing,0.87,72,0.87%,0.04%,0.73% (Jun 2018),0.73% (May 2018),2.02 L,0.00,Large Cap,51.88
Torrent Power Ltd.,Power,5.31,70.1,0.85%,0.00%,0.1% (Sep 2018),0.1% (Sep 2018),2.77 L,0.00,Mid Cap,9.9
NIIT Techonologies Ltd.,Computers  software,5.92,70.1,0.85%,0.00%,0.85% (Apr 2019),0.85% (Apr 2019),54.17 k,0.00,Small Cap,4.74
Tata Motors Ltd.  A Class,Commercial vehicles,0.81,66.4,0.81%,0.15%,0.66% (Mar 2019),0.66% (Mar 2019),6.49 L,0.00,Mid Cap,9.9
Castrol (india) Ltd.,Lubricants,0.81,67.1,0.81%,0.06%,0.7% (Sep 2018),0.7% (Sep 2018),4.40 L,0.00,Mid Cap,9.9
Hero Motocorp Ltd.,Motor cycles/scooters,0.76,62.8,0.76%,0.00%,0.76% (Jan 2019),0% (May 2018),25.00 k,0.00,Large Cap,51.88
Bank Of Baroda,Banks,13.94,58.3,0.71%,0.05%,0.55% (Sep 2018),0.55% (Sep 2018),5.00 L,0.00,Large Cap,51.88
Lupin Ltd.,Pharmaceuticals,7.15,56.7,0.69%,0.12%,0.57% (Mar 2019),0% (May 2018),65.00 k,0.00,Large Cap,51.88
Tata Power Co. Ltd.,Power,5.31,54.9,0.67%,0.04%,0.59% (Sep 2018),0.59% (Sep 2018),8.10 L,0.00,Mid Cap,9.9
Nava Bharat Ventures Ltd.,Power,5.31,51.2,0.62%,0.00%,0.61% (Feb 2019),0.61% (Feb 2019),5.03 L,0.00,Small Cap,4.74
Sun TV Network Ltd.,Tv broadcasting & software production,0.56,45.9,0.56%,0.04%,0.5% (Jan 2019),0% (May 2018),80.00 k,0.00,Mid Cap,9.9
Mindtree Ltd.,Computers  software,5.92,46.5,0.56%,0.03%,0.53% (Mar 2019),0% (May 2018),47.38 k,0.00,Mid Cap,9.9
Sundaram Finance Limited,Nbfc,1.41,44.8,0.54%,0.03%,0.49% (Jul 2018),0.49% (Jul 2018),31.00 k,0.00,Mid Cap,9.9
Apollo Tyres Limited,Tyres & allied,0.52,43,0.52%,0.03%,0.49% (Sep 2018),0.49% (Sep 2018),2.09 L,0.00,Mid Cap,9.9
Mphasis Ltd.,Computers  software,5.92,37,0.45%,0.00%,0.45% (Apr 2019),0.45% (Mar 2019),38.18 k,0.00,Mid Cap,9.9
Max India Ltd.,Healthcare service providers,0.43,35.2,0.43%,0.02%,0.34% (Nov 2018),0.34% (Nov 2018),5.00 L,0.00,Small Cap,4.74
Yes Bank,Banks,13.94,33.6,0.41%,0.24%,0.41% (Apr 2019),0% (May 2018),2.00 L,0.00,Large Cap,51.88
Punjab National Bank,Banks,13.94,25.3,0.31%,0.03%,0.2% (Sep 2018),0.2% (Sep 2018),2.98 L,0.00,Large Cap,51.88
#Cholamandalam Financial Holdings Ltd.,Other financial services,1.31,24.5,0.30%,0.00%,0.25% (Jan 2019),0% (May 2018),47.50 k,0.00,Mid Cap,9.9
Deccan Cements Ltd.,Cement,1.5,10,0.12%,0.00%,0.1% (Oct 2018),0.1% (Oct 2018),25.00 k,0.00,Small Cap,4.74
#Bharti Airtel Ltd.  Rights,Telecom  services,1.17,7.8,0.10%,0.10%,0.1% (Apr 2019),0% (May 2018),78.14 k,78.14 k,Other,0.11
Tata Steel Ltd.  Rights,Steel,1.35,0.7,0.01%,0.00%,0% (Feb 2019),0% (Feb 2019),8.39 k,0.00,Other,0.11
