Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Phoenix Mills Ltd.,Residential/commercial/sez project,2.22,396.9,0.69%,0.19%,0.69% (Apr 2019),0.69% (Apr 2019),6.61 L,1.30 L,Mid Cap,16.19
#Tata Steel Ltd.,Steel,0.68,390,0.68%,0.00%,0.68% (Apr 2019),0% (May 2018),7.00 L,7.00 L,Large Cap,46.79
DCM Shriram Ltd.,Diversified,0.67,384.7,0.67%,0.06%,0.14% (May 2018),0.14% (May 2018),8.85 L,12.67 k,Small Cap,7.34
Torrent Power Ltd.,Power,5.44,371.6,0.65%,0.01%,0.62% (Feb 2019),0.62% (Feb 2019),14.67 L,0.00,Mid Cap,16.19
#Cholamandalam Financial Holdings Ltd.,Other financial services,1.49,374.4,0.65%,0.00%,0.65% (Apr 2019),0.65% (Apr 2019),7.25 L,2.20 L,Mid Cap,16.19
Nava Bharat Ventures Ltd.,Power,5.44,357.6,0.62%,0.01%,0.6% (Sep 2018),0.6% (Sep 2018),35.09 L,0.00,Small Cap,7.34
NLC India Ltd.,Power,5.44,359.4,0.62%,0.02%,0.58% (Feb 2019),0.58% (Feb 2019),54.79 L,0.00,Mid Cap,16.19
Larsen & Toubro Infotech Ltd.,Computers  software,7.85,344.4,0.60%,0.03%,0.57% (Mar 2019),0.57% (Mar 2019),2.01 L,0.00,Large Cap,46.79
NIIT Techonologies Ltd.,Computers  software,7.85,346.4,0.60%,0.23%,0.6% (Apr 2019),0.6% (Apr 2019),2.68 L,1.04 L,Small Cap,7.34
Atul Ltd.,Chemicals  speciality,0.56,319.8,0.56%,0.02%,0.47% (Jun 2018),0.47% (Jun 2018),93.33 k,3.43 k,Mid Cap,16.19
Sun TV Network Ltd.,Tv broadcasting & software production,0.55,318.7,0.55%,0.04%,0.18% (Jan 2019),0% (May 2018),5.55 L,0.00,Mid Cap,16.19
Max India Ltd.,Healthcare service providers,0.54,308.8,0.54%,0.04%,0.44% (Nov 2018),0.44% (Nov 2018),43.93 L,0.00,Small Cap,7.34
SP Apparels Ltd.,Fabrics and garments,0.53,304,0.53%,0.02%,0.4% (Dec 2018),0.4% (Dec 2018),10.10 L,0.00,Small Cap,7.34
Sundaram Finance Limited,Nbfc,2.57,302.4,0.52%,0.03%,0.52% (Apr 2019),0.52% (Apr 2019),2.09 L,0.00,Mid Cap,16.19
NIIT Ltd,It education,0.44,252.8,0.44%,0.07%,0.34% (Feb 2019),0.34% (Feb 2019),23.95 L,0.46 L,Small Cap,7.34
Muthoot Finance Pvt. Ltd.,Nbfc,2.57,238.8,0.41%,0.00%,0.34% (Dec 2018),0% (May 2018),4.00 L,0.00,Mid Cap,16.19
Satin Creditcare Network Ltd.,Nbfc,2.57,219.5,0.38%,0.09%,0.21% (Jun 2018),0.21% (Jun 2018),6.66 L,1.00 L,Small Cap,7.34
Cipla Ltd.,Pharmaceuticals,6.01,210.1,0.36%,0.28%,0.36% (Apr 2019),0.36% (Apr 2019),3.72 L,3.50 L,Large Cap,46.79
#Piramal Enterprises Ltd.,Pharmaceuticals,6.01,204.6,0.36%,0.00%,0% (Jun 2018),0% (May 2018),86.64 k,86.64 k,Large Cap,46.79
Aditya Birla Capital Ltd.,Nbfc,2.57,203.5,0.35%,0.01%,0.33% (Feb 2019),0% (May 2018),20.82 L,0.00,Mid Cap,16.19
Deccan Cements Ltd.,Cement,1.89,149.5,0.26%,0.00%,0.23% (Oct 2018),0.23% (Oct 2018),3.73 L,0.00,Small Cap,7.34
#Bharti Airtel Ltd.  Rights,Telecom  services,1.45,76.2,0.13%,0.13%,0.13% (Apr 2019),0% (May 2018),7.60 L,7.60 L,Other,0.13
Max Financial Services Ltd.,Nbfc,2.57,41.8,0.07%,0.00%,0.07% (Mar 2019),0% (May 2018),1.00 L,0.00,Mid Cap,16.19
Tata Steel Ltd.  Rights,Steel,0.68,2.3,0.00%,0.00%,0% (Feb 2019),0% (Feb 2019),27.95 k,0.00,Other,0.13
Piramal Enterprises Ltd.  Rights,Pharmaceuticals,6.01,1.4,0.00%,0.00%,,,,,Other,0.13
