Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
PSP Projects Ltd.,Construction civil,,8.8,0.00%,0.36%,,,,,Small Cap,42.73
NCC Ltd.,"Engineering, designing, construction",5.1,36.4,0.00%,1.50%,,,,,Small Cap,42.73
Premier Explosives Ltd.,Explosives,,2.2,0.00%,0.09%,,,,,Small Cap,42.73
VGuard Industries Ltd.,Industrial electronics,,86.4,0.00%,3.56%,,,,,Small Cap,42.73
Mcleod Russel (India) Ltd.,Tea &  coffee,,38.2,0.00%,1.57%,,,,,Small Cap,42.73
I T D Cementation India Ltd.,Construction civil,,6,0.00%,0.25%,,,,,Small Cap,42.73
Capacite Infraprojects Ltd.,Residential/commercial/sez project,,24.4,0.00%,1.01%,,,,,Small Cap,42.73
Gateway Distriparks Ltd.,Logistics solution provider,,17.2,0.00%,0.71%,,,,,Small Cap,42.73
Nrb Bearings Ltd.,Bearings,3.04,23.8,0.00%,0.98%,,,,,Small Cap,42.73
Techno Electric & Engineering Co. Ltd.,"Engineering, designing, construction",5.1,6.1,0.00%,0.25%,,,,,Other,0
Himatsingka Seide Ltd.,Fabrics and garments,0.73,67.2,0.00%,2.77%,,,,,Small Cap,42.73
Grindwell Norton Ltd.,Abrasives,,89,0.00%,3.67%,,,,,Small Cap,42.73
Heritage Foods (india) Ltd.,Consumer food,,76,0.00%,3.13%,,,,,Small Cap,42.73
Heidelberg Cement India Ltd.,Cement,2.9,25.9,0.00%,1.07%,,,,,Small Cap,42.73
Clariant Chemicals (India) Ltd.,Dyes and pigments,,13.6,0.00%,0.56%,,,,,Small Cap,42.73
Century Plyboards India Ltd.,Plywood boards,,92.9,0.00%,3.83%,,,,,Small Cap,42.73
Subros Ltd.,Auto ancillaries,,47.6,0.00%,1.96%,,,,,Small Cap,42.73
Arrow Greentech Ltd.,Packaging,,19.1,0.00%,0.78%,,,,,Small Cap,42.73
KEI Industries Ltd.,Cables  electricals,,23.2,0.00%,0.96%,,,,,Small Cap,42.73
R.P.P. Infra Projects Ltd.,Construction civil,,17.2,0.00%,0.71%,,,,,Small Cap,42.73
