Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Tata Chemicals Ltd.,Chemicals  inorganic,0.66,16.6,0.66%,0.02%,0.66% (Apr 2019),0.66% (Apr 2019),28.74 k,0.00,Mid Cap,9.54
KNR Constructions,Construction civil,0.64,16.1,0.64%,0.11%,0.44% (Feb 2019),0% (May 2018),66.88 k,16.88 k,Small Cap,7.32
The Ramco Cements Ltd.,Cement,1.19,16,0.64%,0.03%,0.61% (Feb 2019),0.61% (Mar 2019),20.67 k,0.00,Mid Cap,9.54
Indian Oil Corporation Ltd.,Refineries/marketing,8.01,15.8,0.63%,0.03%,0.6% (Aug 2018),0% (May 2018),1.00 L,0.00,Large Cap,79.52
Lupin Ltd.,Pharmaceuticals,4.61,15.7,0.63%,0.09%,0.54% (Mar 2019),0% (May 2018),18.00 k,0.00,Large Cap,79.52
Carborundum Universal Ltd.,Abrasives,0.61,15.3,0.61%,0.10%,0.19% (Dec 2018),0% (May 2018),42.58 k,0.00,Small Cap,7.32
Aditya Birla Fashion and Retail Ltd.,Retailing,1.05,15.1,0.60%,0.02%,0.6% (Apr 2019),0% (May 2018),70.00 k,0.00,Mid Cap,9.54
Alembic Pharmaceuticals Ltd.,Pharmaceuticals,4.61,15.1,0.60%,0.09%,0.6% (Apr 2019),0% (May 2018),27.00 k,5.00 k,Mid Cap,9.54
Container Corporation Of India Ltd.,Logistics solution provider,0.71,14.3,0.57%,0.04%,0.57% (Apr 2019),0.57% (Apr 2019),29.00 k,0.00,Large Cap,79.52
Ultratech Cement Ltd.,Cement,1.19,13.9,0.55%,0.07%,0.48% (Mar 2019),0% (May 2018),3.00 k,0.00,Large Cap,79.52
Pi Industries Ltd.,Pesticides and agrochemicals,0.75,13.6,0.54%,0.00%,0.53% (Feb 2019),0% (May 2018),13.00 k,0.00,Mid Cap,9.54
Tata Steel Ltd.,Steel,0.53,13.4,0.53%,0.03%,0.5% (Mar 2019),0% (May 2018),24.00 k,0.00,Large Cap,79.52
TCNS Clothing Company Ltd.,Fabrics and garments,0.98,13.1,0.52%,0.01%,0.52% (Apr 2019),0% (May 2018),15.92 k,0.00,Small Cap,7.32
Heritage Foods (india) Ltd.,Consumer food,3.33,12.7,0.51%,0.02%,0.49% (Feb 2019),0.49% (Feb 2019),24.37 k,0.00,Small Cap,7.32
Minda Industries Ltd.,Auto ancillaries,0.51,12.7,0.51%,0.05%,0.46% (Mar 2019),0% (May 2018),35.00 k,0.00,Small Cap,7.32
#Gruh Finance Ltd.,Housing finance,3.75,12.7,0.51%,0.51%,0.41% (Feb 2019),0% (May 2018),40.00 k,40.00 k,Mid Cap,9.54
Cipla Ltd.,Pharmaceuticals,4.61,12.4,0.50%,0.03%,0.47% (Mar 2019),0% (May 2018),22.00 k,0.00,Large Cap,79.52
GAIL (India) Ltd.,Gas transmission/marketing,0.5,12.5,0.50%,0.20%,0.5% (Apr 2019),0.5% (Apr 2019),35.00 k,0.15 L,Large Cap,79.52
PVR Ltd.,"Flim production, distribution & exhibition",0.5,12.4,0.50%,0.03%,0.47% (Mar 2019),0% (May 2018),7.00 k,0.00,Small Cap,7.32
Hindalco Industries Ltd.,Aluminium,0.49,12.4,0.49%,0.01%,0.49% (Apr 2019),0% (May 2018),60.00 k,0.00,Large Cap,79.52
Tata Elxsi Ltd.,Computers  software,11.36,12.1,0.48%,0.03%,0.48% (Apr 2019),0% (May 2018),13.00 k,0.00,Small Cap,7.32
Colgate  Palmolive (India) Limited,Personal care,0.48,12.1,0.48%,0.03%,0.48% (Apr 2019),0% (May 2018),10.00 k,0.00,Large Cap,79.52
NMDC LTD,Industrial minerals,1.44,12.1,0.48%,0.03%,0.48% (Apr 2019),0% (May 2018),1.20 L,0.00,Large Cap,79.52
Balkrishna Industries Ltd.,Tyres & allied,0.48,11.9,0.48%,0.04%,0.48% (Apr 2019),0% (May 2018),13.00 k,0.00,Mid Cap,9.54
#Teamlease Services Ltd.,Diversified commercial services,0.47,11.9,0.47%,0.47%,0.47% (Apr 2019),0% (May 2018),4.00 k,4.00 k,Small Cap,7.32
#SBI Life Insurance Co Ltd.,Insurance,0.46,11.5,0.46%,0.46%,0.46% (Apr 2019),0% (May 2018),18.00 k,18.00 k,Large Cap,79.52
Page Industries Ltd.,Fabrics and garments,0.98,11.6,0.46%,0.04%,0.46% (Apr 2019),0% (May 2018),500.00,0.00,Large Cap,79.52
VMart Retail Ltd.,Retailing,1.05,11.1,0.45%,0.01%,0.44% (Mar 2019),0% (May 2018),4.00 k,0.00,Small Cap,7.32
Bharti Infratel Ltd.,Telecom   equipment,0.42,10.5,0.42%,0.09%,0.42% (Apr 2019),0% (May 2018),40.00 k,0.00,Large Cap,79.52
IRCON International Limited,Construction projects,0.42,10.4,0.42%,0.00%,0.42% (Apr 2019),0% (May 2018),26.14 k,0.00,Small Cap,7.32
Dhanuka Agritech Ltd.,Pesticides and agrochemicals,0.75,5.2,0.21%,0.14%,0.21% (Apr 2019),0% (May 2018),14.00 k,8.23 k,Small Cap,7.32
Mahindra Logistics Ltd.,Logistics solution provider,0.71,2.8,0.11%,0.41%,0.11% (Apr 2019),0% (May 2018),5.19 k,0.19 L,Small Cap,7.32
#Bharti Airtel Ltd.  Rights,Telecom  services,0.74,1.3,0.05%,0.05%,0.05% (Apr 2019),0% (May 2018),15.31 k,15.31 k,Other,0.05
#TCI Express Ltd.,Logistics solution provider,0.71,0.9,0.03%,0.03%,0.03% (Apr 2019),0% (May 2018),1.29 k,1.29 k,Small Cap,7.32
Hindustan Unilever Ltd.,Diversified,,58.9,0.00%,2.38%,,,,,Large Cap,79.52
Cochin Shipyard Ltd.,Ship building & allied services,,10.9,0.00%,0.44%,,,,,Small Cap,7.32
RITES Ltd.,"Engineering, designing, construction",2.24,12.5,0.00%,0.50%,,,,,Small Cap,7.32
Reliance Nippon Life Asset Management Ltd.,Other financial services,,13.4,0.00%,0.54%,,,,,Other,0.05
