Stock Invested in ,Sector ,Sector Total ,Value(Cr) ,% of Total Holdings ,1M Change ,1Y Highest Holding ,1Y Lowest Holding ,Quantity ,1M Change in Qty ,M-Cap ,GroupName 
Mahindra CIE Automotive Ltd.,Castings/forgings,3.88,657.4,1.78%,0.04%,1.54% (May 2018),1.54% (May 2018),28.88 L,54.42 k,Mid Cap,67.68
Engineers India Ltd.,"Engineering, designing, construction",5.07,641.4,1.74%,0.02%,1.74% (Apr 2019),1.74% (Feb 2019),57.50 L,0.00,Small Cap,19.35
Muthoot Finance Pvt. Ltd.,Nbfc,8.98,619.7,1.68%,0.01%,0.95% (Sep 2018),0% (May 2018),10.38 L,0.00,Mid Cap,67.68
WABCO India Ltd.,Auto ancillaries,2.48,615.1,1.67%,0.04%,1.6% (Jul 2018),1.6% (Jul 2018),98.30 k,0.00,Mid Cap,67.68
Cholamandalam Investment & Finance Co. Ltd.,Nbfc,8.98,589.4,1.60%,0.01%,1.38% (Sep 2018),1.38% (Sep 2018),4.24 L,0.00,Mid Cap,67.68
Canara Bank,Banks,5.74,566.5,1.54%,0.12%,1.19% (May 2018),1.19% (May 2018),21.75 L,0.00,Mid Cap,67.68
Castrol (india) Ltd.,Lubricants,1.54,568.1,1.54%,0.08%,1.46% (Aug 2018),1.46% (Aug 2018),37.23 L,0.00,Mid Cap,67.68
Bharat Forge Ltd.,Castings/forgings,3.88,516.5,1.40%,0.07%,1.4% (Apr 2019),1.4% (Apr 2019),10.94 L,0.00,Mid Cap,67.68
Thermax Ltd.,Industrial equipment,1.31,482.5,1.31%,0.05%,1.14% (Aug 2018),1.14% (Aug 2018),4.95 L,0.00,Mid Cap,67.68
Container Corporation Of India Ltd.,Logistics solution provider,1.22,451.5,1.22%,0.04%,1.22% (Apr 2019),1.22% (Apr 2019),9.15 L,0.00,Large Cap,8.44
Max Financial Services Ltd.,Nbfc,8.98,436.2,1.18%,0.01%,0.25% (Aug 2018),0% (May 2018),10.44 L,0.00,Mid Cap,67.68
GE T&D India Ltd.,Power equipment,3.47,434.3,1.18%,0.05%,1.06% (Nov 2018),1.06% (Nov 2018),17.03 L,0.00,Small Cap,19.35
United Spirits Ltd.,Brew/distilleries,1.18,436,1.18%,0.05%,1.13% (Sep 2018),1.13% (Mar 2019),7.77 L,0.00,Large Cap,8.44
Voltamp Transformers Ltd.,Power equipment,3.47,425.6,1.15%,0.03%,0.85% (Oct 2018),0.85% (Oct 2018),3.73 L,0.00,Small Cap,19.35
Gujarat Fluorochemicals Ltd.,Power equipment,3.47,419.8,1.14%,0.03%,1.03% (Feb 2019),1.03% (Feb 2019),4.03 L,0.00,Mid Cap,67.68
#Cholamandalam Financial Holdings Ltd.,Other financial services,1.65,396.1,1.07%,0.00%,0.95% (Oct 2018),0.95% (Feb 2019),7.67 L,0.00,Mid Cap,67.68
LIC Housing Finance Ltd.,Housing finance,1.05,386.2,1.05%,0.03%,0.97% (Jan 2019),0% (May 2018),7.77 L,0.00,Mid Cap,67.68
Praj Industries Ltd.,"Engineering, designing, construction",5.07,372.9,1.01%,0.05%,0.13% (Nov 2018),0% (May 2018),27.27 L,1.23 L,Small Cap,19.35
Sun TV Network Ltd.,Tv broadcasting & software production,0.97,357.1,0.97%,0.05%,0.48% (Nov 2018),0% (May 2018),6.22 L,0.00,Mid Cap,67.68
IFB Industries Ltd,Home appliances,0.97,356.4,0.97%,0.04%,0.88% (Dec 2018),0.88% (Dec 2018),3.94 L,0.00,Small Cap,19.35
Shriram Transport Finance Co. Ltd.,Nbfc,8.98,349.6,0.95%,0.10%,0.89% (Jan 2019),0% (May 2018),3.15 L,0.00,Mid Cap,67.68
LaOpala RG Ltd.,Glass – consumer,0.83,306.5,0.83%,0.01%,0.82% (Feb 2019),0.82% (Feb 2019),14.86 L,0.00,Small Cap,19.35
Karur Vysya Bank Ltd,Banks,5.74,300.4,0.81%,0.09%,0.72% (Mar 2019),0.72% (Mar 2019),38.81 L,0.00,Small Cap,19.35
Wonderla Holidays Ltd.,Other recreational activities,0.72,266.4,0.72%,0.04%,0.6% (Oct 2018),0.6% (Oct 2018),8.40 L,0.00,Small Cap,19.35
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,3.88,261,0.71%,0.03%,0.29% (Jul 2018),0% (May 2018),1.46 L,0.00,Large Cap,8.44
AIA Engineering Ltd.,Castings/forgings,3.88,257.8,0.70%,0.03%,0.47% (May 2018),0.47% (May 2018),1.42 L,0.00,Mid Cap,67.68
EIDParry (India) Ltd.,Fertiliserscomposite,2.63,256.2,0.69%,0.02%,0.69% (Apr 2019),0.69% (Apr 2019),13.23 L,0.00,Small Cap,19.35
Sun Pharma Advanced Research Company Ltd.,Pharmaceuticals,3.88,252.7,0.68%,0.07%,0.66% (Jan 2019),0.66% (Jan 2019),15.03 L,0.00,Small Cap,19.35
Ujjivan Small Finance Bank Ltd.,Banks,5.74,251.1,0.68%,0.02%,0.46% (Nov 2018),0.46% (Oct 2018),7.73 L,0.00,Small Cap,19.35
Navneet Publications (india) Ltd.,Printing and publishing,0.63,232.2,0.63%,0.04%,0.58% (Dec 2018),0.58% (Dec 2018),20.90 L,0.00,Small Cap,19.35
Tube Investments Of India Ltd.,Auto ancillaries,2.48,226.5,0.61%,0.01%,0.32% (May 2018),0.32% (May 2018),5.96 L,0.00,Small Cap,19.35
Rane Holdings Ltd.,Investment companies,0.6,219.9,0.60%,0.03%,0.51% (Jan 2019),0.51% (Jan 2019),1.82 L,0.00,Small Cap,19.35
Multi Commodity Exchange Of India Ltd.,Other financial services,1.65,213.6,0.58%,0.06%,0.46% (Feb 2019),0.46% (Feb 2019),2.49 L,0.00,Small Cap,19.35
NIIT Ltd,It education,0.57,211.8,0.57%,0.03%,0.46% (Oct 2018),0.46% (Oct 2018),20.06 L,2.86 L,Small Cap,19.35
Bharat Electronics Ltd.,Industrial electronics,0.51,188.4,0.51%,0.02%,0.3% (Jan 2019),0% (May 2018),21.62 L,0.00,Mid Cap,67.68
Gujarat Mineral Development Corporation Ltd.,Industrial minerals,0.46,171,0.46%,0.03%,0.46% (Apr 2019),0.46% (Apr 2019),23.21 L,0.00,Small Cap,19.35
Chalet Hotels Ltd.,Hotels/resorts,0.43,160.4,0.43%,0.01%,0.39% (Feb 2019),0% (May 2018),4.98 L,0.00,Other,0.43
Nava Bharat Ventures Ltd.,Power,4.15,137.5,0.37%,0.01%,0.36% (Mar 2019),0.36% (Mar 2019),13.49 L,0.00,Small Cap,19.35
Bajaj Consumer Care Ltd.,Personal care,2.3,116,0.31%,0.02%,0.29% (Mar 2019),0% (May 2018),3.53 L,0.00,Small Cap,19.35
Satin Creditcare Network Ltd.,Nbfc,8.98,110.1,0.30%,0.02%,0.19% (Nov 2018),0.19% (Nov 2018),3.34 L,0.00,Small Cap,19.35
Oberoi Realty Ltd.,Residential/commercial/sez project,0.3,112.3,0.30%,0.01%,0.27% (Jan 2019),0% (May 2018),2.21 L,0.00,Mid Cap,67.68
Pricol Ltd.,Auto ancillaries,2.48,72.1,0.20%,0.04%,0.16% (Mar 2019),0.16% (Mar 2019),17.34 L,0.00,Small Cap,19.35
NLC India Ltd.,Power,4.15,52.1,0.14%,0.00%,0.14% (Mar 2019),0.14% (Mar 2019),7.94 L,0.00,Mid Cap,67.68
